Position,0,30,60,90,120,150,180,210,240,270,300,330,360,390,420,450,480,510,540,570,600,630,660,690,720,750,780,810,840,870,900,930,960,990,1020,1050,1080,1110,1140,1170,1200,1230,1260,1290,1320,1350,1380,1410,1440,1470,1500,1530,1560,1590,1620,1650,1680,1710,1740,1770,1800,1830,1860,1890,1920,1950,1980,2010,2040,2070,2100,2130,2160,2190,2220,2250,2280,2310,2340,2370,2400,2430,2460,2490,2520,2550,2580,2610,2640,2670,2700,2730,2760,2790,2820,2850,2880,2910,2940,2970,3000,3030,3060,3090,3120,3150,3180,3210,3240,3270,3300,3330,3360,3390,3420,3450,3480,3510,3540,3570,3600,3630,3660,3690,3720,3750,3780,3810,3840,3870,3900,3930,3960,3990,4020,4050,4080,4110,4140,4170
Mean heteroplasmy,0.796532945,0.793512444,0.789863195,0.786093036,0.78305075,0.779384938,0.776182399,0.772912051,0.769178102,0.765711877,0.762281988,0.758120558,0.753894539,0.750374346,0.746233234,0.742417983,0.737689045,0.7334952,0.729134862,0.725464089,0.721479813,0.716921614,0.712341223,0.707942644,0.703306344,0.699176928,0.694487501,0.690753953,0.686207549,0.681704846,0.677079975,0.672796311,0.668489068,0.664376029,0.65878259,0.65398583,0.649121418,0.644463453,0.640228592,0.635260839,0.630321926,0.624635309,0.620149179,0.615309413,0.610341687,0.605538396,0.601034118,0.596577848,0.591472904,0.587020268,0.582517828,0.577292065,0.572392869,0.567422152,0.562892663,0.556608944,0.552037949,0.54680234,0.541026841,0.535783637,0.530733504,0.525097048,0.519990775,0.515121224,0.510043286,0.50489397,0.499316813,0.493854305,0.488728244,0.483560743,0.479134634,0.473244776,0.468704167,0.463625526,0.458030363,0.452669403,0.446977185,0.442521605,0.43743652,0.432257598,0.427149049,0.421670838,0.416933496,0.41232928,0.407653176,0.402313172,0.397309239,0.392177811,0.386968101,0.381845217,0.377856735,0.372812141,0.368203229,0.363408504,0.358730642,0.353624601,0.349298191,0.344193947,0.339400901,0.335614058,0.330463893,0.325272857,0.320724485,0.316509204,0.311614683,0.306596074,0.302161414,0.29819931,0.293518071,0.289770703,0.285735508,0.281753977,0.277340929,0.272950266,0.268827112,0.264367444,0.259983741,0.255510729,0.251844931,0.248096835,0.244381495,0.240616272,0.236740267,0.232683814,0.228136449,0.224090063,0.220696786,0.217855956,0.214182666,0.210451831,0.20687152,0.203813709,0.20057171,0.196938506,0.194023603,0.19069023,0.186543753,0.182787011,0.179522872,0.176000341
