Position,0,30,60,90,120,150,180,210,240,270,300,330,360,390,420,450,480,510,540,570,600,630,660,690,720,750,780,810,840,870,900,930,960,990,1020,1050,1080,1110,1140,1170,1200,1230,1260,1290,1320,1350,1380,1410,1440,1470,1500,1530,1560,1590,1620,1650,1680,1710,1740,1770,1800,1830,1860,1890,1920,1950,1980,2010,2040,2070,2100,2130,2160,2190,2220,2250,2280,2310,2340,2370,2400,2430,2460,2490,2520,2550,2580,2610,2640,2670,2700,2730,2760,2790,2820,2850,2880,2910,2940,2970,3000,3030,3060,3090,3120,3150,3180,3210,3240,3270,3300,3330,3360,3390,3420,3450,3480,3510,3540,3570,3600,3630,3660,3690,3720,3750,3780,3810,3840,3870,3900,3930,3960,3990,4020,4050,4080,4110,4140
Mean heteroplasmy,0.770705655,0.766893052,0.763036546,0.759136277,0.755192408,0.751205127,0.747174645,0.743101199,0.738985049,0.734826483,0.730625813,0.726383377,0.722099539,0.717774691,0.71340925,0.70900366,0.704558392,0.700073944,0.695550841,0.690989634,0.686390903,0.681755254,0.677083319,0.672375758,0.667633257,0.662856529,0.658046312,0.653203372,0.648328497,0.643422505,0.638486235,0.633520552,0.628526345,0.623504526,0.61845603,0.613381815,0.608282858,0.603160162,0.598014745,0.592847647,0.587659928,0.582452664,0.577226948,0.571983892,0.56672462,0.561450273,0.556162003,0.550860977,0.545548373,0.540225378,0.534893189,0.529553013,0.524206063,0.518853557,0.51349672,0.508136782,0.502774972,0.497412523,0.49205067,0.486690645,0.481333679,0.475981001,0.470633836,0.465293403,0.459960915,0.454637578,0.44932459,0.444023139,0.438734404,0.43345955,0.428199732,0.422956089,0.417729749,0.412521821,0.4073334,0.402165564,0.397019371,0.391895862,0.386796059,0.381720961,0.37667155,0.371648782,0.366653594,0.361686899,0.356749586,0.351842521,0.346966544,0.342122474,0.3373111,0.332533188,0.327789478,0.323080684,0.318407492,0.313770563,0.309170531,0.304608002,0.300083557,0.295597749,0.291151102,0.286744117,0.282377264,0.27805099,0.273765712,0.269521822,0.265319685,0.261159642,0.257042004,0.25296706,0.248935071,0.244946276,0.241000886,0.23709909,0.233241051,0.229426911,0.225656787,0.221930773,0.218248942,0.214611345,0.211018011,0.207468949,0.203964147,0.200503572,0.197087175,0.193714886,0.190386617,0.187102261,0.183861697,0.180664785,0.177511369,0.174401279,0.171334328,0.168310316,0.165329029,0.162390238,0.159493703,0.156639172,0.15382638,0.15105505,0.148324897
