Position,70,100,130,160,190,220,250,280,310,340,370,400,430,460,490,520,550,580,610,640,670,700,730,760,790,820,850,880,910,940,970,1000,1030,1060,1090,1120,1150,1180,1210,1240,1270,1300,1330,1360,1390,1420,1450,1480,1510,1540,1570,1600,1630,1660,1690,1720,1750,1780,1810,1840,1870,1900,1930,1960,1990,2020,2050,2080,2110,2140,2170,2200,2230,2260,2290,2320,2350,2380,2410,2440,2470,2500,2530,2560,2590,2620,2650,2680,2710,2740,2770,2800,2830,2860,2890,2920,2950,2980,3010,3040,3070,3100,3130,3160,3190,3220,3250,3280,3310,3340,3370,3400,3430,3460,3490,3520,3550,3580,3610,3640,3670,3700,3730,3760,3790,3820,3850,3880,3910,3940,3970,4000,4030,4060,4090,4120,4150,4180,4210,4240,4270,4300,4330,4360,4390,4420,4450,4480,4510,4540,4570,4600,4630,4660,4690,4720,4750,4780,4810,4840,4870,4900,4930,4960,4990,5020,5050,5080,5110,5140,5170,5200,5230,5260,5290,5320,5350,5380,5410,5440,5470,5500,5530,5560,5590,5620,5650,5680,5710,5740,5770,5800,5830,5860,5890,5920,5950,5980,6010,6040,6070,6100,6130,6160,6190,6220,6250,6280,6310,6340,6370,6400,6430,6460,6490,6520,6550,6580,6610,6640,6670
Mean heteroplasmy,0.999742533,0.999743195,0.999743458,0.999742401,0.999743918,0.99991389,0.999871729,0.999486257,0.999484004,0.999571551,0.999486389,0.999485067,0.999613103,0.999657769,0.999678084,0.99905838,0.999613999,0.999056442,0.998973306,0.999141336,0.999061754,0.998837209,0.998771614,0.998626138,0.998754296,0.99897672,0.999292877,0.999141999,0.998520229,0.997901139,0.997791165,0.997392086,0.99789084,0.997864019,0.996724049,0.995371555,0.995147084,0.994909184,0.994251692,0.994274318,0.994839125,0.99343317,0.993190378,0.992385491,0.990995675,0.990616427,0.990835048,0.990200855,0.988452289,0.986995535,0.986812152,0.985412752,0.983611754,0.981885366,0.979004663,0.979454616,0.976203323,0.974993595,0.972445475,0.970485626,0.967847634,0.966314342,0.963399679,0.960884178,0.957612159,0.954574518,0.952688628,0.947482818,0.944217599,0.939271215,0.937214865,0.931222367,0.923959067,0.923659518,0.916731669,0.909093992,0.903829623,0.902861353,0.897817875,0.889359384,0.887057912,0.881549476,0.870774433,0.868226858,0.861985917,0.850156413,0.84119639,0.83394455,0.825335855,0.819571042,0.809803792,0.798453724,0.79307048,0.778709928,0.761637225,0.748175687,0.743074954,0.731351198,0.716113889,0.713545604,0.694994897,0.688802558,0.67450262,0.66200158,0.652406602,0.639119965,0.626697703,0.614955497,0.602767825,0.593781859,0.572050856,0.562634513,0.537675859,0.535637232,0.516773137,0.502848478,0.487704432,0.481036697,0.465058954,0.446590245,0.431963341,0.420250395,0.405350411,0.391876405,0.382858194,0.36830939,0.354589154,0.340705638,0.333169032,0.321024234,0.307682614,0.300121301,0.289157893,0.269204044,0.262941611,0.245029078,0.236015723,0.224877144,0.217778603,0.202564306,0.195310758,0.183365741,0.17819533,0.168984042,0.158996114,0.153572778,0.144349252,0.138604526,0.12428094,0.122799351,0.114379637,0.109181922,0.102771029,0.096026506,0.087983557,0.082232346,0.077848988,0.074189829,0.070370896,0.064624881,0.058528089,0.054252617,0.051713881,0.048659058,0.044343549,0.041981312,0.038542219,0.03519943,0.032975372,0.030950341,0.028786144,0.02710576,0.025791033,0.024178606,0.022462936,0.021795965,0.019374035,0.018947064,0.016086543,0.015958559,0.014943842,0.013804379,0.013289356,0.011066819,0.011227991,0.010246878,0.008397381,0.008077622,0.007426173,0.006516362,0.006696258,0.006452225,0.005239202,0.004558037,0.003992505,0.004189357,0.003470228,0.002884066,0.002660585,0.001954615,0.001494552,0.001424501,0.001470309,0.000918858,0.000859599,0.001046125,0.000572082,0.000758438,0.000432028,0.000856653,0.000574218,0.000429185,0.00028401,0.000424809,0.000189825,0.000193013,0.000115507,0,0,0,0
