Position,0,30,60,90,120,150,180,210,240,270,300,330,360,390,420,450,480,510,540,570,600,630,660,690,720,750,780,810,840,870,900,930,960,990,1020,1050,1080,1110,1140,1170,1200,1230,1260,1290,1320,1350,1380,1410,1440,1470,1500,1530,1560,1590,1620,1650,1680,1710,1740,1770,1800,1830,1860,1890,1920,1950,1980,2010,2040,2070,2100,2130,2160,2190,2220,2250,2280,2310,2340,2370,2400,2430,2460,2490,2520,2550,2580,2610,2640,2670,2700,2730,2760,2790,2820,2850,2880,2910,2940,2970,3000,3030,3060,3090,3120,3150,3180,3210,3240,3270,3300,3330,3360,3390,3420,3450,3480,3510,3540,3570,3600,3630,3660,3690,3720,3750,3780,3810,3840,3870,3900,3930,3960,3990,4020,4050,4080,4110,4140,4170,4200,4230,4260,4290,4320,4350,4380,4410,4440,4470,4500,4530,4560,4590,4620,4650,4680,4710,4740,4770,4800,4830,4860,4890,4920,4950,4980,5010,5040,5070,5100,5130,5160,5190,5220,5250,5280,5310,5340,5370,5400,5430,5460,5490,5520,5550,5580,5610,5640,5670,5700,5730,5760,5790,5820,5850,5880,5910,5940,5970,6000,6030,6060,6090,6120,6150,6180,6210,6240,6270,6300,6330,6360,6390,6420,6450,6480,6510,6540,6570
Mean heteroplasmy,1,1,0.999916121,0.999977124,1,1,1,0.99997204,1,1,0.999944081,1,0.99997903,0.999940586,1,0.999949673,0.999974836,0.999943382,0.999808278,0.999892278,0.999893245,0.999906551,0.999946877,0.999570313,0.99986338,0.99975609,0.999576934,0.999635743,0.999676774,0.999453322,0.99931974,0.999198343,0.999091497,0.998753985,0.998124483,0.997521572,0.997469746,0.996732692,0.996720073,0.996373257,0.995151647,0.995457997,0.993947707,0.994055998,0.993503478,0.992006272,0.991008652,0.989968748,0.988933481,0.987487979,0.985986585,0.984388012,0.981793372,0.980102834,0.977264052,0.976050386,0.974407878,0.972587586,0.967954932,0.966831947,0.963930923,0.96134978,0.958166757,0.954062128,0.948986456,0.94564272,0.940170654,0.935045745,0.930217078,0.926172087,0.91966415,0.914569862,0.907583348,0.90181608,0.893243766,0.88611481,0.878591911,0.869197597,0.86073557,0.849499649,0.841033529,0.832864847,0.822450716,0.814610782,0.803255561,0.791659598,0.781661909,0.76887466,0.760343411,0.743513913,0.732631189,0.720004455,0.70746079,0.696009891,0.680887292,0.666505972,0.6495976,0.63728945,0.621842718,0.607637748,0.588373756,0.571522549,0.558238355,0.541890901,0.527391046,0.511650128,0.498710059,0.480498847,0.468270104,0.450705059,0.434175904,0.416881104,0.404227866,0.391804148,0.376055618,0.361313177,0.346691071,0.331006849,0.315128693,0.302810695,0.28699795,0.274419673,0.260785248,0.249212654,0.236181925,0.224803015,0.212346926,0.202009161,0.191874861,0.179270687,0.169163738,0.159067023,0.151176831,0.14317421,0.13256457,0.124723202,0.118527419,0.109149358,0.103165842,0.09806451,0.090274712,0.08542709,0.078318088,0.072737879,0.0689081,0.065380599,0.058574545,0.055393076,0.050835022,0.04710772,0.042895523,0.039808051,0.035160065,0.032682571,0.029465554,0.027839206,0.025667757,0.022643691,0.020677281,0.01902031,0.017758974,0.015306412,0.0146678,0.013182612,0.012162234,0.011014506,0.009986787,0.009290089,0.00917368,0.008271931,0.007700613,0.006901217,0.006185865,0.006169785,0.005738646,0.004659299,0.00464201,0.003677675,0.003436094,0.003286341,0.002938772,0.002173743,0.001841809,0.001277605,0.001289233,0.000768061,0.000764693,0.000582366,0.000659645,0.000369365,0.000313846,0.000225331,0.000210295,0.000255295,0.00017974,0.000134206,0.000104848,3.15E-05,5.59E-05,5.59E-05,2.52E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
