"#Time along first column, position along first row. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time (day)\Position (micrometers),0,30,60,90,120,150,180,210,240,270,300,330,360,390,420,450,480,510,540,570,600,630,660,690,720,750,780,810,840,870,900,930,960,990,1020,1050,1080,1110,1140,1170,1200
1545,0.39527915,0.394240826,0.392167798,0.38906741,0.384950915,0.379833763,0.373735952,0.366682446,0.358703633,0.349835797,0.340121575,0.329610373,0.318358691,0.30643033,0.293896442,0.280835375,0.267332294,0.253478556,0.239370814,0.225109876,0.210799319,0.196543912,0.182447898,0.168613214,0.155137715,0.142113511,0.129625485,0.117750087,0.106554442,0.096095845,0.086421636,0.077569454,0.069567853,0.062437214,0.056190883,0.050836473,0.046377228,0.042813378,0.040143396,0.038365099,0.037476521
1546,0.395210041,0.394172357,0.392100607,0.389002128,0.384888167,0.37977416,0.373680091,0.366630903,0.358656956,0.3497945,0.340086131,0.329581204,0.31833616,0.306414734,0.293887998,0.280834215,0.267338459,0.253491988,0.239391354,0.225137264,0.210833195,0.196583826,0.182493319,0.16866354,0.155192294,0.142171657,0.129686502,0.117813284,0.106619161,0.096161476,0.086487632,0.077635352,0.06963328,0.062501891,0.056254634,0.050899216,0.046438975,0.042874221,0.040203498,0.038424676,0.037535825
1547,0.395140975,0.39410393,0.392033455,0.388936884,0.384825453,0.37971459,0.373624259,0.366579383,0.358610297,0.349753215,0.340050692,0.329552034,0.318313622,0.306399123,0.293879532,0.280833027,0.26734459,0.253505379,0.239411847,0.225164599,0.210867016,0.196623682,0.182538679,0.168713806,0.155246814,0.142229748,0.129747466,0.117876434,0.106683837,0.096227069,0.086553598,0.077701226,0.069698689,0.062566558,0.056318381,0.050961962,0.046500729,0.042935076,0.040263615,0.038484269,0.037595147
1548,0.395071951,0.394035544,0.391966344,0.388871678,0.384762776,0.379655051,0.373568454,0.366527887,0.358563656,0.349711942,0.34001526,0.329522864,0.318291077,0.306383498,0.293871045,0.280831811,0.267350685,0.253518728,0.239432293,0.225191883,0.210900781,0.19666348,0.18258398,0.168764012,0.155301275,0.142287781,0.129808376,0.117939534,0.10674847,0.096292624,0.086619533,0.077767077,0.069764081,0.062631215,0.056382124,0.051024709,0.046562491,0.042995943,0.040323746,0.03854388,0.037654488
1549,0.39500297,0.393967201,0.391899274,0.388806511,0.384700134,0.379595545,0.373512678,0.366476414,0.358517033,0.349670683,0.339979834,0.329493694,0.318268525,0.306367858,0.293862537,0.280830566,0.267356745,0.253532037,0.239452693,0.225219116,0.210934491,0.19670322,0.182629222,0.168814158,0.155355678,0.142345758,0.129869234,0.118002586,0.10681306,0.096358143,0.086685438,0.077832904,0.069829457,0.062695862,0.056445863,0.051087459,0.04662426,0.043056821,0.040383892,0.038603507,0.037713846
1550,0.394934031,0.393898899,0.391832244,0.388741382,0.384637527,0.379536071,0.37345693,0.366424965,0.358470429,0.349629435,0.339944415,0.329464523,0.318245965,0.306352204,0.293854007,0.280829294,0.26736277,0.253545304,0.239473046,0.225246298,0.210968146,0.196742903,0.182674404,0.168864245,0.155410022,0.142403679,0.129930039,0.11806559,0.106877606,0.096423625,0.086751312,0.077898707,0.069894815,0.062760499,0.056509598,0.051150211,0.046686036,0.04311771,0.040444053,0.038663151,0.037773222
1551,0.394865134,0.393830638,0.391765254,0.388676291,0.384574956,0.379476629,0.37340121,0.366373539,0.358423842,0.3495882,0.339909001,0.329435351,0.318223398,0.306336536,0.293845455,0.280827992,0.267368761,0.25355853,0.239493352,0.225273428,0.211001746,0.196782527,0.182719528,0.168914273,0.155464308,0.142461544,0.129990791,0.118128545,0.10694211,0.096489069,0.086817155,0.077964486,0.069960157,0.062825125,0.05657333,0.051212964,0.046747818,0.04317861,0.040504228,0.038722811,0.037832616
1552,0.39479628,0.39376242,0.391698304,0.388611238,0.384512421,0.379417219,0.373345518,0.366322137,0.358377274,0.349546977,0.339873594,0.32940618,0.318200824,0.306320854,0.293836883,0.280826663,0.267374716,0.253571716,0.239513612,0.225300507,0.211035291,0.196822095,0.182764592,0.168964241,0.155518535,0.142519353,0.13005149,0.118191452,0.10700657,0.096554477,0.086882968,0.078030242,0.070025482,0.062889741,0.056637057,0.05127572,0.046809608,0.043239522,0.040564418,0.038782489,0.037892028
1553,0.394727468,0.393694243,0.391631394,0.388546224,0.384449921,0.379357841,0.373289854,0.366270758,0.358330724,0.349505767,0.339838193,0.329377008,0.318178243,0.306305157,0.293828289,0.280825306,0.267380637,0.25358486,0.239533826,0.225327534,0.211068781,0.196861604,0.182809597,0.16901415,0.155572704,0.142577105,0.130112136,0.118254311,0.107070987,0.096619847,0.08694875,0.078095973,0.070090789,0.062954347,0.056700781,0.051338477,0.046871405,0.043300444,0.040624621,0.038842183,0.037951458
1554,0.394658698,0.393626107,0.391564525,0.388481247,0.384387456,0.379298494,0.373234218,0.366219402,0.358284193,0.34946457,0.339802798,0.329347836,0.318155654,0.306289447,0.293819674,0.28082392,0.267386524,0.253597964,0.239553993,0.225354511,0.211102217,0.196901056,0.182854543,0.169063999,0.155626815,0.142634802,0.13017273,0.118317121,0.107135361,0.09668518,0.087014502,0.078161681,0.07015608,0.063018942,0.056764501,0.051401236,0.046933208,0.043361378,0.04068484,0.038901893,0.038010905
1555,0.39458997,0.393558013,0.391497695,0.388416309,0.384325026,0.37923918,0.37317861,0.36616807,0.358237679,0.349423384,0.33976741,0.329318663,0.318133059,0.306273722,0.293811038,0.280822507,0.267392375,0.253611027,0.239574114,0.225381437,0.211135597,0.196940451,0.18289943,0.16911379,0.155680867,0.142692442,0.130233271,0.118379883,0.107199693,0.096750476,0.087080223,0.078227365,0.070221354,0.063083527,0.056828216,0.051463996,0.046995018,0.043422323,0.040745072,0.03896162,0.03807037
1556,0.394521284,0.39348996,0.391430906,0.388351408,0.384262632,0.379179898,0.37312303,0.366116761,0.358191184,0.349382211,0.339732027,0.32928949,0.318110456,0.306257983,0.293802381,0.280821065,0.267398193,0.25362405,0.239594189,0.225408313,0.211168924,0.196979789,0.182944259,0.169163521,0.155734862,0.142750027,0.130293759,0.118442596,0.107263981,0.096815736,0.087145913,0.078293025,0.07028661,0.063148102,0.056891928,0.051526758,0.047056835,0.043483278,0.040805319,0.039021363,0.038129852
1557,0.394452641,0.393421949,0.391364157,0.388286546,0.384200273,0.379120648,0.373067478,0.366065475,0.358144706,0.349341051,0.339696652,0.329260317,0.318087846,0.30624223,0.293793703,0.280819596,0.267403975,0.253637032,0.239614218,0.225435137,0.211202196,0.19701907,0.182989029,0.169213194,0.155788798,0.142807555,0.130354195,0.118505262,0.107328226,0.096880958,0.087211573,0.078358662,0.07035185,0.063212666,0.056955635,0.051589522,0.047118658,0.043544244,0.040865579,0.039081123,0.038189352
1558,0.394384039,0.393353978,0.391297447,0.388221721,0.38413795,0.37906143,0.373011953,0.366014213,0.358098247,0.349299903,0.339661282,0.329231144,0.31806523,0.306226464,0.293785004,0.280818099,0.267409724,0.253649973,0.239634202,0.225461911,0.211235413,0.197058293,0.183033741,0.169262807,0.155842677,0.142865028,0.130414579,0.118567879,0.107392429,0.096946143,0.087277203,0.078424274,0.070417072,0.06327722,0.057019338,0.051652288,0.047180488,0.043605221,0.040925854,0.039140898,0.038248869
1559,0.394315479,0.39328605,0.391230778,0.388156935,0.384075661,0.379002243,0.372956457,0.365962974,0.358051806,0.349258768,0.339625919,0.329201971,0.318042606,0.306210683,0.293776284,0.280816574,0.267415438,0.253662875,0.239654139,0.225488635,0.211268576,0.19709746,0.183078393,0.169312362,0.155896498,0.142922446,0.13047491,0.118630449,0.107456588,0.097011291,0.087342801,0.078489863,0.070482278,0.063341763,0.057083037,0.051715054,0.047242325,0.043666209,0.040986142,0.03920069,0.038308403
1560,0.394246961,0.393218162,0.391164148,0.388092186,0.384013408,0.378943089,0.372900988,0.365911758,0.358005383,0.349217644,0.339590562,0.329172797,0.318019975,0.306194888,0.293767543,0.280815022,0.267421118,0.253675735,0.23967403,0.225515308,0.211301685,0.197136569,0.183122988,0.169361858,0.155950261,0.142979807,0.130535189,0.11869297,0.107520705,0.097076402,0.08740837,0.078555427,0.070547466,0.063406296,0.057146731,0.051777823,0.047304167,0.043727208,0.041046444,0.039260498,0.038367954
1561,0.394178485,0.393150316,0.391097559,0.388027475,0.38395119,0.378883966,0.372845547,0.365860565,0.357958978,0.349176534,0.339555211,0.329143623,0.317997338,0.30617908,0.293758782,0.280813442,0.267426764,0.253688556,0.239693876,0.22554193,0.21133474,0.197175622,0.183167524,0.169411296,0.156003966,0.143037114,0.130595415,0.118755443,0.107584779,0.097141477,0.087473907,0.078620968,0.070612637,0.063470818,0.057210421,0.051840592,0.047366017,0.043788216,0.041106761,0.039320322,0.038427523
1562,0.394110051,0.39308251,0.391031009,0.387962802,0.383889007,0.378824875,0.372790134,0.365809396,0.357912592,0.349135436,0.339519867,0.329114449,0.317974693,0.306163258,0.29375,0.280811835,0.267432376,0.253701337,0.239713677,0.225568503,0.211367741,0.197214619,0.183212002,0.169460675,0.156057614,0.143094364,0.130655589,0.118817869,0.10764881,0.097206514,0.087539414,0.078686485,0.070677791,0.063535329,0.057274107,0.051903363,0.047427872,0.043849236,0.04116709,0.039380162,0.038487108
1563,0.394041659,0.393014746,0.390964499,0.387898166,0.383826859,0.378765815,0.372734749,0.36575825,0.357866223,0.34909435,0.339484529,0.329085275,0.317952042,0.306147422,0.293741197,0.2808102,0.267437954,0.253714077,0.239733431,0.225595025,0.211400688,0.197253558,0.183256422,0.169509996,0.156111204,0.143151559,0.130715711,0.118880246,0.107712798,0.097271515,0.087604891,0.078751978,0.070742927,0.06359983,0.057337788,0.051966135,0.047489734,0.043910266,0.041227434,0.039440017,0.038546711
1564,0.393973308,0.392947023,0.390898028,0.387833568,0.383764746,0.378706788,0.372679392,0.365707127,0.357819872,0.349053277,0.339449197,0.329056101,0.317929384,0.306131572,0.293732374,0.280808537,0.267443498,0.253726778,0.239753141,0.225621497,0.211433582,0.197292441,0.183300784,0.169559258,0.156164737,0.143208699,0.130775781,0.118942576,0.107776744,0.097336478,0.087670337,0.078817447,0.070808047,0.06366432,0.057401465,0.052028909,0.047551602,0.043971306,0.041287791,0.039499889,0.03860633
1565,0.393904999,0.392879341,0.390831597,0.387769008,0.383702668,0.378647792,0.372624062,0.365656027,0.35777354,0.349012216,0.339413872,0.329026927,0.317906719,0.306115709,0.29372353,0.280806848,0.267449008,0.253739438,0.239772805,0.225647919,0.211466421,0.197331268,0.183345088,0.169608462,0.156218212,0.143265784,0.130835799,0.119004858,0.107840647,0.097401405,0.087735752,0.078882892,0.070873149,0.0637288,0.057465137,0.052091683,0.047613476,0.044032356,0.041348161,0.039559776,0.038665966
1566,0.393836732,0.3928117,0.390765206,0.387704486,0.383640625,0.378588827,0.37256876,0.36560495,0.357727226,0.348971168,0.339378553,0.328997753,0.317884047,0.306099832,0.293714665,0.280805131,0.267454484,0.253752059,0.239792424,0.225674291,0.211499207,0.197370039,0.183389334,0.169657608,0.15627163,0.143322813,0.130895765,0.119067092,0.107904507,0.097466295,0.087801137,0.078948313,0.070938233,0.063793268,0.057528805,0.052154459,0.047675356,0.044093417,0.041408545,0.039619678,0.038725619
1567,0.393768506,0.3927441,0.390698855,0.387640001,0.383578617,0.378529895,0.372513486,0.365553897,0.357680929,0.348930132,0.339343241,0.328968579,0.317861369,0.306083942,0.29370578,0.280803387,0.267459927,0.25376464,0.239811997,0.225700614,0.211531939,0.197408753,0.183433523,0.169706695,0.156324991,0.143379787,0.130955679,0.119129278,0.107968325,0.097531148,0.087866492,0.079013711,0.071003301,0.063857726,0.057592468,0.052217235,0.047737243,0.044154488,0.041468943,0.039679597,0.038785288
1568,0.393700322,0.392676541,0.390632543,0.387575554,0.383516643,0.378470994,0.372458239,0.365502867,0.357634651,0.348889108,0.339307935,0.328939404,0.317838684,0.306068038,0.293696875,0.280801615,0.267465336,0.253777182,0.239831526,0.225726887,0.211564618,0.197447411,0.183477653,0.169755725,0.156378294,0.143436706,0.131015541,0.119191417,0.1080321,0.097595964,0.087931816,0.079079084,0.071068351,0.063922173,0.057656127,0.052280013,0.047799135,0.044215569,0.041529353,0.03973953,0.038844974
1569,0.39363218,0.392609022,0.39056627,0.387511144,0.383454705,0.378412124,0.37240302,0.365451859,0.357588391,0.348848097,0.339272635,0.32891023,0.317815992,0.30605212,0.293687949,0.280799817,0.267470712,0.253789684,0.23985101,0.22575311,0.211597244,0.197486013,0.183521727,0.169804697,0.156431541,0.143493571,0.131075351,0.119253508,0.108095832,0.097660744,0.087997109,0.079144433,0.071133384,0.06398661,0.057719781,0.052342792,0.047861033,0.04427666,0.041589777,0.039799479,0.038904677
1570,0.393564079,0.392541545,0.390500037,0.387446772,0.383392802,0.378353286,0.372347829,0.365400875,0.357542149,0.348807099,0.339237342,0.328881056,0.317793294,0.306036189,0.293679003,0.280797991,0.267476054,0.253802146,0.239870448,0.225779283,0.211629816,0.197524559,0.183565742,0.169853611,0.15648473,0.14355038,0.13113511,0.119315551,0.108159522,0.097725486,0.088062372,0.079209758,0.0711984,0.064051035,0.05778343,0.052405571,0.047922937,0.044337761,0.041650214,0.039859444,0.038964396
1571,0.393496019,0.392474108,0.390433844,0.387382437,0.383330933,0.378294479,0.372292665,0.365349915,0.357495925,0.348766113,0.339202055,0.328851882,0.317770589,0.306020245,0.293670037,0.280796139,0.267481362,0.253814569,0.239889842,0.225805408,0.211662335,0.19756305,0.1836097,0.169902467,0.156537863,0.143607134,0.131194816,0.119377547,0.10822317,0.097790192,0.088127604,0.07927506,0.071263398,0.064115449,0.057847074,0.052468352,0.047984847,0.044398871,0.041710664,0.039919424,0.039024131
1572,0.393428001,0.392406712,0.390367689,0.387318139,0.383269099,0.378235704,0.372237529,0.365298977,0.357449718,0.348725139,0.339166775,0.328822708,0.317747878,0.306004287,0.29366105,0.28079426,0.267486637,0.253826953,0.239909191,0.225831482,0.211694802,0.197601484,0.183653601,0.169951265,0.156590939,0.143663833,0.131254471,0.119439495,0.108286775,0.097854861,0.088192805,0.079340337,0.071328379,0.064179853,0.057910714,0.052531133,0.048046762,0.044459992,0.041771128,0.039979418,0.039083883
1573,0.393360024,0.392339356,0.390301575,0.387253879,0.3832073,0.378176961,0.37218242,0.365248062,0.35740353,0.348684178,0.339131502,0.328793534,0.31772516,0.305988316,0.293652044,0.280792353,0.267491879,0.253839297,0.239928496,0.225857508,0.211727215,0.197639863,0.183697445,0.170000006,0.156643958,0.143720478,0.131314075,0.119501396,0.108350337,0.097919494,0.088257977,0.07940559,0.071393342,0.064244246,0.057974348,0.052593915,0.048108683,0.044521123,0.041831604,0.040039428,0.039143651
1574,0.393292088,0.392272041,0.390235499,0.387189656,0.383145535,0.378118249,0.372127339,0.36519717,0.35735736,0.348643229,0.339096234,0.32876436,0.317702435,0.305972332,0.293643017,0.28079042,0.267497088,0.253851602,0.239947756,0.225883484,0.211759575,0.197678186,0.183741231,0.170048689,0.15669692,0.143777068,0.131373626,0.119563249,0.108413857,0.097984089,0.088323117,0.079470819,0.071458288,0.064308627,0.058037978,0.052656697,0.04817061,0.044582263,0.041892093,0.040099453,0.039203435
1575,0.393224194,0.392204767,0.390169463,0.387125471,0.383083805,0.378059568,0.372072285,0.365146301,0.357311208,0.348602293,0.339060974,0.328735186,0.317679704,0.305956334,0.29363397,0.280788461,0.267502264,0.253863868,0.239966971,0.225909412,0.211791882,0.197716454,0.183784961,0.170097315,0.156749826,0.143833603,0.131433127,0.119625055,0.108477335,0.098048648,0.088388227,0.079536025,0.071523216,0.064372998,0.058101603,0.05271948,0.048232542,0.044643412,0.041952594,0.040159493,0.039263235
1576,0.39315634,0.392137533,0.390103466,0.387061322,0.38302211,0.378000919,0.372017259,0.365095456,0.357265074,0.34856137,0.339025719,0.328706013,0.317656967,0.305940323,0.293624904,0.280786474,0.267507406,0.253876096,0.239986142,0.22593529,0.211824137,0.197754666,0.183828633,0.170145883,0.156802675,0.143890084,0.131492575,0.119686814,0.10854077,0.09811317,0.088453307,0.079601206,0.071588127,0.064437357,0.058165223,0.052782264,0.04829448,0.044704572,0.042013109,0.040219548,0.039323051
1577,0.393088528,0.39207034,0.390037508,0.386997211,0.382960449,0.3779423,0.371962261,0.365044633,0.357218958,0.348520458,0.338990471,0.32867684,0.317634223,0.3059243,0.293615817,0.280784462,0.267512516,0.253888284,0.240005269,0.225961119,0.211856339,0.197792823,0.183872249,0.170194395,0.156855468,0.14394651,0.131551973,0.119748525,0.108604163,0.098177656,0.088518356,0.079666363,0.07165302,0.064501705,0.058228838,0.052845049,0.048356423,0.044765741,0.042073636,0.040279618,0.039382883
1578,0.393020757,0.392003187,0.389971589,0.386933137,0.382898823,0.377883714,0.37190729,0.364993833,0.35717286,0.34847956,0.33895523,0.328647667,0.317611473,0.305908263,0.29360671,0.280782422,0.267517593,0.253900433,0.240024352,0.2259869,0.211888488,0.197830925,0.183915807,0.170242849,0.156908204,0.144002882,0.131611319,0.119810189,0.108667514,0.098242105,0.088583375,0.079731496,0.071717896,0.064566042,0.058292447,0.052907833,0.048418372,0.044826919,0.042134176,0.040339703,0.039442731
1579,0.392953027,0.391936075,0.389905709,0.386869101,0.382837231,0.377825158,0.371852346,0.364943057,0.35712678,0.348438673,0.338919996,0.328618494,0.317588716,0.305892212,0.293597584,0.280780356,0.267522637,0.253912543,0.24004339,0.226012631,0.211920586,0.197868972,0.18395931,0.170291245,0.156960884,0.144059199,0.131670614,0.119871806,0.108730822,0.098306517,0.088648363,0.079796605,0.071782754,0.064630368,0.058356052,0.052970619,0.048480326,0.044888107,0.042194728,0.040399802,0.039502594
1580,0.392885338,0.391869003,0.389839869,0.386805101,0.382775674,0.377766634,0.371797429,0.364892303,0.357080718,0.3483978,0.338884767,0.328589321,0.317565954,0.305876149,0.293588438,0.280778264,0.267527648,0.253924615,0.240062385,0.226038314,0.21195263,0.197906963,0.184002755,0.170339585,0.157013507,0.144115463,0.131729857,0.119933376,0.108794088,0.098370893,0.088713321,0.07986169,0.071847595,0.064694683,0.058419651,0.053033404,0.048542285,0.044949304,0.042255293,0.040459916,0.039562474
1581,0.392817691,0.391801971,0.389774067,0.386741138,0.382714152,0.377708141,0.37174254,0.364841572,0.357034674,0.348356938,0.338849546,0.328560149,0.317543184,0.305860073,0.293579272,0.280776145,0.267532626,0.253936648,0.240081335,0.226063949,0.211984623,0.1979449,0.184046144,0.170387868,0.157066075,0.144171672,0.13178905,0.119994899,0.108857312,0.098435232,0.088778248,0.079926751,0.071912418,0.064758987,0.058483246,0.05309619,0.048604249,0.04501051,0.04231587,0.040520044,0.039622369
1582,0.392750084,0.39173498,0.389708304,0.386677213,0.382652663,0.377649679,0.371687679,0.364790864,0.356988647,0.348316089,0.338814331,0.328530977,0.317520409,0.305843984,0.293570086,0.280774,0.267537572,0.253948643,0.240100241,0.226089535,0.212016563,0.197982782,0.184089476,0.170436094,0.157118586,0.144227826,0.131848191,0.120056374,0.108920494,0.098499535,0.088843144,0.079991787,0.071977224,0.064823279,0.058546835,0.053158977,0.048666219,0.045071726,0.04237646,0.040580187,0.039682279
1583,0.392682518,0.391668029,0.389642581,0.386613324,0.38259121,0.377591248,0.371632844,0.364740179,0.356942639,0.348275253,0.338779122,0.328501805,0.317497627,0.305827882,0.293560881,0.280771829,0.267542485,0.253960599,0.240119104,0.226115073,0.212048451,0.198020609,0.184132752,0.170484263,0.157171042,0.144283927,0.131907281,0.120117803,0.108983634,0.098563801,0.088908011,0.0800568,0.072042012,0.06488756,0.058610418,0.053221763,0.048728193,0.04513295,0.042437062,0.040640344,0.039742205
1584,0.392614992,0.391601118,0.389576896,0.386549472,0.38252979,0.377532849,0.371578037,0.364689517,0.356896649,0.348234429,0.33874392,0.328472634,0.31747484,0.305811767,0.293551656,0.280769631,0.267547365,0.253972516,0.240137923,0.226140562,0.212080287,0.198058381,0.184175972,0.170532376,0.157223441,0.144339974,0.13196632,0.120179184,0.109046731,0.09862803,0.088972846,0.080121788,0.072106782,0.06495183,0.058673997,0.05328455,0.048790173,0.045194184,0.042497676,0.040700515,0.039802146
1585,0.392547508,0.391534247,0.38951125,0.386485658,0.382468405,0.377474481,0.371523258,0.364638878,0.356850676,0.348193618,0.338708725,0.328443463,0.317452046,0.30579564,0.293542412,0.280767408,0.267552213,0.253984396,0.240156698,0.226166003,0.212112071,0.198096099,0.184219136,0.170580432,0.157275785,0.144395966,0.132025309,0.120240519,0.109109787,0.098692223,0.089037652,0.080186753,0.072171534,0.065016088,0.05873757,0.053347337,0.048852157,0.045255426,0.042558302,0.040760701,0.039862103
1586,0.392480064,0.391467416,0.389445643,0.38642188,0.382407054,0.377416143,0.371468505,0.364588262,0.356804722,0.348152819,0.338673536,0.328414292,0.317429246,0.305779499,0.293533148,0.280765158,0.267557029,0.253996237,0.24017543,0.226191396,0.212143804,0.198133762,0.184262243,0.170628431,0.157328072,0.144451905,0.132084246,0.120301806,0.1091728,0.098756379,0.089102426,0.080251693,0.072236269,0.065080335,0.058801138,0.053410124,0.048914147,0.045316678,0.04261894,0.040820901,0.039922075
1587,0.392412661,0.391400626,0.389380075,0.386358139,0.382345737,0.377357837,0.37141378,0.364537668,0.356758785,0.348112033,0.338638354,0.328385122,0.317406439,0.305763346,0.293523865,0.280762883,0.267561813,0.25400804,0.240194118,0.226216741,0.212175484,0.198171371,0.184305294,0.170676374,0.157380304,0.14450779,0.132143132,0.120363047,0.109235771,0.098820499,0.089167171,0.080316609,0.072300986,0.06514457,0.0588647,0.053472911,0.048976141,0.045377939,0.04267959,0.040881115,0.039982062
1588,0.392345299,0.391333875,0.389314545,0.386294434,0.382284455,0.377299562,0.371359082,0.364487098,0.356712867,0.348071259,0.338603179,0.328355952,0.317383627,0.30574718,0.293514563,0.280760581,0.267566564,0.254019804,0.240212763,0.226242038,0.212207113,0.198208925,0.18434829,0.17072426,0.157432481,0.144563621,0.132201968,0.120424241,0.109298701,0.098884583,0.089231885,0.080381501,0.072365685,0.065208794,0.058928256,0.053535697,0.04903814,0.045439208,0.042740252,0.040941343,0.040042064
1589,0.392277978,0.391267165,0.389249054,0.386230767,0.382223207,0.377241317,0.371304411,0.36443655,0.356666966,0.348030497,0.33856801,0.328326782,0.317360809,0.305731001,0.293505241,0.280758254,0.267571283,0.254031531,0.240231364,0.226267287,0.212238691,0.198246425,0.18439123,0.17077209,0.157484601,0.144619399,0.132260753,0.120485388,0.109361588,0.09894863,0.089296568,0.080446369,0.072430367,0.065273007,0.058991808,0.053598484,0.049100144,0.045500486,0.042800926,0.041001585,0.040102082
1590,0.392210697,0.391200494,0.389183602,0.386167136,0.382161992,0.377183104,0.371249767,0.364386025,0.356621083,0.347989748,0.338532848,0.328297613,0.317337985,0.30571481,0.2934959,0.280755901,0.26757597,0.25404322,0.240249923,0.226292488,0.212270217,0.198283871,0.184434113,0.170819864,0.157536667,0.144675123,0.132319487,0.120546489,0.109424433,0.09901264,0.089361221,0.080511213,0.072495031,0.065337208,0.059055353,0.053661271,0.049162153,0.045561773,0.042861612,0.041061841,0.040162114
1591,0.392143456,0.391133863,0.389118188,0.386103542,0.382100812,0.377124922,0.371195151,0.364335523,0.356575218,0.347949012,0.338497693,0.328268445,0.317315154,0.305698606,0.293486539,0.280753522,0.267580625,0.254054871,0.240268438,0.226317642,0.212301691,0.198321263,0.184476942,0.170867582,0.157588676,0.144730793,0.132378171,0.120607543,0.109487237,0.099076614,0.089425843,0.080576032,0.072559677,0.065401397,0.059118893,0.053724058,0.049224166,0.045623068,0.042922309,0.041122111,0.040222161
1592,0.392076256,0.391067273,0.389052813,0.386039985,0.382039667,0.37706677,0.371140562,0.364285043,0.356529371,0.347908288,0.338462544,0.328239277,0.317292318,0.30568239,0.29347716,0.280751117,0.267585248,0.254066484,0.24028691,0.226342747,0.212333114,0.198358601,0.184519714,0.170915244,0.157640631,0.14478641,0.132436804,0.12066855,0.109549999,0.099140552,0.089490435,0.080640827,0.072624305,0.065465575,0.059182427,0.053786844,0.049286184,0.045684372,0.042983018,0.041182395,0.040282223
1593,0.392009097,0.391000722,0.388987477,0.385976464,0.381978555,0.37700865,0.371085999,0.364234586,0.356483542,0.347867576,0.338427402,0.328210109,0.317269476,0.305666161,0.293467761,0.280748687,0.267589839,0.254078059,0.240305339,0.226367806,0.212364486,0.198395885,0.184562431,0.17096285,0.15769253,0.144841973,0.132495387,0.12072951,0.109612719,0.099204453,0.089554997,0.080705599,0.072688915,0.065529741,0.059245956,0.05384963,0.049348206,0.045745684,0.043043739,0.041242692,0.0403423
1594,0.391941978,0.39093421,0.388922179,0.385912979,0.381917477,0.37695056,0.371031464,0.364184152,0.35643773,0.347826877,0.338392266,0.328180942,0.317246628,0.30564992,0.293458343,0.280746231,0.267594399,0.254089597,0.240323725,0.226392817,0.212395807,0.198433115,0.184605093,0.171010399,0.157744374,0.144897483,0.132553919,0.120790424,0.109675397,0.099268318,0.089619528,0.080770346,0.072753508,0.065593896,0.059309479,0.053912416,0.049410232,0.045807005,0.043104471,0.041303003,0.040402392
1595,0.391874899,0.390867739,0.388856919,0.385849532,0.381856433,0.376892501,0.370976956,0.364133741,0.356391937,0.347786191,0.338357137,0.328151776,0.317223774,0.305633666,0.293448906,0.280743749,0.267598926,0.254101097,0.240342068,0.22641778,0.212427077,0.198470292,0.184647699,0.171057893,0.157796163,0.144952939,0.1326124,0.120851292,0.109738033,0.099332147,0.089684029,0.080835068,0.072818082,0.065658039,0.059372996,0.053975201,0.049472263,0.045868335,0.043165215,0.041363328,0.040462498
1596,0.391807861,0.390801307,0.388791698,0.38578612,0.381795423,0.376834473,0.370922475,0.364083353,0.356346161,0.347745517,0.338322015,0.32812261,0.317200914,0.3056174,0.29343945,0.280741242,0.267603422,0.254112559,0.240360368,0.226442696,0.212458296,0.198507414,0.18469025,0.171105332,0.157847897,0.145008343,0.132670832,0.120912112,0.109800627,0.099395939,0.089748499,0.080899767,0.072882639,0.06572217,0.059436507,0.054037986,0.049534299,0.045929672,0.04322597,0.041423666,0.040522619
1597,0.391740863,0.390734915,0.388726515,0.385722746,0.381734447,0.376776476,0.370868021,0.364032987,0.356300403,0.347704855,0.3382869,0.328093445,0.317178049,0.305601121,0.293429976,0.28073871,0.267607886,0.254123984,0.240378626,0.226467565,0.212489464,0.198544484,0.184732746,0.171152714,0.157899575,0.145063693,0.132729213,0.120972887,0.10986318,0.099459695,0.089812939,0.080964441,0.072947178,0.065786289,0.059500013,0.054100771,0.049596339,0.045991018,0.043286737,0.041484017,0.040582754
1598,0.391673905,0.390668562,0.388661371,0.385659407,0.381673505,0.376718509,0.370813594,0.363982644,0.356254663,0.347664206,0.338251792,0.32806428,0.317155177,0.30558483,0.293420482,0.280736153,0.267612319,0.254135372,0.240396841,0.226492387,0.212520581,0.198581499,0.184775187,0.171200041,0.157951199,0.14511899,0.132787543,0.121033615,0.109925691,0.099523414,0.089877349,0.081029091,0.073011699,0.065850397,0.059563512,0.054163554,0.049658382,0.046052372,0.043347514,0.041544382,0.040642903
1599,0.391606988,0.390602249,0.388596265,0.385596105,0.381612597,0.376660573,0.370759194,0.363932323,0.356208941,0.34762357,0.33821669,0.328035116,0.3171323,0.305568527,0.29341097,0.28073357,0.26761672,0.254146723,0.240415014,0.226517162,0.212551648,0.198618462,0.184817572,0.171247313,0.158002768,0.145174234,0.132845824,0.121094297,0.109988161,0.099587098,0.089941728,0.081093717,0.073076201,0.065914493,0.059627006,0.054226338,0.049720431,0.046113734,0.043408303,0.04160476,0.040703067
