"#Time along first column, position along first row. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time (day)\Position (micrometers),0,30,60,90,120,150,180,210,240,270,300,330,360,390,420,450,480,510,540,570,600,630,660,690,720,750,780,810,840,870,900,930,960,990,1020,1050,1080,1110,1140,1170,1200
5823,0.264411111,0.2642274,0.263860829,0.263313095,0.262586749,0.261685184,0.260612643,0.259374207,0.257975799,0.256424169,0.254726892,0.252892354,0.250929735,0.248848995,0.246660845,0.244376724,0.24200876,0.239569732,0.237073021,0.234532558,0.23196276,0.229378459,0.226794828,0.22422729,0.22169143,0.219202891,0.216777271,0.214430005,0.212176252,0.210030774,0.20800781,0.206120956,0.204383042,0.202806012,0.201400811,0.200177274,0.199144034,0.198308426,0.197676415,0.197252531,0.197039824
5824,0.264398867,0.264215224,0.263848786,0.263301254,0.262575174,0.261673941,0.260601794,0.259363816,0.257965925,0.256414872,0.254718228,0.252884376,0.250922495,0.248842539,0.246655219,0.244371968,0.242004909,0.239566818,0.237071072,0.234531595,0.2319628,0.229379513,0.226796901,0.22423038,0.22169553,0.219207988,0.216783343,0.214437026,0.212184188,0.210039584,0.208017448,0.206131369,0.204394172,0.202817794,0.201413175,0.200190147,0.199157337,0.198322078,0.197690331,0.197266625,0.197054006
5825,0.264386628,0.264203051,0.263836748,0.263289416,0.262563603,0.261662701,0.26059095,0.259353429,0.257956056,0.256405579,0.254709567,0.252876401,0.250915257,0.248836086,0.246649595,0.244367213,0.242001059,0.239563906,0.237069124,0.234530633,0.23196284,0.229380567,0.226798973,0.22423347,0.221699629,0.219213083,0.216789413,0.214444044,0.21219212,0.210048391,0.208027082,0.206141778,0.204405297,0.202829571,0.201425535,0.200203015,0.199170635,0.198335724,0.197704241,0.197280713,0.197068183
5826,0.264374392,0.264190883,0.263824714,0.263277583,0.262552036,0.261651465,0.260580109,0.259343045,0.25794619,0.256396289,0.254700909,0.25286843,0.250908022,0.248829636,0.246643973,0.244362459,0.241997211,0.239560994,0.237067176,0.234529671,0.231962881,0.22938162,0.226801044,0.224236558,0.221703727,0.219218176,0.216795481,0.214451059,0.21220005,0.210057194,0.208036713,0.206152183,0.204416418,0.202841343,0.201437889,0.200215877,0.199183928,0.198349365,0.197718146,0.197294794,0.197082354
5827,0.264362162,0.26417872,0.263812685,0.263265754,0.262540473,0.261640234,0.260569272,0.259332665,0.257936327,0.256387002,0.254692255,0.252860461,0.25090079,0.248823188,0.246638353,0.244357708,0.241993365,0.239558084,0.237065229,0.23452871,0.231962921,0.229382673,0.226803114,0.224239644,0.221707822,0.219223266,0.216801546,0.214458072,0.212207976,0.210065993,0.208046339,0.206162584,0.204427533,0.20285311,0.201450238,0.200228734,0.199197215,0.198363,0.197732045,0.19730887,0.197096518
5828,0.264349936,0.264166561,0.26380066,0.26325393,0.262528915,0.261629007,0.26055844,0.25932229,0.257926469,0.256377719,0.254683604,0.252852495,0.25089356,0.248816742,0.246632735,0.244352958,0.241989519,0.239555175,0.237063283,0.234527748,0.231962961,0.229383725,0.226805184,0.22424273,0.221711916,0.219228355,0.216807609,0.214465081,0.212215899,0.210074789,0.208055961,0.20617298,0.204438645,0.202864873,0.201462582,0.200241586,0.199210496,0.19837663,0.197745938,0.19732294,0.197110677
5829,0.264337714,0.264154406,0.263788639,0.26324211,0.262517361,0.261617784,0.260547611,0.259311917,0.257916614,0.256368439,0.254674956,0.252844532,0.250886333,0.248810298,0.246627119,0.24434821,0.241985675,0.239552267,0.237061337,0.234526787,0.231963001,0.229384777,0.226807253,0.224245814,0.221716009,0.219233441,0.216813669,0.214472088,0.212223818,0.210083582,0.20806558,0.206183372,0.204449751,0.20287663,0.20147492,0.200254432,0.199223772,0.198390253,0.197759825,0.197337005,0.19712483
5830,0.264325497,0.264142256,0.263776623,0.263230294,0.262505811,0.261606565,0.260536786,0.259301549,0.257906762,0.256359163,0.254666311,0.252836572,0.250879109,0.248803857,0.246621506,0.244343464,0.241981833,0.23954936,0.237059393,0.234525827,0.231963041,0.229385829,0.22680932,0.224248897,0.221720099,0.219238526,0.216819726,0.214479092,0.212231735,0.21009237,0.208075194,0.206193759,0.204460853,0.202888382,0.201487254,0.200267273,0.199237042,0.198403871,0.197773707,0.197351063,0.197138977
5831,0.264313284,0.264130111,0.263764611,0.263218482,0.262494266,0.26159535,0.260525965,0.259291185,0.257896914,0.25634989,0.254657669,0.252828615,0.250871887,0.248797419,0.246615894,0.24433872,0.241977992,0.239546454,0.237057449,0.234524866,0.231963081,0.22938688,0.226811387,0.224251979,0.221724188,0.219243608,0.216825782,0.214486093,0.212239648,0.210101155,0.208084805,0.206204142,0.204471951,0.20290013,0.201499583,0.200280109,0.199250307,0.198417484,0.197787582,0.197365115,0.197153118
5832,0.264301076,0.264117969,0.263752604,0.263206675,0.262482724,0.261584139,0.260515149,0.259280824,0.25788707,0.256340621,0.254649031,0.252820661,0.250864669,0.248790983,0.246610284,0.244333977,0.241974152,0.239543549,0.237055505,0.234523906,0.231963121,0.22938793,0.226813453,0.224255059,0.221728276,0.219248688,0.216831834,0.214493091,0.212247557,0.210109937,0.208094411,0.206214521,0.204483044,0.202911873,0.201511906,0.200292939,0.199263566,0.19843109,0.197801452,0.197379162,0.197167254
5833,0.264288872,0.264105833,0.263740601,0.263194872,0.262471187,0.261572932,0.260504336,0.259270467,0.25787723,0.256331355,0.254640395,0.25281271,0.250857452,0.248784549,0.246604677,0.244329236,0.241970314,0.239540645,0.237053563,0.234522947,0.231963161,0.22938898,0.226815518,0.224258138,0.221732361,0.219253766,0.216837885,0.214500086,0.212255464,0.210118714,0.208104014,0.206224896,0.204494132,0.20292361,0.201524224,0.200305764,0.199276819,0.198444691,0.197815316,0.197393202,0.197181383
5834,0.264276673,0.2640937,0.263728603,0.263183074,0.262459655,0.26156173,0.260493527,0.259260114,0.257867393,0.256322093,0.254631763,0.252804762,0.250850239,0.248778118,0.246599072,0.244324497,0.241966477,0.239537742,0.237051621,0.234521987,0.2319632,0.22939003,0.226817583,0.224261216,0.221736445,0.219258843,0.216843932,0.214507078,0.212263367,0.210127489,0.208113612,0.206235266,0.204505216,0.202935343,0.201536537,0.200318583,0.199290067,0.198458286,0.197829174,0.197407237,0.197195506
5835,0.264264478,0.264081573,0.263716609,0.26317128,0.262448126,0.261550531,0.260482722,0.259249765,0.257857559,0.256312833,0.254623135,0.252796817,0.250843028,0.248771689,0.246593469,0.24431976,0.241962642,0.23953484,0.237049679,0.234521028,0.23196324,0.229391079,0.226819646,0.224264293,0.221740528,0.219263916,0.216849977,0.214514068,0.212271267,0.210136259,0.208123207,0.206245632,0.204516295,0.202947072,0.201548845,0.200331398,0.19930331,0.198471876,0.197843027,0.197421266,0.197209624
5836,0.264252288,0.264069449,0.263704619,0.26315949,0.262436602,0.261539337,0.260471922,0.25923942,0.25784773,0.256303578,0.254614509,0.252788875,0.25083582,0.248765262,0.246587867,0.244315025,0.241958808,0.23953194,0.237047739,0.23452007,0.23196328,0.229392128,0.226821709,0.224267368,0.221744608,0.219268988,0.21685602,0.214521054,0.212279164,0.210145026,0.208132797,0.206255994,0.204527369,0.202958795,0.201561148,0.200344206,0.199316547,0.19848546,0.197856873,0.197435289,0.197223735
5837,0.264240102,0.26405733,0.263692633,0.263147704,0.262425081,0.261528147,0.260461125,0.259229078,0.257837904,0.256294326,0.254605886,0.252780936,0.250828615,0.248758838,0.246582268,0.244310291,0.241954976,0.23952904,0.237045799,0.234519111,0.231963319,0.229393176,0.226823771,0.224270442,0.221748687,0.219274058,0.216862061,0.214528038,0.212287058,0.210153789,0.208142384,0.206266352,0.204538439,0.202970513,0.201573446,0.20035701,0.199329778,0.198499038,0.197870714,0.197449306,0.197237841
5838,0.26422792,0.264045216,0.263680652,0.263135923,0.262413565,0.261516961,0.260450332,0.25921874,0.257828081,0.256285077,0.254597267,0.252772999,0.250821412,0.248752416,0.246576671,0.244305559,0.241951145,0.239526142,0.23704386,0.234518153,0.231963359,0.229394224,0.226825831,0.224273515,0.221752764,0.219279126,0.216868098,0.214535019,0.212294948,0.210162549,0.208151967,0.206276705,0.204549504,0.202982227,0.201585739,0.200369808,0.199343004,0.198512611,0.197884549,0.197463317,0.197251941
5839,0.264215743,0.264033106,0.263668676,0.263124146,0.262402054,0.261505779,0.260439543,0.259208407,0.257818263,0.256275831,0.254588651,0.252765066,0.250814212,0.248745997,0.246571077,0.244300829,0.241947315,0.239523244,0.237041922,0.234517196,0.231963398,0.229395271,0.226827891,0.224276587,0.22175684,0.219284192,0.216874134,0.214541997,0.212302835,0.210171305,0.208161546,0.206287054,0.204560565,0.202993935,0.201598026,0.200382601,0.199356225,0.198526178,0.197898378,0.197477323,0.197266035
5840,0.264203571,0.264021,0.263656704,0.263112374,0.262390546,0.261494601,0.260428758,0.259198076,0.257808447,0.25626659,0.254580038,0.252757136,0.250807015,0.24873958,0.246565484,0.2442961,0.241943487,0.239520348,0.237039984,0.234516238,0.231963437,0.229396318,0.226829951,0.224279657,0.221760914,0.219289255,0.216880167,0.214548972,0.212310719,0.210180058,0.208171121,0.206297399,0.204571621,0.203005639,0.201610309,0.200395389,0.19936944,0.198539739,0.197912202,0.197491322,0.197280122
5841,0.264191403,0.264008899,0.263644736,0.263100605,0.262379043,0.261483427,0.260417977,0.25918775,0.257798636,0.256257351,0.254571429,0.252749208,0.25079982,0.248733165,0.246559893,0.244291374,0.241939661,0.239517453,0.237038047,0.234515281,0.231963477,0.229397364,0.226832009,0.224282726,0.221764986,0.219294317,0.216886197,0.214555944,0.2123186,0.210188807,0.208180691,0.206307739,0.204582673,0.203017338,0.201622586,0.200408171,0.199382649,0.198553294,0.197926019,0.197505316,0.197294204
5842,0.264179239,0.263996802,0.263632772,0.263088842,0.262367544,0.261472257,0.2604072,0.259177428,0.257788828,0.256248116,0.254562822,0.252741284,0.250792628,0.248726753,0.246554305,0.244286649,0.241935835,0.239514559,0.237036111,0.234514325,0.231963516,0.22939841,0.226834066,0.224285794,0.221769057,0.219299376,0.216892225,0.214562914,0.212326477,0.210197552,0.208190258,0.206318075,0.20459372,0.203029032,0.201634858,0.200420948,0.199395853,0.198566844,0.197939831,0.197519304,0.197308281
5843,0.26416708,0.263984709,0.263620813,0.263077082,0.262356049,0.261461092,0.260396427,0.259167109,0.257779024,0.256238884,0.254554219,0.252733362,0.250785439,0.248720343,0.246548718,0.244281925,0.241932011,0.239511666,0.237034175,0.234513368,0.231963555,0.229399455,0.226836123,0.22428886,0.221773126,0.219304434,0.21689825,0.21456988,0.212334351,0.210206294,0.208199821,0.206328407,0.204604762,0.203040721,0.201647125,0.200433719,0.199409051,0.198580388,0.197953637,0.197533286,0.197322351
5844,0.264154925,0.263972621,0.263608859,0.263065327,0.262344559,0.26144993,0.260385658,0.259156794,0.257769223,0.256229656,0.254545619,0.252725444,0.250778252,0.248713935,0.246543134,0.244277204,0.241928189,0.239508774,0.23703224,0.234512412,0.231963594,0.2294005,0.226838179,0.224291925,0.221777193,0.219309489,0.216904273,0.214576844,0.212342222,0.210215032,0.20820938,0.206338734,0.2046158,0.203052405,0.201659387,0.200446485,0.199422244,0.198593927,0.197967438,0.197547262,0.197336415
5845,0.264142775,0.263960538,0.263596908,0.263053576,0.262333072,0.261438773,0.260374893,0.259146483,0.257759426,0.256220431,0.254537022,0.252717528,0.250771068,0.24870753,0.246537551,0.244272484,0.241924368,0.239505883,0.237030306,0.234511457,0.231963633,0.229401545,0.226840234,0.224294989,0.221781258,0.219314542,0.216910294,0.214583805,0.21235009,0.210223766,0.208218936,0.206349058,0.204626833,0.203064085,0.201671644,0.200459246,0.199435432,0.19860746,0.197981232,0.197561232,0.197350474
5846,0.264130629,0.263948459,0.263584962,0.263041829,0.26232159,0.26142762,0.260364132,0.259136176,0.257749633,0.25621121,0.254528428,0.252709615,0.250763887,0.248701128,0.246531971,0.244267767,0.241920548,0.239502993,0.237028372,0.234510501,0.231963672,0.229402589,0.226842288,0.224298052,0.221785322,0.219319594,0.216916312,0.214590763,0.212357954,0.210232497,0.208228487,0.206359377,0.204637862,0.203075759,0.201683896,0.200472002,0.199448614,0.198620987,0.197995021,0.197575196,0.197364526
5847,0.264118488,0.263936384,0.263573021,0.263030087,0.262310112,0.261416471,0.260353375,0.259125872,0.257739843,0.256201992,0.254519838,0.252701706,0.250756708,0.248694727,0.246526393,0.244263051,0.24191673,0.239500104,0.23702644,0.234509546,0.231963711,0.229403633,0.226844341,0.224301114,0.221789384,0.219324643,0.216922328,0.214597718,0.212365815,0.210241225,0.208238034,0.206369691,0.204648886,0.203087429,0.201696143,0.200484752,0.19946179,0.198634509,0.198008804,0.197589155,0.197378573
5848,0.264106351,0.263924314,0.263561084,0.263018348,0.262298638,0.261405326,0.260342621,0.259115572,0.257730057,0.256192777,0.25451125,0.252693799,0.250749532,0.24868833,0.246520817,0.244258336,0.241912913,0.239497216,0.237024508,0.234508591,0.23196375,0.229404676,0.226846393,0.224304174,0.221793445,0.21932969,0.216928341,0.21460467,0.212373673,0.210249948,0.208247577,0.206380002,0.204659906,0.203099094,0.201708384,0.200497497,0.199474961,0.198648025,0.198022582,0.197603108,0.197392614
5849,0.264094218,0.263912248,0.263549151,0.263006615,0.262287169,0.261394185,0.260331872,0.259105277,0.257720274,0.256183566,0.254502666,0.252685895,0.250742359,0.248681934,0.246515243,0.244253624,0.241909098,0.23949433,0.237022576,0.234507637,0.231963789,0.229405718,0.226848444,0.224307233,0.221797504,0.219334735,0.216934351,0.21461162,0.212381528,0.210258669,0.208257117,0.206390308,0.204670921,0.203110754,0.201720621,0.200510237,0.199488126,0.198661535,0.198036353,0.197617055,0.197406649
5850,0.26408209,0.263900187,0.263537223,0.262994885,0.262275704,0.261383048,0.260321127,0.259094984,0.257710495,0.256174358,0.254494085,0.252677994,0.250735188,0.248675541,0.246509671,0.244248913,0.241905284,0.239491444,0.237020646,0.234506683,0.231963828,0.229406761,0.226850495,0.22431029,0.221801561,0.219339778,0.21694036,0.214618566,0.21238938,0.210267385,0.208266652,0.20640061,0.204681931,0.203122409,0.201732852,0.200522971,0.199501286,0.19867504,0.198050119,0.197630996,0.197420678
5851,0.264069967,0.26388813,0.263525299,0.26298316,0.262264243,0.261371915,0.260310386,0.259084696,0.25770072,0.256165154,0.254485508,0.252670096,0.25072802,0.24866915,0.246504101,0.244244204,0.241901472,0.239488559,0.237018716,0.234505729,0.231963866,0.229407803,0.226852545,0.224313347,0.221805617,0.219344818,0.216946365,0.21462551,0.212397228,0.210276098,0.208276183,0.206410908,0.204692937,0.20313406,0.201745078,0.2005357,0.199514441,0.198688539,0.198063879,0.197644931,0.197434701
5852,0.264057848,0.263876077,0.263513379,0.262971439,0.262252786,0.261360786,0.260299648,0.259074412,0.257690948,0.256155953,0.254476933,0.252662201,0.250720855,0.248662762,0.246498533,0.244239497,0.241897661,0.239485676,0.237016786,0.234504776,0.231963905,0.229408844,0.226854594,0.224316402,0.221809671,0.219349857,0.216952369,0.214632451,0.212405073,0.210284808,0.208285711,0.206421201,0.204703938,0.203145705,0.2017573,0.200548424,0.19952759,0.198702032,0.198077633,0.19765886,0.197448719
5853,0.264045733,0.263864029,0.263501464,0.262959723,0.262241333,0.261349662,0.260288915,0.259064131,0.25768118,0.256146755,0.254468362,0.252654309,0.250713692,0.248656376,0.246492968,0.244234791,0.241893851,0.239482794,0.237014858,0.234503823,0.231963943,0.229409885,0.226856642,0.224319456,0.221813723,0.219354894,0.21695837,0.214639389,0.212412915,0.210293513,0.208295235,0.206431491,0.204714935,0.203157346,0.201769516,0.200561142,0.199540733,0.19871552,0.198091382,0.197672784,0.19746273
5854,0.264033622,0.263851985,0.263489553,0.26294801,0.262229884,0.261338541,0.260278185,0.259053854,0.257671416,0.256137561,0.254459793,0.25264642,0.250706532,0.248649992,0.246487404,0.244230087,0.241890043,0.239479912,0.23701293,0.23450287,0.231963982,0.229410925,0.226858689,0.224322508,0.221817774,0.219359929,0.216964368,0.214646324,0.212420753,0.210302216,0.208304754,0.206441775,0.204725927,0.203168982,0.201781727,0.200573855,0.199553871,0.198729002,0.198105125,0.197686702,0.197476736
5855,0.264021517,0.263839946,0.263477646,0.262936302,0.26221844,0.261327425,0.26026746,0.259043581,0.257661655,0.25612837,0.254451228,0.252638533,0.250699375,0.248643611,0.246481843,0.244225385,0.241886236,0.239477032,0.237011003,0.234501917,0.23196402,0.229411965,0.226860735,0.22432556,0.221821823,0.219364961,0.216970364,0.214653257,0.212428589,0.210310914,0.20831427,0.206452056,0.204736915,0.203180613,0.201793933,0.200586563,0.199567003,0.198742478,0.198118862,0.197700614,0.197490735
5856,0.264009415,0.263827911,0.263465744,0.262924599,0.262207,0.261316313,0.260256738,0.259033312,0.257651898,0.256119183,0.254442666,0.25263065,0.250692221,0.248637232,0.246476283,0.244220685,0.241882431,0.239474153,0.237009077,0.234500965,0.231964059,0.229413005,0.226862781,0.22432861,0.22182587,0.219369992,0.216976357,0.214660186,0.212436421,0.210319609,0.208323782,0.206462333,0.204747898,0.203192239,0.201806134,0.200599266,0.19958013,0.198755949,0.198132593,0.19771452,0.197504729
5857,0.263997318,0.26381588,0.263453846,0.262912899,0.262195564,0.261305204,0.26024602,0.259023046,0.257642144,0.256109999,0.254434108,0.25262277,0.250685069,0.248630856,0.246470726,0.244215986,0.241878627,0.239471275,0.237007151,0.234500013,0.231964097,0.229414044,0.226864825,0.224331659,0.221829915,0.21937502,0.216982348,0.214667113,0.21244425,0.210328301,0.20833329,0.206472605,0.204758876,0.203203861,0.20181833,0.200611963,0.199593252,0.198769415,0.198146318,0.19772842,0.197518717
5858,0.263985226,0.263803854,0.263441952,0.262901204,0.262184133,0.2612941,0.260235307,0.259012784,0.257632394,0.256100818,0.254425552,0.252614892,0.250677919,0.248624482,0.24646517,0.24421129,0.241874824,0.239468398,0.237005226,0.234499062,0.231964135,0.229415082,0.226866869,0.224334706,0.221833959,0.219380047,0.216988337,0.214674037,0.212452076,0.210336989,0.208342794,0.206482873,0.20476985,0.203215477,0.201830521,0.200624655,0.199606368,0.198782874,0.198160038,0.197742315,0.1975327
5859,0.263973137,0.263791832,0.263430063,0.262889513,0.262172705,0.261283,0.260224597,0.259002526,0.257622647,0.256091641,0.254417,0.252607018,0.250670773,0.24861811,0.246459617,0.244206595,0.241871023,0.239465522,0.237003302,0.234498111,0.231964174,0.229416121,0.226868912,0.224337753,0.221838002,0.219385071,0.216994323,0.214680958,0.212459898,0.210345673,0.208352294,0.206493136,0.20478082,0.203227089,0.201842706,0.200637341,0.199619479,0.198796328,0.198173752,0.197756203,0.197546676
5860,0.263961054,0.263779815,0.263418178,0.262877827,0.262161282,0.261271904,0.260213891,0.258992272,0.257612905,0.256082467,0.254408451,0.252599146,0.250663629,0.248611741,0.246454066,0.244201901,0.241867223,0.239462647,0.237001378,0.23449716,0.231964212,0.229417158,0.226870954,0.224340798,0.221842042,0.219390094,0.217000307,0.214687876,0.212467718,0.210354354,0.20836179,0.206503396,0.204791784,0.203238696,0.201854887,0.200650023,0.199632584,0.198809777,0.198187461,0.197770086,0.197560647
5861,0.263948974,0.263767802,0.263406298,0.262866144,0.262149863,0.261260812,0.260203189,0.258982022,0.257603165,0.256073297,0.254399905,0.252591277,0.250656488,0.248605374,0.246448517,0.24419721,0.241863425,0.239459773,0.236999455,0.234496209,0.23196425,0.229418196,0.226872995,0.224343842,0.221846081,0.219395114,0.217006288,0.214694791,0.212475534,0.210363031,0.208371282,0.206513651,0.204802745,0.203250298,0.201867062,0.200662699,0.199645683,0.198823219,0.198201163,0.197783963,0.197574611
5862,0.2639369,0.263755793,0.263394422,0.262854466,0.262138448,0.261249725,0.260192491,0.258971775,0.25759343,0.25606413,0.254391362,0.252583412,0.250649349,0.24859901,0.24644297,0.24419252,0.241859628,0.2394569,0.236997533,0.234495259,0.231964288,0.229419232,0.226875035,0.224346884,0.221850119,0.219400132,0.217012267,0.214701704,0.212483347,0.210371705,0.208380771,0.206523902,0.204813701,0.203261896,0.201879233,0.20067537,0.199658777,0.198836656,0.19821486,0.197797835,0.19758857
5863,0.263924829,0.263743789,0.26338255,0.262842793,0.262127037,0.261238641,0.260181797,0.258961532,0.257583698,0.256054966,0.254382822,0.252575549,0.250642213,0.248592647,0.246437425,0.244187832,0.241855833,0.239454029,0.236995611,0.234494309,0.231964326,0.229420269,0.226877075,0.224349926,0.221854154,0.219405148,0.217018243,0.214708613,0.212491156,0.210380375,0.208390255,0.206534149,0.204824652,0.203273488,0.201891398,0.200688035,0.199671866,0.198850088,0.198228551,0.1978117,0.197602523
5864,0.263912763,0.26373179,0.263370683,0.262831123,0.262115631,0.261227561,0.260171107,0.258951293,0.257573969,0.256045806,0.254374286,0.252567689,0.25063508,0.248586288,0.246431882,0.244183146,0.241852039,0.239451158,0.23699369,0.23449336,0.231964364,0.229421305,0.226879114,0.224352966,0.221858188,0.219410162,0.217024217,0.21471552,0.212498963,0.210389041,0.208399736,0.206544391,0.204835599,0.203285076,0.201903559,0.200700696,0.199684949,0.198863514,0.198242237,0.19782556,0.19761647
5865,0.263900701,0.263719794,0.26335882,0.262819458,0.262104228,0.261216486,0.260160421,0.258941058,0.257564244,0.256036649,0.254365752,0.252559832,0.250627949,0.24857993,0.246426342,0.244178462,0.241848246,0.239448288,0.23699177,0.234492411,0.231964402,0.22942234,0.226881151,0.224356005,0.221862221,0.219415174,0.217030189,0.214722424,0.212506766,0.210397704,0.208409212,0.20655463,0.204846541,0.203296659,0.201915714,0.20071335,0.199698027,0.198876934,0.198255917,0.197839414,0.197630411
5866,0.263888644,0.263707803,0.263346961,0.262807797,0.26209283,0.261205414,0.260149739,0.258930826,0.257554523,0.256027496,0.254357222,0.252551978,0.250620821,0.248573575,0.246420803,0.244173779,0.241844455,0.23944542,0.236989851,0.234491462,0.231964439,0.229423375,0.226883188,0.224359042,0.221866252,0.219420184,0.217036158,0.214729325,0.212514566,0.210406363,0.208418685,0.206564864,0.204857478,0.203308237,0.201927864,0.200726,0.1997111,0.198890349,0.198269591,0.197853262,0.197644347
5867,0.263876591,0.263695817,0.263335107,0.262796141,0.262081436,0.261194347,0.260139061,0.258920599,0.257544805,0.256018346,0.254348695,0.252544127,0.250613696,0.248567222,0.246415266,0.244169098,0.241840665,0.239442552,0.236987932,0.234490513,0.231964477,0.22942441,0.226885224,0.224362079,0.221870281,0.219425192,0.217042124,0.214736224,0.212522363,0.210415019,0.208428154,0.206575093,0.204868412,0.20331981,0.20194001,0.200738645,0.199724167,0.198903758,0.198283259,0.197867104,0.197658277
5868,0.263864543,0.263683834,0.263323257,0.262784489,0.262070046,0.261183283,0.260128387,0.258910375,0.257535091,0.256009199,0.254340172,0.252536278,0.250606573,0.248560872,0.246409732,0.244164419,0.241836877,0.239439686,0.236986014,0.234489565,0.231964515,0.229425444,0.22688726,0.224365114,0.221874308,0.219430198,0.217048088,0.214743119,0.212530157,0.210423671,0.208437618,0.206585319,0.20487934,0.203331379,0.20195215,0.200751284,0.199737228,0.198917162,0.198296921,0.19788094,0.1976722
5869,0.263852499,0.263671857,0.263311411,0.262772841,0.262058661,0.261172224,0.260117716,0.258900154,0.257525381,0.256000056,0.254331651,0.252528433,0.250599453,0.248554524,0.246404199,0.244159741,0.24183309,0.239436821,0.236984097,0.234488617,0.231964552,0.229426477,0.226889294,0.224368148,0.221878334,0.219435202,0.21705405,0.214750012,0.212537947,0.21043232,0.208447079,0.20659554,0.204890264,0.203342942,0.201964285,0.200763918,0.199750284,0.198930559,0.198310578,0.197894771,0.197686118
5870,0.263840459,0.263659883,0.26329957,0.262761197,0.262047279,0.261161169,0.26010705,0.258889938,0.257515674,0.255990916,0.254323133,0.252520591,0.250592336,0.248548179,0.246398669,0.244155065,0.241829304,0.239433956,0.23698218,0.23448767,0.23196459,0.229427511,0.226891328,0.22437118,0.221882358,0.219440204,0.217060009,0.214756902,0.212545735,0.210440965,0.208456536,0.206605758,0.204901184,0.203354501,0.201976415,0.200776546,0.199763334,0.198943952,0.198324229,0.197908596,0.197700031
5871,0.263828424,0.263647914,0.263287733,0.262749557,0.262035902,0.261150117,0.260096387,0.258879725,0.25750597,0.25598178,0.254314619,0.252512751,0.250585221,0.248541835,0.24639314,0.244150392,0.24182552,0.239431093,0.236980264,0.234486722,0.231964627,0.229428543,0.22689336,0.224374212,0.221886381,0.219445204,0.217065966,0.214763789,0.212553519,0.210449607,0.20846599,0.20661597,0.204912099,0.203366055,0.20198854,0.20078917,0.19977638,0.198957339,0.198337875,0.197922415,0.197713937
5872,0.263816394,0.26363595,0.2632759,0.262737922,0.262024529,0.26113907,0.260085729,0.258869516,0.257496271,0.255972647,0.254306108,0.252504915,0.250578109,0.248535495,0.246387614,0.244145719,0.241821738,0.239428231,0.236978349,0.234485775,0.231964665,0.229429576,0.226895392,0.224377242,0.221890401,0.219450202,0.21707192,0.214770673,0.2125613,0.210458245,0.208475439,0.206626179,0.204923009,0.203377604,0.20200066,0.200801788,0.199789419,0.19897072,0.198351515,0.197936229,0.197727838
5873,0.263804367,0.263623989,0.263264072,0.262726291,0.26201316,0.261128027,0.260075074,0.258859311,0.257486575,0.255963517,0.2542976,0.252497081,0.250571,0.248529156,0.24638209,0.244141049,0.241817956,0.23942537,0.236976435,0.234484829,0.231964702,0.229430607,0.226897423,0.22438027,0.221894421,0.219455197,0.217077872,0.214777555,0.212569077,0.210466879,0.208484884,0.206636384,0.204933915,0.203389149,0.202012775,0.200814401,0.199802454,0.198984095,0.198365149,0.197950036,0.197741732
5874,0.263792345,0.263612034,0.263252248,0.262714665,0.262001795,0.261116988,0.260064423,0.25884911,0.257476882,0.255954391,0.254289095,0.25248925,0.250563893,0.24852282,0.246376568,0.24413638,0.241814176,0.23942251,0.236974521,0.234483883,0.231964739,0.229431639,0.226899453,0.224383298,0.221898438,0.219460191,0.217083822,0.214784433,0.212576852,0.21047551,0.208494326,0.206646584,0.204944817,0.203400689,0.202024885,0.200827009,0.199815482,0.198997465,0.198378777,0.197963838,0.197755621
5875,0.263780328,0.263600082,0.263240428,0.262703042,0.261990435,0.261105953,0.260053776,0.258838912,0.257467193,0.255945268,0.254280593,0.252481423,0.250556789,0.248516486,0.246371048,0.244131713,0.241810398,0.239419651,0.236972608,0.234482937,0.231964777,0.22943267,0.226901483,0.224386324,0.221902454,0.219465183,0.217089769,0.214791309,0.212584623,0.210484137,0.208503763,0.20665678,0.204955714,0.203412224,0.20203699,0.200839611,0.199828506,0.19901083,0.1983924,0.197977634,0.197769504
5876,0.263768315,0.263588135,0.263228613,0.262691424,0.261979078,0.261094922,0.260043133,0.258828718,0.257457508,0.255936148,0.254272095,0.252473598,0.250549687,0.248510155,0.24636553,0.244127048,0.241806621,0.239416793,0.236970695,0.234481991,0.231964814,0.2294337,0.226903511,0.22438935,0.221906468,0.219470172,0.217095713,0.214798182,0.212592391,0.210492761,0.208513197,0.206666972,0.204966606,0.203423754,0.20204909,0.200852208,0.199841524,0.199024188,0.198406017,0.197991424,0.197783382
5877,0.263756306,0.263576192,0.263216802,0.26267981,0.261967726,0.261083895,0.260032494,0.258818528,0.257447826,0.255927032,0.254263599,0.252465776,0.250542588,0.248503826,0.246360014,0.244122384,0.241802845,0.239413936,0.236968784,0.234481046,0.231964851,0.22943473,0.226905539,0.224392374,0.221910481,0.21947516,0.217101656,0.214805052,0.212600156,0.210501381,0.208522627,0.206677159,0.204977494,0.203435279,0.202061185,0.2008648,0.199854536,0.199037542,0.198419628,0.198005209,0.197797253
