"#Time along first column, position along first row. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time (day)\Position (micrometers),0,30,60,90,120,150,180,210,240,270,300,330,360,390,420,450,480,510,540,570,600,630,660,690,720,750,780,810,840,870,900,930,960,990,1020,1050,1080,1110,1140,1170,1200
2458,0.510030899,0.50886622,0.506538921,0.503053268,0.498415992,0.492636713,0.485728442,0.47770824,0.468597924,0.458424873,0.447222847,0.435032845,0.421903882,0.407893715,0.39306941,0.377507729,0.361295253,0.344528223,0.327312036,0.309760385,0.291994021,0.274139182,0.256325697,0.238684863,0.221347175,0.204440004,0.188085368,0.172397895,0.157483082,0.143435958,0.130340197,0.118267711,0.107278723,0.097422275,0.088737115,0.081252853,0.074991305,0.069967901,0.066193048,0.06367336,0.062412652
2459,0.509797821,0.508633678,0.506307455,0.502823426,0.498188336,0.492411817,0.485506898,0.477490659,0.468384933,0.458217115,0.447020977,0.434837524,0.421715771,0.407713466,0.392897652,0.377345059,0.36114222,0.344385315,0.327179666,0.309638876,0.291883596,0.274039953,0.256237657,0.238607887,0.221281017,0.204384303,0.188039659,0.17236162,0.157455605,0.143416584,0.130328189,0.118262309,0.107279159,0.097427792,0.088746974,0.081266343,0.075007751,0.069986659,0.066213508,0.063694938,0.062434784
2460,0.509564766,0.508401159,0.506076013,0.502593608,0.497960703,0.492186944,0.485285378,0.477273101,0.468171964,0.458009378,0.446819126,0.434642222,0.421527677,0.407533231,0.392725905,0.377182396,0.360989191,0.344242407,0.327047291,0.309517357,0.291773156,0.273940702,0.256149591,0.23853088,0.221214823,0.204328562,0.187993907,0.172325299,0.157428079,0.14339716,0.130316131,0.118256857,0.107279546,0.097433261,0.088756785,0.081279788,0.075024152,0.070005373,0.066233925,0.063716474,0.062456875
2461,0.509331735,0.508168664,0.505844594,0.502363814,0.497733093,0.491962095,0.485063881,0.477055565,0.467959017,0.457801662,0.446617296,0.434446938,0.4213396,0.40735301,0.392554169,0.377019741,0.360836165,0.344099497,0.326914909,0.309395827,0.291662699,0.273841431,0.256061499,0.238453842,0.221148593,0.204272782,0.187948112,0.172288931,0.157400506,0.143377687,0.130304023,0.118251354,0.107279884,0.097438681,0.088766549,0.081293186,0.075040508,0.070024044,0.0662543,0.063737969,0.062478925
2462,0.509098727,0.507936193,0.505613198,0.502134043,0.497505508,0.491737269,0.484842406,0.476838052,0.467746092,0.457593967,0.446415486,0.434251672,0.421151538,0.407172802,0.392382444,0.376857093,0.360683142,0.343956587,0.326782523,0.309274287,0.291552227,0.273742139,0.255973381,0.238376773,0.221082328,0.204216962,0.187902274,0.172252519,0.157372886,0.143358165,0.130291865,0.118245802,0.107280172,0.097444052,0.088776266,0.081306539,0.075056819,0.070042672,0.066274632,0.063759421,0.062500933
2463,0.508865744,0.507703745,0.505381827,0.501904296,0.497277945,0.491512467,0.484620956,0.476620562,0.467533189,0.457386294,0.446213696,0.434056425,0.420963494,0.406992609,0.392210729,0.376694453,0.360530123,0.343813675,0.32665013,0.309152736,0.291441739,0.273642826,0.255885238,0.238299673,0.221016027,0.204161103,0.187856393,0.17221606,0.157345217,0.143338594,0.130279657,0.1182402,0.107280411,0.097449375,0.088785935,0.081319845,0.075073086,0.070061256,0.066294922,0.063780833,0.0625229
2464,0.508632783,0.507471321,0.505150479,0.501674573,0.497050407,0.491287688,0.484399528,0.476403095,0.467320309,0.457178642,0.446011926,0.433861196,0.420775465,0.40681243,0.392039026,0.37653182,0.360377108,0.343670764,0.326517733,0.309031175,0.291331236,0.273543492,0.255797068,0.238222542,0.220949692,0.204105205,0.187810469,0.172179556,0.157317501,0.143318974,0.130267399,0.118234547,0.1072806,0.097454649,0.088795557,0.081333106,0.075089308,0.070079796,0.06631517,0.063802202,0.062544825
2465,0.508399847,0.507238921,0.504919155,0.501444874,0.496822893,0.491062933,0.484178124,0.476185651,0.467107451,0.456971012,0.445810176,0.433665987,0.420587454,0.406632264,0.391867334,0.376369195,0.360224096,0.343527851,0.32638533,0.308909603,0.291220718,0.273444137,0.255708872,0.238145381,0.220883321,0.204049267,0.187764503,0.172143007,0.157289737,0.143299305,0.130255092,0.118228846,0.10728074,0.097459875,0.088805132,0.08134632,0.075105485,0.070098293,0.066335375,0.06382353,0.06256671
2466,0.508166935,0.507006545,0.504687855,0.501215199,0.496595402,0.490838202,0.483956744,0.47596823,0.466894616,0.456763403,0.445608447,0.433470796,0.420399459,0.406452113,0.391695654,0.376206577,0.360071088,0.343384938,0.326252922,0.308788021,0.291110183,0.273344762,0.255620651,0.238068189,0.220816915,0.20399329,0.187718494,0.172106412,0.157261926,0.143279587,0.130242735,0.118223094,0.107280831,0.097465052,0.088814659,0.081359488,0.075121618,0.070116746,0.066355537,0.063844816,0.062588553
2467,0.507934047,0.506774193,0.504456579,0.500985547,0.496367935,0.490613495,0.483735387,0.475750832,0.466681803,0.456555816,0.445406738,0.433275623,0.420211481,0.406271976,0.391523984,0.376043968,0.359918084,0.343242025,0.326120508,0.30866643,0.290999634,0.273245367,0.255532404,0.237990966,0.220750474,0.203937274,0.187672442,0.172069772,0.157234067,0.14325982,0.130230329,0.118217293,0.107280873,0.097470181,0.08882414,0.081372611,0.075137706,0.070135157,0.066375658,0.063866061,0.062610354
2468,0.507701183,0.506541864,0.504225327,0.50075592,0.496140493,0.490388812,0.483514054,0.475533458,0.466469013,0.456348251,0.445205049,0.43308047,0.420023519,0.406091854,0.391352326,0.375881366,0.359765084,0.343099111,0.32598809,0.308544828,0.290889069,0.273145951,0.255444132,0.237913713,0.220683998,0.20388122,0.187626348,0.172033087,0.157206161,0.143240005,0.130217874,0.118211443,0.107280865,0.097475262,0.088833573,0.081385687,0.075153749,0.070153523,0.066395736,0.063887263,0.062632115
2469,0.507468343,0.50630956,0.5039941,0.500526317,0.495913075,0.490164152,0.483292745,0.475316107,0.466256246,0.456140707,0.445003381,0.432885336,0.419835575,0.405911746,0.391180679,0.375718772,0.359612089,0.342956197,0.325855667,0.308423216,0.29077849,0.273046514,0.255355834,0.23783643,0.220617487,0.203825126,0.187580212,0.171996356,0.157178208,0.143220141,0.130205368,0.118205543,0.107280808,0.097480294,0.088842958,0.081398718,0.075169748,0.070171847,0.066415771,0.063908425,0.062653834
2470,0.507235527,0.506077281,0.503762896,0.500296738,0.49568568,0.489939517,0.483071459,0.47509878,0.466043501,0.455933186,0.444801734,0.43269022,0.419647648,0.405731652,0.391009044,0.375556187,0.359459097,0.342813282,0.325723238,0.308301594,0.290667895,0.272947058,0.255267511,0.237759117,0.220550942,0.203768994,0.187534034,0.171959581,0.157150208,0.143200228,0.130192814,0.118199593,0.107280703,0.097485278,0.088852297,0.081411703,0.075185702,0.070190127,0.066435764,0.063929544,0.062675512
2471,0.507002735,0.505845025,0.503531717,0.500067184,0.49545831,0.489714906,0.482850198,0.474881475,0.465830779,0.455725686,0.444600108,0.432495124,0.419459737,0.405551573,0.39083742,0.375393609,0.359306109,0.342670368,0.325590805,0.308179962,0.290557285,0.272847581,0.255179163,0.237681774,0.220484362,0.203712823,0.187487813,0.17192276,0.157122161,0.143180267,0.13018021,0.118193594,0.107280548,0.097490215,0.088861589,0.081424642,0.075201612,0.070208364,0.066455715,0.063950622,0.062697148
2472,0.506769968,0.505612794,0.503300563,0.499837654,0.495230965,0.489490319,0.48262896,0.474664195,0.46561808,0.455518208,0.444398502,0.432300047,0.419271844,0.405371508,0.390665808,0.37523104,0.359153126,0.342527453,0.325458367,0.308058321,0.290446661,0.272748085,0.25509079,0.2376044,0.220417748,0.203656613,0.187441551,0.171885895,0.157094066,0.143160258,0.130167558,0.118187546,0.107280345,0.097495102,0.088870833,0.081437535,0.075217477,0.070226557,0.066475624,0.063971658,0.062718744
2473,0.506537226,0.505380588,0.503069432,0.499608148,0.495003644,0.489265756,0.482407746,0.474446938,0.465405405,0.455310752,0.444196917,0.432104989,0.419083968,0.405191458,0.390494208,0.375068479,0.359000147,0.342384539,0.325325925,0.30793667,0.290336022,0.272648568,0.255002391,0.237526997,0.220351099,0.203600365,0.187395246,0.171848985,0.157065925,0.1431402,0.130154856,0.118181448,0.107280092,0.097499942,0.088880031,0.081450383,0.075233298,0.070244707,0.06649549,0.063992653,0.062740298
2474,0.506304508,0.505148406,0.502838327,0.499378667,0.494776347,0.489041218,0.482186557,0.474229705,0.465192752,0.455103319,0.443995353,0.43190995,0.418896109,0.405011423,0.390322619,0.374905926,0.358847173,0.342241624,0.325193478,0.307815009,0.290225368,0.272549032,0.254913968,0.237449564,0.220284415,0.203544079,0.1873489,0.17181203,0.157037737,0.143120093,0.130142105,0.118175302,0.107279791,0.097504734,0.088889182,0.081463184,0.075249074,0.070262814,0.066515314,0.064013606,0.062761811
2475,0.506071814,0.504916248,0.502607246,0.499149211,0.494549075,0.488816704,0.481965392,0.474012495,0.464980122,0.454895908,0.44379381,0.431714931,0.418708267,0.404831403,0.390151043,0.374743382,0.358694203,0.34209871,0.325061026,0.307693339,0.290114699,0.272449475,0.25482552,0.237372101,0.220217698,0.203487754,0.187302512,0.171775031,0.157009502,0.143099939,0.130129305,0.118169106,0.107279441,0.097509478,0.088898285,0.08147594,0.075264806,0.070280877,0.066535095,0.064034518,0.062783282
2476,0.505839145,0.504684115,0.502376189,0.498919779,0.494321828,0.488592215,0.481744251,0.47379531,0.464767516,0.454688519,0.443592288,0.431519931,0.418520443,0.404651398,0.389979478,0.374580846,0.358541237,0.341955796,0.32492857,0.30757166,0.290004016,0.272349899,0.254737047,0.237294608,0.220150946,0.203431391,0.187256082,0.171737987,0.156981221,0.143079737,0.130116456,0.118162861,0.107279042,0.097514174,0.088907342,0.081488651,0.075280493,0.070298898,0.066554834,0.064055387,0.062804713
2477,0.505606501,0.504452008,0.502145158,0.498690372,0.494094605,0.48836775,0.481523134,0.473578148,0.464554933,0.454481152,0.443390787,0.43132495,0.418332637,0.404471407,0.389807925,0.374418318,0.358388276,0.341812882,0.324796109,0.307449971,0.289893318,0.272250304,0.254648549,0.237217086,0.22008416,0.20337499,0.187209611,0.171700899,0.156952893,0.143059486,0.130103558,0.118156567,0.107278595,0.097518822,0.088916352,0.081501315,0.075296136,0.070316875,0.066574531,0.064076216,0.062826102
2478,0.505373882,0.504219924,0.501914151,0.49846099,0.493867407,0.48814331,0.481302042,0.47336101,0.464342373,0.454273808,0.443189308,0.43112999,0.418144848,0.404291432,0.389636385,0.3742558,0.35823532,0.341669969,0.324663645,0.307328273,0.289782606,0.272150689,0.254560026,0.237139534,0.22001734,0.203318551,0.187163098,0.171663766,0.156924518,0.143039188,0.130090612,0.118150224,0.107278099,0.097523422,0.088925315,0.081513934,0.075311735,0.070334808,0.066594186,0.064097003,0.06284745
2479,0.505141288,0.503987866,0.50168317,0.498231633,0.493640234,0.487918895,0.481080974,0.473143897,0.464129837,0.454066486,0.442987849,0.430935049,0.417957076,0.404111471,0.389464856,0.37409329,0.358082369,0.341527056,0.324531176,0.307206566,0.28967188,0.272051054,0.25447148,0.237061953,0.219950486,0.203262074,0.187116543,0.171626589,0.156896097,0.143018841,0.130077617,0.118143832,0.107277554,0.097527974,0.088934232,0.081526508,0.075327289,0.070352699,0.066613799,0.064117748,0.062868757
2480,0.504908719,0.503755833,0.501452213,0.498002301,0.493413086,0.487694504,0.480859931,0.472926807,0.463917324,0.453859187,0.442786412,0.430740127,0.417769322,0.403931526,0.38929334,0.373930789,0.357929423,0.341384144,0.324398703,0.30708485,0.28956114,0.2719514,0.254382908,0.236984343,0.219883599,0.203205559,0.187069947,0.171589368,0.15686763,0.142998447,0.130064573,0.118137392,0.107276961,0.097532478,0.088943101,0.081539036,0.075342799,0.070370546,0.066633369,0.064138451,0.062890022
2481,0.504676174,0.503523825,0.501221282,0.497772994,0.493185963,0.487470138,0.480638913,0.472709742,0.463704835,0.453651911,0.442584997,0.430545226,0.417581586,0.403751596,0.389121836,0.373768296,0.357776481,0.341241232,0.324266225,0.306963125,0.289450385,0.271851727,0.254294313,0.236906704,0.219816678,0.203149006,0.18702331,0.171552103,0.156839116,0.142978005,0.130051481,0.118130902,0.107276319,0.097536935,0.088951924,0.081551518,0.075358264,0.070388351,0.066652897,0.064159114,0.062911247
2482,0.504443655,0.503291842,0.500990375,0.497543712,0.492958866,0.487245798,0.480417919,0.472492701,0.463492369,0.453444657,0.442383603,0.430350344,0.417393868,0.403571682,0.388950344,0.373605813,0.357623545,0.341098322,0.324133744,0.30684139,0.289339617,0.271752035,0.254205693,0.236829035,0.219749723,0.203092416,0.186976632,0.171514794,0.156810556,0.142957515,0.13003834,0.118124364,0.107275629,0.097541344,0.0889607,0.081563955,0.075373686,0.070406112,0.066672383,0.064179734,0.06293243
2483,0.504211162,0.503059884,0.500759494,0.497314455,0.492731793,0.487021482,0.48019695,0.472275685,0.463279927,0.453237426,0.44218223,0.430155482,0.417206167,0.403391782,0.388778865,0.373443338,0.357470614,0.340955411,0.324001259,0.306719648,0.289228834,0.271652323,0.254117049,0.236751337,0.219682734,0.203035787,0.186929913,0.17147744,0.15678195,0.142936978,0.130025151,0.118117778,0.107274891,0.097545705,0.08896943,0.081576347,0.075389063,0.07042383,0.066691826,0.064200313,0.062953572
2484,0.503978693,0.502827952,0.500528638,0.497085224,0.492504746,0.486797191,0.479976006,0.472058693,0.463067509,0.453030218,0.441980879,0.42996064,0.417018485,0.403211899,0.388607398,0.373280873,0.357317687,0.340812502,0.323868771,0.306597896,0.289118038,0.271552593,0.25402838,0.236673611,0.219615712,0.202979122,0.186883153,0.171440043,0.156753298,0.142916393,0.130011913,0.118111142,0.107274104,0.097550019,0.088978113,0.081588693,0.075404395,0.070441504,0.066711228,0.064220851,0.062974673
2485,0.50374625,0.502596045,0.500297808,0.496856017,0.492277723,0.486572926,0.479755087,0.471841725,0.462855115,0.452823032,0.44177955,0.429765818,0.416830821,0.40303203,0.388435944,0.373118416,0.357164767,0.340669594,0.323736278,0.306476135,0.289007228,0.271452844,0.253939688,0.236595855,0.219548657,0.202922419,0.186836351,0.171402602,0.1567246,0.142895761,0.129998627,0.118104458,0.107273269,0.097554285,0.088986749,0.081600993,0.075419684,0.070459136,0.066730587,0.064241347,0.062995733
2486,0.503513832,0.502364163,0.500067003,0.496626837,0.492050727,0.486348686,0.479534193,0.471624782,0.462642744,0.45261587,0.441578243,0.429571017,0.416643174,0.402852178,0.388264503,0.372955969,0.357011851,0.340526686,0.323603782,0.306354367,0.288896404,0.271353075,0.253850972,0.236518071,0.219481568,0.202865679,0.186789509,0.171365118,0.156695856,0.142875081,0.129985293,0.118097726,0.107272386,0.097558504,0.088995339,0.081613248,0.075434928,0.070476725,0.066749904,0.064261801,0.063016751
2487,0.50328144,0.502132307,0.499836223,0.496397682,0.491823756,0.486124471,0.479313324,0.471407863,0.462430398,0.452408731,0.441376957,0.429376235,0.416455546,0.402672341,0.388093074,0.372793532,0.356858941,0.34038378,0.323471282,0.306232589,0.288785567,0.271253288,0.253762232,0.236440258,0.219414446,0.202808901,0.186742626,0.17132759,0.156667066,0.142854354,0.129971911,0.118090945,0.107271455,0.097562675,0.089003882,0.081625458,0.075450128,0.07049427,0.066769179,0.064282215,0.063037729
2488,0.503049074,0.501900476,0.49960547,0.496168552,0.49159681,0.485900282,0.47909248,0.47119097,0.462218076,0.452201615,0.441175693,0.429181474,0.416267936,0.402492519,0.387921658,0.372631103,0.356706036,0.340240875,0.323338779,0.306110803,0.288674716,0.271153483,0.253673469,0.236362417,0.219347292,0.202752086,0.186695703,0.171290018,0.156638231,0.142833579,0.12995848,0.118084116,0.107270475,0.097566799,0.089012379,0.081637623,0.075465284,0.070511773,0.066788412,0.064302586,0.063058665
2489,0.502816733,0.501668671,0.499374742,0.495939449,0.49136989,0.485676118,0.478871661,0.470974101,0.462005778,0.451994522,0.440974451,0.428986733,0.416080344,0.402312714,0.387750255,0.372468684,0.356553137,0.340097971,0.323206273,0.305989009,0.288563852,0.271053659,0.253584681,0.236284547,0.219280104,0.202695235,0.186648739,0.171252403,0.15660935,0.142812758,0.129945002,0.118077238,0.107269448,0.097570875,0.08902083,0.081649742,0.075480396,0.070529232,0.066807603,0.064322916,0.063079561
2490,0.502584418,0.501436892,0.499144039,0.495710371,0.491142996,0.485451979,0.478650868,0.470757257,0.461793504,0.451787452,0.440773232,0.428792013,0.415892771,0.402132924,0.387578865,0.372306274,0.356400243,0.339955069,0.323073763,0.305867207,0.288452974,0.270953816,0.25349587,0.236206648,0.219212883,0.202638346,0.186601734,0.171214744,0.156580423,0.142791889,0.129931475,0.118070313,0.107268372,0.097574904,0.089029234,0.081661816,0.075495464,0.070546649,0.066826752,0.064343205,0.063100415
2491,0.502352129,0.501205139,0.498913363,0.495481318,0.490916127,0.485227866,0.478430099,0.470540438,0.461581254,0.451580406,0.440572034,0.428597313,0.415705216,0.401953151,0.387407488,0.372143874,0.356247355,0.339812167,0.322941249,0.305745396,0.288342084,0.270853955,0.253407036,0.236128722,0.219145629,0.20258142,0.18655469,0.171177042,0.156551451,0.142770974,0.129917901,0.118063339,0.107267249,0.097578886,0.089037591,0.081673844,0.075510488,0.070564022,0.066845858,0.064363452,0.063121228
2492,0.502119866,0.500973412,0.498682712,0.495252292,0.490689285,0.485003779,0.478209357,0.470323643,0.461369029,0.451373383,0.440370859,0.428402633,0.41551768,0.401773393,0.387236124,0.371981484,0.356094473,0.339669268,0.322808733,0.305623577,0.28823118,0.270754075,0.253318179,0.236050767,0.219078343,0.202524458,0.186507604,0.171139297,0.156522433,0.142750011,0.129904279,0.118056317,0.107266078,0.097582821,0.089045903,0.081685828,0.075525467,0.070581352,0.066864923,0.064383658,0.063142
2493,0.501887628,0.50074171,0.498452088,0.495023292,0.490462468,0.484779718,0.47798864,0.470106874,0.461156828,0.451166384,0.440169705,0.428207974,0.415330162,0.401593651,0.387064773,0.371819103,0.355941597,0.33952637,0.322676214,0.30550175,0.288120262,0.270654178,0.253229298,0.235972784,0.219011023,0.202467458,0.186460479,0.171101509,0.15649337,0.142729002,0.129890609,0.118049247,0.107264858,0.097586708,0.089054168,0.081697766,0.075540403,0.07059864,0.066883945,0.064403823,0.063162731
2494,0.501655417,0.500510035,0.498221489,0.494794318,0.490235677,0.484555682,0.477767948,0.46989013,0.460944652,0.450959408,0.439968574,0.428013336,0.415142663,0.401413926,0.386893435,0.371656733,0.355788726,0.339383473,0.322543691,0.305379916,0.288009332,0.270554262,0.253140393,0.235894772,0.218943672,0.202410422,0.186413313,0.171063678,0.156464262,0.142707946,0.129876891,0.118042128,0.107263591,0.097590548,0.089062387,0.081709659,0.075555295,0.070615884,0.066902925,0.064423946,0.06318342
2495,0.501423232,0.500278386,0.497990917,0.494565369,0.490008912,0.484331673,0.477547282,0.469673412,0.4607325,0.450752456,0.439767466,0.427818719,0.414955183,0.401234217,0.38672211,0.371494372,0.355635862,0.339240578,0.322411166,0.305258073,0.287898389,0.270454328,0.253051466,0.235816733,0.218876288,0.20235335,0.186366107,0.171025804,0.156435109,0.142686843,0.129863126,0.118034962,0.107262277,0.097594341,0.089070559,0.081721507,0.075570142,0.070633086,0.066921864,0.064444027,0.063204069
2496,0.501191073,0.500046763,0.497760371,0.494336448,0.489782174,0.484107689,0.477326642,0.469456718,0.460520373,0.450545528,0.43956638,0.427624122,0.414767721,0.401054524,0.386550799,0.37133202,0.355483004,0.339097685,0.322278637,0.305136223,0.287787433,0.270354376,0.252962516,0.235738666,0.218808871,0.202296241,0.186318862,0.170987887,0.15640591,0.142665693,0.129849313,0.118027748,0.107260914,0.097598087,0.089078686,0.08173331,0.075584946,0.070650245,0.06694076,0.064464068,0.063224677
2497,0.50095894,0.499815167,0.497529851,0.494107552,0.489555461,0.483883732,0.477106028,0.46924005,0.46030827,0.450338623,0.439365316,0.427429547,0.414580278,0.400874848,0.386379501,0.371169679,0.355330151,0.338954794,0.322146106,0.305014365,0.287676464,0.270254407,0.252873542,0.235660571,0.218741422,0.202239096,0.186271576,0.170949927,0.156376667,0.142644497,0.129835452,0.118020487,0.107259504,0.097601786,0.089086766,0.081745068,0.075599705,0.070667361,0.066959614,0.064484066,0.063245244
2498,0.500726834,0.499583597,0.497299357,0.493878683,0.489328775,0.483659801,0.476885439,0.469023407,0.460096192,0.450131742,0.439164275,0.427234992,0.414392854,0.400695188,0.386208217,0.371007348,0.355177305,0.338811905,0.322013572,0.304892499,0.287565483,0.270154419,0.252784546,0.235582449,0.218673941,0.202181914,0.186224251,0.170911924,0.156347379,0.142623254,0.129821544,0.118013177,0.107258047,0.097605438,0.089094801,0.081756781,0.075614421,0.070684433,0.066978426,0.064504024,0.063265769
2499,0.500494754,0.499352053,0.49706889,0.49364984,0.489102115,0.483435896,0.476664876,0.46880679,0.459884139,0.449924885,0.438963256,0.427040458,0.41420545,0.400515544,0.386036946,0.370845027,0.355024465,0.338669017,0.321881036,0.304770626,0.287454489,0.270054414,0.252695527,0.235504299,0.218606428,0.202124697,0.186176886,0.170873879,0.156318045,0.142601965,0.129807589,0.11800582,0.107256542,0.097609043,0.089102789,0.081768448,0.075629093,0.070701464,0.066997197,0.06452394,0.063286254
2500,0.500262701,0.499120536,0.49683845,0.493421024,0.488875482,0.483212017,0.47644434,0.468590199,0.459672111,0.449718052,0.438762261,0.426845946,0.414018064,0.400335917,0.385865689,0.370682717,0.354871632,0.338526132,0.321748497,0.304648746,0.287343482,0.269954391,0.252606486,0.235426121,0.218538883,0.202067443,0.186129481,0.170835791,0.156288667,0.142580629,0.129793587,0.117998415,0.107254989,0.097612601,0.089110731,0.081780071,0.075643721,0.070718451,0.067015925,0.064543815,0.063306697
2501,0.500030674,0.498889045,0.496608036,0.493192234,0.488648875,0.482988164,0.476223829,0.468373633,0.459460108,0.449511244,0.438561288,0.426651454,0.413830697,0.400156307,0.385694445,0.370520416,0.354718805,0.338383249,0.321615955,0.304526858,0.287232463,0.26985435,0.252517421,0.235347916,0.218471305,0.202010153,0.186082037,0.170797661,0.156259244,0.142559247,0.129779537,0.117990962,0.107253389,0.097616112,0.089118627,0.081791649,0.075658305,0.070735395,0.067034611,0.064563648,0.0633271
2502,0.499798674,0.498657581,0.496377649,0.492963471,0.488422295,0.482764338,0.476003345,0.468157093,0.45924813,0.449304459,0.438360338,0.426456984,0.413643349,0.399976713,0.385523216,0.370358126,0.354565984,0.338240368,0.321483411,0.304404962,0.287121432,0.269754292,0.252428335,0.235269683,0.218403696,0.201952827,0.186034553,0.170759489,0.156229777,0.142537819,0.12976544,0.117983462,0.107251741,0.097619576,0.089126477,0.081803182,0.075672845,0.070752297,0.067053256,0.064583441,0.063347462
2503,0.499566701,0.498426144,0.496147288,0.492734735,0.488195741,0.482540539,0.475782887,0.467940578,0.459036177,0.449097698,0.438159411,0.426262535,0.413456021,0.399797136,0.385352,0.370195847,0.35441317,0.338097489,0.321350865,0.30428306,0.287010388,0.269654217,0.252339225,0.235191424,0.218336055,0.201895465,0.18598703,0.170721274,0.156200265,0.142516345,0.129751296,0.117975915,0.107250047,0.097622994,0.089134282,0.08181467,0.075687342,0.070769155,0.067071858,0.064603191,0.063367782
2504,0.499334754,0.498194734,0.495916955,0.492506025,0.487969215,0.482316766,0.475562455,0.46772409,0.45882425,0.448890962,0.437958507,0.426068108,0.413268712,0.399617576,0.385180798,0.370033578,0.354260363,0.337954613,0.321218317,0.30416115,0.286899332,0.269554124,0.252250094,0.235113137,0.218268383,0.201838068,0.185939467,0.170683017,0.156170708,0.142494825,0.129737105,0.11796832,0.107248305,0.097626365,0.08914204,0.081826113,0.075701795,0.070785971,0.067090419,0.064622901,0.063388062
2505,0.499102835,0.497963351,0.495686648,0.492277342,0.487742715,0.48209302,0.475342049,0.467507627,0.458612347,0.44868425,0.437757626,0.425873701,0.413081423,0.399438033,0.38500961,0.369871319,0.354107562,0.337811739,0.321085766,0.304039233,0.286788265,0.269454014,0.25216094,0.235034823,0.218200679,0.201780635,0.185891866,0.170644718,0.156141107,0.142473258,0.129722866,0.117960678,0.107246515,0.097629689,0.089149753,0.081837512,0.075716204,0.070802745,0.067108938,0.064642569,0.063408301
2506,0.498870942,0.497731994,0.495456368,0.492048687,0.487516241,0.4818693,0.47512167,0.46729119,0.45840047,0.448477563,0.437556768,0.425679317,0.412894153,0.399258507,0.384838436,0.369709071,0.353954769,0.337668868,0.320953213,0.30391731,0.286677185,0.269353887,0.252071764,0.234956481,0.218132943,0.201723166,0.185844225,0.170606376,0.156111462,0.142451646,0.129708581,0.117952988,0.107244679,0.097632966,0.089157419,0.081848865,0.075730569,0.070819475,0.067127414,0.064662196,0.063428498
2507,0.498639077,0.497500665,0.495226116,0.491820058,0.487289795,0.481645608,0.474901318,0.46707478,0.458188618,0.4482709,0.437355933,0.425484954,0.412706902,0.399078998,0.384667276,0.369546834,0.353801982,0.337525999,0.320820658,0.303795379,0.286566093,0.269253743,0.251982566,0.234878113,0.218065176,0.201665662,0.185796545,0.170567993,0.156081773,0.142429988,0.12969425,0.117945251,0.107242795,0.097636197,0.08916504,0.081860174,0.07574489,0.070836163,0.067145849,0.064681782,0.063448655
2508,0.498407238,0.497269363,0.49499589,0.491591456,0.487063376,0.481421942,0.474680992,0.466858395,0.457976792,0.448064261,0.437155121,0.425290612,0.412519671,0.398899506,0.38449613,0.369384607,0.353649202,0.337383133,0.320688102,0.303673442,0.286454989,0.269153582,0.251893346,0.234799719,0.217997377,0.201608122,0.185748826,0.170529568,0.156052039,0.142408284,0.129679871,0.117937467,0.107240865,0.097639382,0.089172616,0.081871438,0.075759168,0.070852808,0.067164242,0.064701326,0.063468771
2509,0.498175427,0.497038088,0.494765691,0.491362882,0.486836984,0.481198303,0.474460693,0.466642037,0.457764991,0.447857647,0.436954333,0.425096293,0.41233246,0.398720032,0.384324998,0.369222392,0.353496428,0.33724027,0.320555543,0.303551498,0.286343873,0.269053404,0.251804104,0.234721297,0.217929547,0.201550547,0.185701068,0.170491101,0.156022261,0.142386534,0.129665445,0.117929636,0.107238887,0.09764252,0.089180145,0.081882657,0.075773402,0.070869411,0.067182593,0.064720829,0.063488846
2510,0.497943643,0.49680684,0.49453552,0.491134335,0.486610619,0.480974691,0.47424042,0.466425705,0.457553216,0.447651058,0.436753568,0.424901995,0.412145268,0.398540574,0.384153881,0.369060187,0.353343662,0.33709741,0.320422983,0.303429547,0.286232746,0.26895321,0.25171484,0.234642849,0.217861686,0.201492937,0.185653272,0.170452592,0.155992439,0.142364739,0.129650973,0.117921758,0.107236862,0.097645611,0.089187629,0.081893832,0.075787593,0.07088597,0.067200903,0.064740291,0.06350888
2511,0.497711886,0.49657562,0.494305376,0.490905815,0.486384281,0.480751107,0.474020174,0.466209399,0.457341467,0.447444494,0.436552827,0.424707719,0.411958096,0.398361134,0.383982778,0.368897993,0.353190904,0.336954552,0.32029042,0.30330759,0.286121607,0.268852998,0.251625554,0.234564374,0.217793794,0.201435291,0.185605437,0.170414042,0.155962573,0.142342898,0.129636455,0.117913832,0.107234791,0.097648656,0.089195067,0.081904962,0.07580174,0.070902487,0.06721917,0.064759712,0.063528873
2512,0.497480157,0.496344427,0.49407526,0.490677323,0.48615797,0.480527549,0.473799955,0.46599312,0.457129743,0.447237954,0.436352109,0.424513465,0.411770945,0.398181712,0.38381169,0.368735811,0.353038152,0.336811698,0.320157857,0.303185626,0.286010456,0.26875277,0.251536247,0.234485872,0.217725871,0.201377611,0.185557563,0.17037545,0.155932664,0.142321011,0.12962189,0.11790586,0.107232672,0.097651655,0.08920246,0.081916047,0.075815843,0.070918962,0.067237396,0.064779092,0.063548825
