"#Time along first column, position along first row. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time (day)\Position (micrometers),0,30,60,90,120,150,180,210,240,270,300,330,360,390,420,450,480,510,540,570,600,630,660,690,720,750,780,810,840,870,900,930,960,990,1020,1050,1080,1110,1140,1170,1200
778,0.876462898,0.874398785,0.870235221,0.863901817,0.85529386,0.844273803,0.830674023,0.814301544,0.794945639,0.772389387,0.746426312,0.716883095,0.683648772,0.646709784,0.606188458,0.562380218,0.515782347,0.467105404,0.417258635,0.367304,0.318379835,0.271603479,0.227969309,0.188261536,0.152997996,0.122413101,0.096478173,0.074949496,0.057430623,0.043436141,0.032447543,0.023956283,0.017492886,0.012643582,0.009057124,0.006444795,0.004576242,0.003273271,0.002403115,0.001872217,0.001621169
779,0.876284741,0.874221382,0.870059396,0.863728534,0.855124298,0.84410943,0.830516671,0.814153486,0.794809645,0.772268763,0.746324896,0.716805187,0.683598978,0.646692739,0.606208434,0.56244061,0.515885089,0.467250406,0.417443361,0.367523313,0.318626214,0.271867616,0.228241009,0.188530746,0.153255764,0.122652285,0.096693819,0.075138868,0.057592971,0.0435723,0.032559475,0.024046634,0.017564624,0.012699712,0.009100503,0.006478022,0.004601613,0.003292779,0.002418481,0.001884949,0.001632621
780,0.876106526,0.87404392,0.86988351,0.863555187,0.854954665,0.843944978,0.83035923,0.814005321,0.794673521,0.772147979,0.74622328,0.71672703,0.683548872,0.646675313,0.606227952,0.562500463,0.515987215,0.467394727,0.417627362,0.367741889,0.318871877,0.272131094,0.228512136,0.18879949,0.153513181,0.122891234,0.096909334,0.075328197,0.057755344,0.043708531,0.032671507,0.024137101,0.017636481,0.012755957,0.009143988,0.006511345,0.004627068,0.00331236,0.002433913,0.00189774,0.001644129
781,0.875928254,0.8738664,0.869707563,0.863381775,0.854784964,0.843780448,0.830201698,0.813857049,0.794537268,0.772027034,0.746121464,0.716648622,0.683498457,0.646657507,0.606247011,0.562559776,0.516088725,0.467538368,0.417810642,0.367959729,0.319116825,0.272393912,0.228782689,0.189067766,0.153770248,0.123129947,0.097124717,0.075517482,0.05791774,0.043844834,0.032783641,0.024227685,0.017708458,0.012812318,0.00918758,0.006544763,0.004652608,0.003332015,0.00244941,0.00191059,0.001655694
782,0.875749924,0.873688822,0.869531556,0.8632083,0.854615192,0.84361584,0.830044076,0.813708671,0.794400885,0.77190593,0.746019449,0.716569966,0.683447732,0.646639321,0.606265614,0.562618553,0.516189621,0.467681332,0.4179932,0.368176835,0.31936106,0.272656072,0.229052669,0.189335576,0.154026963,0.123368424,0.097339969,0.075706723,0.05808016,0.043981207,0.032895875,0.024318383,0.017780554,0.012868793,0.009231279,0.006578277,0.004678231,0.003351744,0.002464973,0.001923499,0.001667315
783,0.875571537,0.873511184,0.869355489,0.86303476,0.854445351,0.843451154,0.829886365,0.813560186,0.794264373,0.771784666,0.745917235,0.716491061,0.683396699,0.646620757,0.606283761,0.562676794,0.516289906,0.46782362,0.41817504,0.368393208,0.319604583,0.272917575,0.229322075,0.189602918,0.154283327,0.123606663,0.097555087,0.075895917,0.0582426,0.044117649,0.033008208,0.024409196,0.017852768,0.012925384,0.009275084,0.006611886,0.004703939,0.003371547,0.0024806,0.001936467,0.001678992
784,0.875393092,0.873333489,0.86917936,0.862861156,0.854275439,0.84328639,0.829728564,0.813411595,0.794127732,0.771663243,0.745814823,0.716411909,0.683345358,0.646601816,0.606301455,0.562734502,0.51638958,0.467965234,0.418356164,0.368608851,0.319847395,0.273178421,0.22959091,0.189869792,0.154539339,0.123844665,0.097770071,0.076085064,0.058405062,0.044254161,0.03312064,0.024500123,0.017925101,0.012982089,0.009318995,0.00664559,0.004729731,0.003391423,0.002496293,0.001949496,0.001690725
785,0.875214589,0.873155734,0.869003171,0.862687488,0.854105458,0.843121548,0.829570673,0.813262898,0.793990962,0.771541661,0.745712212,0.71633251,0.683293711,0.646582499,0.606318695,0.562791677,0.516488647,0.468106175,0.418536572,0.368823765,0.320089498,0.273438612,0.229859172,0.190136199,0.154794997,0.124082427,0.097984919,0.076274163,0.058567543,0.04439074,0.03323317,0.024591164,0.017997552,0.013038908,0.009363011,0.00667939,0.004755607,0.003411373,0.002512052,0.001962584,0.001702516
786,0.875036028,0.872977921,0.868826921,0.862513755,0.853935408,0.842956628,0.829412692,0.813114095,0.793854063,0.771419921,0.745609404,0.716252864,0.683241758,0.646562807,0.606335485,0.562848321,0.516587107,0.468246447,0.418716267,0.369037951,0.320330893,0.273698148,0.230126862,0.190402138,0.155050302,0.12431995,0.098199631,0.076463214,0.058730043,0.044527385,0.033345798,0.024682318,0.018070119,0.013095842,0.009407134,0.006713285,0.004781566,0.003431398,0.002527876,0.001975731,0.001714363
787,0.87485741,0.872800049,0.86865061,0.862339958,0.853765287,0.842791631,0.829254622,0.812965185,0.793717036,0.771298022,0.745506399,0.716172972,0.6831895,0.646542741,0.606351824,0.562904436,0.516684962,0.46838605,0.418895251,0.369251412,0.320571581,0.27395703,0.230393981,0.19066761,0.155305254,0.124557232,0.098414207,0.076652214,0.058892561,0.044664097,0.033458522,0.024773584,0.018142804,0.013152889,0.009451362,0.006747275,0.00480761,0.003451496,0.002543766,0.001988939,0.001726267
788,0.874678734,0.872622119,0.868474239,0.862166097,0.853595097,0.842626555,0.829096462,0.81281617,0.793579881,0.771175965,0.745403197,0.716092835,0.683136938,0.646522302,0.606367714,0.562960023,0.516782214,0.468524986,0.419073525,0.369464148,0.320811563,0.274215259,0.230660529,0.190932614,0.155559851,0.124794273,0.098628644,0.076841163,0.059055095,0.044800875,0.033571342,0.024864962,0.018215606,0.01321005,0.009495696,0.00678136,0.004833739,0.003471668,0.002559722,0.002002206,0.001738228
789,0.8745,0.872444129,0.868297806,0.861992171,0.853424837,0.842461402,0.828938213,0.812667049,0.793442598,0.77105375,0.745299799,0.716012453,0.683084072,0.646501492,0.606383157,0.563015084,0.516878865,0.468663258,0.419251091,0.369676162,0.321050841,0.274472836,0.230926507,0.191197149,0.155814094,0.125031071,0.098842941,0.07703006,0.059217646,0.044937716,0.033684257,0.024956452,0.018288524,0.013267323,0.009540135,0.00681554,0.004859951,0.003491914,0.002575743,0.002015534,0.001750246
790,0.874321209,0.872266081,0.868121313,0.861818181,0.853254507,0.842296171,0.828779875,0.812517823,0.793305187,0.770931378,0.745196205,0.715931827,0.683030903,0.64648031,0.606398153,0.563069621,0.516974916,0.468800866,0.419427951,0.369887455,0.321289417,0.274729761,0.231191914,0.191461217,0.156067981,0.125267627,0.099057099,0.077218903,0.059380211,0.045074621,0.033797266,0.025048052,0.018361557,0.01332471,0.009584679,0.006849815,0.004886247,0.003512235,0.002591831,0.002028921,0.001762321
791,0.874142359,0.872087974,0.867944759,0.861644127,0.853084107,0.842130862,0.828621447,0.812368491,0.793167648,0.770808849,0.745092416,0.715850958,0.682977433,0.646458759,0.606412705,0.563123634,0.517070369,0.468937814,0.419604107,0.370098028,0.32152729,0.274986036,0.231456751,0.191724817,0.156321512,0.125503939,0.099271116,0.077407693,0.05954279,0.045211588,0.033910369,0.025139762,0.018434706,0.01338221,0.009629328,0.006884184,0.004912627,0.003532629,0.002607984,0.002042369,0.001774453
792,0.873963452,0.871909808,0.867768144,0.861470009,0.852913638,0.841965475,0.82846293,0.812219053,0.793029982,0.770686162,0.744988432,0.715769846,0.682923662,0.64643684,0.606426813,0.563177126,0.517165226,0.469074102,0.41977956,0.370307884,0.321764464,0.275241662,0.231721019,0.191987949,0.156574687,0.125740007,0.09948499,0.077596428,0.059705382,0.045348618,0.034023566,0.025231582,0.01850797,0.013439821,0.009674082,0.006918649,0.004939092,0.003553098,0.002624203,0.002055878,0.001786643
793,0.873784486,0.871731584,0.867591468,0.861295826,0.852743099,0.841800011,0.828304323,0.812069511,0.792892188,0.77056332,0.744884253,0.715688492,0.682869591,0.646414553,0.606440479,0.563230098,0.517259489,0.469209732,0.419954313,0.370517024,0.322000938,0.275496639,0.231984718,0.192250612,0.156827506,0.125975829,0.099698722,0.077785106,0.059867986,0.045485708,0.034136854,0.025323511,0.018581348,0.013497545,0.00971894,0.006953208,0.00496564,0.003573641,0.002640489,0.002069446,0.001798891
794,0.873605463,0.8715533,0.867414731,0.861121578,0.852572491,0.841634469,0.828145628,0.811919863,0.792754268,0.770440321,0.74477988,0.715606896,0.68281522,0.646391899,0.606453704,0.563282551,0.517353159,0.469344707,0.420128367,0.370725449,0.322236714,0.275750969,0.232247849,0.192512807,0.157079967,0.126211405,0.09991231,0.077973728,0.060030601,0.045622858,0.034250234,0.025415548,0.018654841,0.013555381,0.009763903,0.006987862,0.004992273,0.003594258,0.002656841,0.002083076,0.001811196
795,0.873426382,0.871374958,0.867237934,0.860947267,0.852401812,0.841468849,0.827986844,0.81177011,0.79261622,0.770317166,0.744675314,0.715525059,0.682760551,0.646368879,0.606466489,0.563334487,0.517446237,0.469479028,0.420301724,0.370933161,0.322471794,0.276004651,0.232510411,0.192774534,0.157332071,0.126446735,0.100125753,0.078162291,0.060193226,0.045760067,0.034363705,0.025507694,0.018728447,0.013613328,0.00980897,0.00702261,0.005018989,0.003614949,0.002673259,0.002096766,0.001823558
796,0.873247243,0.871196556,0.867061075,0.860772891,0.852231064,0.841303152,0.82782797,0.811620252,0.792478046,0.770193855,0.744570554,0.715442981,0.682705584,0.646345495,0.606478835,0.563385907,0.517538726,0.469612696,0.420474385,0.371140162,0.322706179,0.276257688,0.232772406,0.193035793,0.157583817,0.126681817,0.100339051,0.078350795,0.06035586,0.045897335,0.034477266,0.025599946,0.018802167,0.013671386,0.009854142,0.007057452,0.00504579,0.003635715,0.002689744,0.002110516,0.001835979
797,0.873068045,0.871018096,0.866884155,0.86059845,0.852060246,0.841137377,0.827669008,0.81147029,0.792339746,0.770070389,0.744465601,0.715360664,0.68265032,0.646321748,0.606490744,0.563436814,0.517630628,0.469745714,0.420646353,0.371346453,0.322939871,0.276510079,0.233033833,0.193296583,0.157835204,0.126916651,0.100552202,0.078539239,0.060518502,0.04603466,0.034590917,0.025692306,0.018875999,0.013729556,0.009899417,0.007092389,0.005072675,0.003656556,0.002706295,0.002124328,0.001848457
798,0.87288879,0.870839577,0.866707174,0.860423945,0.851889359,0.840971525,0.827509957,0.811320222,0.792201319,0.769946768,0.744360456,0.715278107,0.68259476,0.646297638,0.606502217,0.563487208,0.517721943,0.469878083,0.420817628,0.371552036,0.323172869,0.276761826,0.233294693,0.193556905,0.158086232,0.127151236,0.100765205,0.078727622,0.060681151,0.046172041,0.034704656,0.025784772,0.018949944,0.013787836,0.009944796,0.007127421,0.005099643,0.00367747,0.002722912,0.0021382,0.001860994
799,0.872709476,0.870660998,0.866530133,0.860249376,0.851718402,0.840805595,0.827350817,0.811170051,0.792062766,0.769822992,0.744255119,0.715195312,0.682538904,0.646273167,0.606513256,0.56353709,0.517812674,0.470009806,0.420988214,0.371756912,0.323405176,0.27701293,0.233554987,0.193816758,0.158336901,0.127385572,0.10097806,0.078915944,0.060843807,0.046309478,0.034818483,0.025877343,0.019024001,0.013846226,0.009990279,0.007162546,0.005126696,0.00369846,0.002739596,0.002152134,0.001873589
800,0.872530105,0.870482361,0.86635303,0.860074742,0.851547375,0.840639588,0.827191588,0.811019774,0.791924088,0.769699062,0.744149591,0.715112278,0.682482754,0.646248335,0.60652386,0.563586463,0.517902822,0.470140883,0.421158111,0.371961084,0.323636794,0.277263392,0.233814714,0.194076143,0.15858721,0.127619657,0.101190766,0.079104202,0.061006468,0.046446971,0.034932398,0.02597002,0.01909817,0.013904727,0.010035866,0.007197766,0.005153833,0.003719523,0.002756347,0.002166128,0.001886242
801,0.872350675,0.870303664,0.866175866,0.859900044,0.851376278,0.840473503,0.827032271,0.810869394,0.791785283,0.769574977,0.744043871,0.715029007,0.68242631,0.646223143,0.606534033,0.563635328,0.517992389,0.470271317,0.421327322,0.372164551,0.323867722,0.277513212,0.234073877,0.19433506,0.158837159,0.127853491,0.101403321,0.079292396,0.061169133,0.046584517,0.035046399,0.026062801,0.019172449,0.013963337,0.010081555,0.00723308,0.005181054,0.003740662,0.002773165,0.002180184,0.001898953
802,0.872171187,0.870124909,0.865998641,0.859725281,0.851205112,0.840307341,0.826872865,0.810718909,0.791646353,0.769450739,0.743937961,0.714945499,0.682369572,0.646197593,0.606543774,0.563683686,0.518081376,0.470401109,0.421495847,0.372367318,0.324097964,0.277762392,0.234332473,0.194593508,0.159086747,0.128087073,0.101615726,0.079480526,0.061331802,0.046722117,0.035160486,0.026155686,0.01924684,0.014022057,0.010127348,0.007268487,0.005208358,0.003761875,0.002790049,0.002194301,0.001911723
803,0.871991641,0.869946094,0.865821355,0.859550454,0.851033876,0.840141102,0.826713371,0.81056832,0.791507298,0.769326346,0.74383186,0.714861755,0.682312543,0.646171686,0.606553086,0.563731539,0.518169786,0.470530261,0.42166369,0.372569384,0.324327519,0.278010931,0.234590506,0.194851487,0.159335974,0.128320402,0.101827978,0.079668589,0.061494474,0.046859768,0.035274658,0.026248675,0.019321341,0.014080886,0.010173243,0.007303989,0.005235747,0.003783162,0.002807,0.00220848,0.001924551
804,0.871812037,0.86976722,0.865644008,0.859375563,0.850862571,0.839974785,0.826553788,0.810417627,0.791368118,0.769201801,0.743725569,0.714777774,0.682255222,0.646145422,0.606561969,0.563778888,0.518257619,0.470658775,0.42183085,0.372770751,0.324556389,0.278258832,0.234847973,0.195108998,0.15958484,0.128553479,0.102040078,0.079856586,0.061657147,0.046997472,0.035388915,0.026341766,0.019395952,0.014139824,0.010219242,0.007339584,0.005263219,0.003804524,0.002824018,0.00222272,0.001937438
805,0.871632374,0.869588287,0.865466599,0.859200606,0.850691196,0.839808391,0.826394117,0.810266831,0.791228812,0.769077102,0.743619089,0.714693559,0.68219761,0.646118802,0.606570424,0.563825734,0.518344878,0.470786653,0.421997331,0.372971421,0.324784576,0.278506095,0.235104878,0.19536604,0.159833345,0.128786301,0.102252023,0.080044515,0.06181982,0.047135226,0.035503255,0.02643496,0.019470672,0.014198871,0.010265343,0.007375273,0.005290776,0.003825961,0.002841103,0.002237021,0.001950384
806,0.871452653,0.869409295,0.86528913,0.859025586,0.850519751,0.839641919,0.826234358,0.810115931,0.791089382,0.768952251,0.74351242,0.714609109,0.682139708,0.646091828,0.606578454,0.56387208,0.518431564,0.470913895,0.422163134,0.373171395,0.325012081,0.27875272,0.235361218,0.195622614,0.160081487,0.129018869,0.102463814,0.080232375,0.061982494,0.047273031,0.035617678,0.026528256,0.019545502,0.014258026,0.010311546,0.007411055,0.005318416,0.003847473,0.002858256,0.002251384,0.001963388
807,0.871272874,0.869230243,0.865111599,0.858850501,0.850348236,0.83947537,0.82607451,0.809964927,0.790949827,0.768827247,0.743405562,0.714524424,0.682081516,0.6460645,0.606586058,0.563917926,0.518517678,0.471040505,0.42232826,0.373370675,0.325238904,0.278998709,0.235616996,0.195878719,0.160329266,0.129251182,0.10267545,0.080420166,0.062145166,0.047410884,0.035732184,0.026621652,0.019620441,0.01431729,0.010357852,0.007446932,0.005346141,0.003869059,0.002875475,0.002265809,0.001976452
808,0.871093036,0.869051132,0.864934007,0.858675351,0.850176652,0.839308744,0.825914575,0.80981382,0.790810148,0.768702091,0.743298516,0.714439506,0.682023037,0.64603682,0.606593239,0.563963274,0.518603223,0.471166483,0.422492712,0.373569263,0.325465048,0.279244063,0.235872211,0.196134355,0.160576683,0.129483239,0.10288693,0.080607886,0.062307836,0.047548786,0.035846771,0.02671515,0.019695487,0.014376661,0.01040426,0.007482901,0.005373949,0.003890721,0.002892762,0.002280296,0.001989574
809,0.87091314,0.868871962,0.864756354,0.858500137,0.850004998,0.839142041,0.825754551,0.809662609,0.790670345,0.768576784,0.743191282,0.714354355,0.681964269,0.646008788,0.606599997,0.564008126,0.518688199,0.471291831,0.422656491,0.37376716,0.325690514,0.279488783,0.236126864,0.196389523,0.160823736,0.129715039,0.103098252,0.080795535,0.062470503,0.047686735,0.03596144,0.026808747,0.019770642,0.01443614,0.010450769,0.007518964,0.005401841,0.003912457,0.002910116,0.002294845,0.002002756
810,0.870733185,0.868692733,0.86457864,0.858324859,0.849833275,0.83897526,0.825594439,0.809511295,0.790530417,0.768451324,0.743083861,0.714268972,0.681905214,0.645980405,0.606606334,0.564052482,0.518772609,0.471416552,0.422819598,0.373964367,0.325915302,0.279732869,0.236380956,0.196644223,0.161070425,0.129946582,0.103309416,0.080983111,0.062633166,0.047824731,0.036076188,0.026902444,0.019845904,0.014495726,0.010497381,0.00755512,0.005429817,0.003934268,0.002927537,0.002309456,0.002015997
811,0.870553172,0.868513444,0.864400864,0.858149515,0.849661482,0.838808402,0.825434239,0.809359878,0.790390366,0.768325713,0.742976252,0.714183357,0.681845873,0.645951673,0.606612251,0.564096344,0.518856454,0.471540646,0.422982036,0.374160887,0.326139415,0.279976322,0.236634486,0.196898454,0.16131675,0.130177867,0.103520421,0.081170614,0.062795824,0.047962772,0.036191016,0.02699624,0.019921273,0.014555418,0.010544093,0.00759137,0.005457877,0.003956153,0.002945026,0.002324129,0.002029297
812,0.870373101,0.868334096,0.864223027,0.857974108,0.849489619,0.838641468,0.825273951,0.809208358,0.790250191,0.768199951,0.742868457,0.71409751,0.681786247,0.645922592,0.606617748,0.564139714,0.518939735,0.471664116,0.423143805,0.37435672,0.326362852,0.280219144,0.236887456,0.197152216,0.161562711,0.130408893,0.103731266,0.081358042,0.062958477,0.048100858,0.036305923,0.027090134,0.019996749,0.014615218,0.010590908,0.007627712,0.00548602,0.003978114,0.002962582,0.002338864,0.002042657
813,0.870192971,0.868154688,0.864045129,0.857798635,0.849317687,0.838474456,0.825113576,0.809056736,0.790109893,0.768074038,0.742760476,0.714011433,0.681726336,0.645893163,0.606622828,0.564182592,0.519022455,0.471786962,0.423304909,0.374551869,0.326585617,0.280461335,0.237139865,0.197405511,0.161808307,0.13063966,0.103941951,0.081545396,0.063121123,0.048238988,0.036420908,0.027184126,0.020072331,0.014675124,0.010637823,0.007664147,0.005514247,0.00400015,0.002980206,0.002353661,0.002056077
814,0.870012783,0.867975221,0.863867169,0.857623099,0.849145685,0.838307367,0.824953112,0.80890501,0.789969471,0.767947974,0.742652309,0.713925126,0.68166614,0.645863387,0.606627491,0.564224981,0.519104614,0.471909188,0.423465347,0.374746334,0.326807709,0.280702896,0.237391715,0.197658336,0.162053538,0.130870167,0.104152475,0.081732673,0.063283761,0.048377162,0.036535971,0.027278215,0.020148018,0.014735136,0.010684839,0.007700676,0.005542558,0.00402226,0.002997898,0.002368521,0.002069556
815,0.869832536,0.867795695,0.863689148,0.857447497,0.848973613,0.838140201,0.824792561,0.808753181,0.789828927,0.767821761,0.742543956,0.713838588,0.681605662,0.645833265,0.606631739,0.564266882,0.519186215,0.472030794,0.423625123,0.374940118,0.327029131,0.280943829,0.237643005,0.197910694,0.162298404,0.131100414,0.104362836,0.081919873,0.063446391,0.048515378,0.03665111,0.027372401,0.020223811,0.014795254,0.010731956,0.007737297,0.005570953,0.004044446,0.003015657,0.002383443,0.002083094
816,0.86965223,0.867616109,0.863511066,0.857271831,0.848801472,0.837972958,0.824631922,0.80860125,0.789688259,0.767695397,0.742435418,0.713751822,0.6815449,0.645802798,0.606635572,0.564308296,0.519267258,0.472151782,0.423784237,0.375133221,0.327249883,0.281184133,0.237893737,0.198162583,0.162542903,0.131330399,0.104573034,0.082106996,0.063609012,0.048653636,0.036766325,0.027466683,0.020299709,0.014855477,0.010779174,0.007774011,0.005599431,0.004066706,0.003033484,0.002398428,0.002096693
817,0.869471866,0.867436464,0.863332922,0.857096101,0.848629262,0.837805638,0.824471196,0.808449217,0.789547469,0.767568883,0.742326696,0.713664827,0.681483857,0.645771988,0.606638992,0.564349224,0.519347746,0.472272153,0.423942692,0.375325646,0.327469967,0.281423809,0.23814391,0.198414004,0.162787037,0.131560123,0.104783068,0.082294039,0.063771622,0.048791934,0.036881615,0.027561061,0.020375712,0.014915805,0.010826492,0.007810817,0.005627993,0.004089042,0.003051378,0.002413475,0.002110351
818,0.869291443,0.867256759,0.863154717,0.856920305,0.848456981,0.837638241,0.824310382,0.808297081,0.789406556,0.76744222,0.742217789,0.713577604,0.681422533,0.645740834,0.606642,0.564389668,0.51942768,0.47239191,0.424100489,0.375517394,0.327689383,0.28166286,0.238393526,0.198664957,0.163030804,0.131789584,0.104992938,0.082481003,0.063934222,0.048930273,0.03699698,0.027655533,0.020451818,0.014976238,0.01087391,0.007847716,0.005656639,0.004111453,0.003069341,0.002428585,0.00212407
819,0.869110962,0.867076995,0.862976451,0.856744446,0.848284632,0.837470767,0.82414948,0.808144843,0.789265521,0.767315408,0.742108698,0.713490154,0.681360928,0.645709338,0.606644597,0.56442963,0.519507061,0.472511055,0.424257629,0.375708466,0.327908135,0.281901285,0.238642584,0.198915441,0.163274204,0.132018782,0.105202642,0.082667887,0.064096809,0.049068651,0.037112419,0.0277501,0.020528028,0.015036776,0.010921429,0.007884707,0.005685368,0.004133939,0.003087371,0.002443758,0.002137849
820,0.868930422,0.866897171,0.862798123,0.856568521,0.848112212,0.837303216,0.823988492,0.807992503,0.789124363,0.767188447,0.741999424,0.713402477,0.681299044,0.6456775,0.606646785,0.564469109,0.519585891,0.472629587,0.424414115,0.375898864,0.328126221,0.282139086,0.238891086,0.199165458,0.163517238,0.132247717,0.10541218,0.082854689,0.064259384,0.049207067,0.037227932,0.027844761,0.020604342,0.015097418,0.010969047,0.007921791,0.005714181,0.0041565,0.003105469,0.002458993,0.002151687
821,0.868749823,0.866717288,0.862619734,0.856392532,0.847939723,0.837135589,0.823827415,0.807840061,0.788983083,0.767061337,0.741889967,0.713314573,0.68123688,0.645645323,0.606648564,0.564508109,0.519664172,0.47274751,0.424569947,0.37608859,0.328343644,0.282376263,0.239139031,0.199415007,0.163759903,0.132476387,0.105621551,0.083041408,0.064421944,0.04934552,0.037343516,0.027939516,0.020680758,0.015158164,0.011016764,0.007958966,0.005743078,0.004179136,0.003123636,0.002474292,0.002165586
822,0.868569165,0.866537345,0.862441283,0.856216478,0.847767165,0.836967885,0.823666252,0.807687517,0.788841682,0.766934079,0.741780327,0.713226443,0.681174439,0.645612806,0.606649936,0.56454663,0.519741904,0.472864825,0.424725128,0.376277644,0.328560406,0.282612817,0.23938642,0.199664087,0.164002201,0.132704793,0.105830754,0.083228044,0.06458449,0.049484011,0.037459173,0.028034363,0.020757277,0.015219014,0.011064582,0.007996234,0.005772057,0.004201847,0.00314187,0.002489654,0.002179546
823,0.868388449,0.866357342,0.862262771,0.85604036,0.847594537,0.836800103,0.823505001,0.807534871,0.788700159,0.766806673,0.741670504,0.713138088,0.681111719,0.64557995,0.606650901,0.564584674,0.519819091,0.472981534,0.424879659,0.376466029,0.328776506,0.28284875,0.239633254,0.1999127,0.164244131,0.132932933,0.106039788,0.083414597,0.064747021,0.049622537,0.037574901,0.028129302,0.020833897,0.015279967,0.011112498,0.008033594,0.005801121,0.004224633,0.003160173,0.002505078,0.002193566
824,0.868207674,0.86617728,0.862084197,0.855864177,0.84742184,0.836632246,0.823343664,0.807382124,0.788558514,0.766679119,0.7415605,0.713049508,0.681048723,0.645546757,0.606651461,0.564622242,0.519895732,0.473097637,0.425033542,0.376653745,0.328991948,0.283084062,0.239879533,0.200160845,0.164485693,0.133160807,0.106248653,0.083601064,0.064909535,0.049761099,0.037690699,0.028224333,0.020910619,0.015341023,0.011160514,0.008071046,0.005830268,0.004247495,0.003178544,0.002520566,0.002207646
825,0.86802684,0.865997158,0.861905562,0.855687929,0.847249073,0.836464311,0.823182239,0.807229275,0.788416749,0.766551417,0.741450314,0.712960704,0.680985451,0.645513227,0.606651617,0.564659334,0.51997183,0.473213138,0.425186778,0.376840795,0.329206731,0.283318753,0.240125257,0.200408522,0.164726886,0.133388414,0.106457347,0.083787445,0.065072032,0.049899695,0.037806567,0.028319454,0.020987442,0.015402182,0.011208628,0.008108589,0.005859498,0.004270432,0.003196983,0.002536117,0.002221787
826,0.867845947,0.865816976,0.861726865,0.855511617,0.847076236,0.8362963,0.823020727,0.807076324,0.788274862,0.766423568,0.741339947,0.712871676,0.680921903,0.645479362,0.60665137,0.564695954,0.520047386,0.473328037,0.425339369,0.37702718,0.329420857,0.283552826,0.240370428,0.200655732,0.16496771,0.133615755,0.106665871,0.08397374,0.065234511,0.050038325,0.037922504,0.028414667,0.021064366,0.015463444,0.011256841,0.008146224,0.005888811,0.004293444,0.00321549,0.002551732,0.002235989
827,0.867664996,0.865636735,0.861548106,0.85533524,0.84690333,0.836128212,0.822859128,0.806923272,0.788132854,0.766295572,0.741229399,0.712782425,0.680858081,0.645445161,0.606650722,0.564732101,0.520122402,0.473442335,0.425491317,0.377212902,0.329634327,0.283786281,0.240615045,0.200902474,0.165208165,0.133842827,0.106874223,0.084159947,0.065396971,0.050176987,0.038038509,0.028509969,0.02114139,0.015524807,0.011305153,0.008183951,0.005918208,0.004316531,0.003234066,0.00256741,0.002250252
828,0.867483985,0.865456434,0.861369286,0.855158799,0.846730355,0.835960047,0.822697442,0.806770119,0.787990725,0.766167429,0.74111867,0.712692951,0.680793984,0.645410627,0.606649672,0.564767778,0.520196879,0.473556036,0.425642623,0.377397961,0.329847143,0.284019118,0.24085911,0.201148749,0.165448251,0.134069631,0.107082402,0.084346066,0.065559411,0.050315681,0.038154582,0.028605361,0.021218514,0.015586273,0.011353563,0.008221769,0.005947688,0.004339693,0.00325271,0.002583151,0.002264576
829,0.867302916,0.865276073,0.861190405,0.854982292,0.84655731,0.835791806,0.82253567,0.806616865,0.787848475,0.76603914,0.741007762,0.712603255,0.680729614,0.645375759,0.606648224,0.564802985,0.520270818,0.473669139,0.425793288,0.377582359,0.330059306,0.284251339,0.241102622,0.201394557,0.165687966,0.134296166,0.107290408,0.084532095,0.065721831,0.050454407,0.038270723,0.028700842,0.021295737,0.01564784,0.011402071,0.008259679,0.005977252,0.004362931,0.003271423,0.002598956,0.00227896
830,0.867121788,0.865095653,0.861011462,0.854805721,0.846384195,0.835623488,0.82237381,0.806463509,0.787706106,0.765910704,0.740896674,0.712513337,0.680664972,0.64534056,0.606646376,0.564837724,0.520344221,0.473781647,0.425943316,0.377766099,0.330270816,0.284482945,0.241345582,0.201639897,0.165927312,0.134522432,0.10749824,0.084718034,0.065884228,0.050593163,0.038386929,0.02879641,0.021373059,0.015709508,0.011450677,0.00829768,0.006006899,0.004386244,0.003290204,0.002614824,0.002293406
831,0.866940601,0.864915172,0.860832457,0.854629086,0.846211011,0.835455093,0.822211864,0.806310053,0.787563615,0.765782122,0.740785406,0.712423198,0.680600057,0.645305029,0.606644131,0.564871996,0.52041709,0.473893562,0.426092705,0.377949181,0.330481676,0.284713936,0.241587991,0.20188477,0.166166288,0.134748428,0.107705897,0.084903883,0.066046604,0.050731948,0.038503201,0.028892067,0.021450479,0.015771277,0.01149938,0.008335772,0.006036629,0.004409633,0.003309054,0.002630757,0.002307913
832,0.866759354,0.864734632,0.860653391,0.854452385,0.846037758,0.835286622,0.822049832,0.806156496,0.787421005,0.765653395,0.740673959,0.712332838,0.680534871,0.645269167,0.60664149,0.564905803,0.520489426,0.474004884,0.42624146,0.378131606,0.330691887,0.284944314,0.241829849,0.202129176,0.166404892,0.134974153,0.107913378,0.085089639,0.066208956,0.050870762,0.038619538,0.028987811,0.021527998,0.015833147,0.011548181,0.008373955,0.006066442,0.004433096,0.003327972,0.002646753,0.002322481
