"#Time along first column, position along first row. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time (day)\Position (micrometers),0,30,60,90,120,150,180,210,240,270,300,330,360,390,420,450,480,510,540,570,600,630,660,690,720,750,780,810,840,870,900,930,960,990,1020,1050,1080,1110,1140,1170,1200,1230,1260,1290,1320,1350,1380,1410,1440,1470,1500,1530,1560,1590,1620,1650,1680,1710,1740,1770,1800,1830,1860,1890,1920,1950,1980,2010,2040,2070,2100,2130,2160,2190,2220,2250,2280,2310,2340,2370,2400,2430,2460,2490,2520,2550,2580,2610,2640,2670,2700,2730,2760,2790,2820,2850,2880,2910,2940,2970,3000,3030,3060,3090,3120,3150,3180,3210,3240,3270,3300,3330,3360,3390,3420,3450,3480,3510,3540,3570,3600,3630,3660,3690,3720,3750,3780,3810,3840,3870,3900,3930,3960,3990,4020,4050,4080,4110,4140,4170,4200,4230,4260,4290,4320,4350,4380,4410,4440,4470,4500,4530,4560,4590,4620,4650,4680,4710,4740,4770,4800,4830,4860,4890,4920,4950,4980,5010,5040,5070,5100,5130,5160,5190,5220,5250,5280,5310,5340,5370,5400,5430,5460,5490,5520,5550,5580,5610,5640,5670,5700,5730,5760,5790,5820,5850,5880,5910,5940,5970,6000,6030,6060,6090,6120,6150,6180,6210,6240,6270,6300,6330,6360,6390,6420,6450,6480,6510,6540,6570,6600,6630,6660,6690,6720,6750,6780,6810,6840,6870,6900,6930,6960,6990,7020,7050,7080,7110,7140,7170,7200,7230,7260,7290,7320,7350,7380,7410,7440,7470,7500,7530,7560,7590,7620,7650,7680,7710,7740,7770,7800,7830,7860,7890,7920,7950,7980,8010,8040,8070,8100,8130,8160,8190,8220,8250,8280,8310,8340,8370,8400,8430,8460,8490,8520,8550,8580,8610,8640,8670,8700,8730,8760,8790,8820,8850,8880,8910,8940,8970
10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999752415,1,0.998814915,0.998630953,0.996542629,0.994177016,0.992484562,0.980577055,0.969625237,0.955442461,0.941292923,0.933526099,0.920109444,0.899600628,0.880209392,0.84457399,0.815207328,0.768851845,0.717593568,0.676073975,0.630808664,0.586237087,0.525781705,0.479414752,0.429460439,0.35366668,0.292629876,0.229925365,0.185964575,0.154082669,0.122878004,0.085999114,0.067758799,0.060256787,0.053541667,0.040547733,0.030362753,0.024825673,0.011385836,0.00882732,0.005221932,0.004679487,0.005020676,0.003896104,0.000645995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9990625,0.996861111,0.995722222,0.994861742,0.992457643,0.987629651,0.976201928,0.962178896,0.948669292,0.938977088,0.92911698,0.903185301,0.897614062,0.870878544,0.834228893,0.798926755,0.749479644,0.713059533,0.662281226,0.611405372,0.580385215,0.524563447,0.473084237,0.423395015,0.366015182,0.299444895,0.245641704,0.187279612,0.156894118,0.123532411,0.101925356,0.084752827,0.07046674,0.055452057,0.041313131,0.032592365,0.017055625,0.01543256,0.012489234,0.008354756,0.007310705,0.00530504,0.005055147,0.005221932,0.004631357,0.002958153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99984375,0.999903846,0.999588745,0.997166667,0.997047619,0.996911765,0.992907297,0.987399305,0.980628831,0.97202145,0.962310846,0.945955602,0.940865435,0.914110363,0.90088761,0.87136244,0.849862991,0.818446272,0.784237279,0.753536702,0.710211494,0.665765889,0.617720506,0.560650821,0.522373662,0.474100116,0.423985278,0.377598826,0.318828576,0.261551247,0.208567513,0.172990577,0.134803777,0.107804129,0.090433522,0.067253935,0.053122447,0.048263292,0.03834202,0.030088459,0.025333902,0.018269591,0.014718615,0.011794872,0.006962576,0.005128205,0.005208333,0.003478434,0.002362543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999891304,1,1,1,0.999053031,0.997391304,0.995738095,0.991951705,0.988676844,0.981845915,0.976496127,0.96070625,0.94340525,0.929971478,0.920673348,0.907614438,0.901565755,0.871089942,0.854236553,0.825896766,0.776629315,0.748432243,0.708985098,0.67307229,0.626520591,0.581614106,0.51084179,0.472473144,0.425853309,0.367810036,0.317522904,0.262930811,0.216438545,0.176086776,0.138357047,0.109433059,0.100222408,0.077121397,0.066334825,0.060956204,0.042353732,0.033856499,0.025832106,0.022067622,0.019220779,0.014130947,0.012358861,0.009634551,0.005642361,0.002583979,0.002564103,0.002262837,0.001627604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999833333,0.999580592,0.996945187,0.996299342,0.995386905,0.991924074,0.989004842,0.978859494,0.974034268,0.963876891,0.949336628,0.932323912,0.914768433,0.903522724,0.874804052,0.854515232,0.820380839,0.804537182,0.77121606,0.733032311,0.696852638,0.656326812,0.601858445,0.568471049,0.521333265,0.478698066,0.424683334,0.359027963,0.310198072,0.261868627,0.220734447,0.171919723,0.147736351,0.127255902,0.106433544,0.084616472,0.074261063,0.061606374,0.051040857,0.036007206,0.025226221,0.023465929,0.018434568,0.017084106,0.013164625,0.007792208,0.006760729,0.00705373,0.00428965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999861111,0.999666667,0.998455882,0.9985,0.996851496,0.995115968,0.992546704,0.985883165,0.974713976,0.967587897,0.950219612,0.936010867,0.920799842,0.912465865,0.890287675,0.870473538,0.857195703,0.825009497,0.792336073,0.75645685,0.744181574,0.698240098,0.661359662,0.621816773,0.565553971,0.507316875,0.464616381,0.413311335,0.362602129,0.310166737,0.262183589,0.230687715,0.207303721,0.179442,0.138801227,0.110831798,0.08902947,0.07622495,0.065908626,0.048110453,0.036938594,0.030089004,0.023708476,0.017260375,0.016393207,0.009415584,0.007675439,0.007699275,0.007311941,0.003165375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999364286,0.999636364,0.994891304,0.991381944,0.987177885,0.983844814,0.976047358,0.965088889,0.941808124,0.941391481,0.924852474,0.903676131,0.886012073,0.866953279,0.844214446,0.827044684,0.789698352,0.758645624,0.717570701,0.695004585,0.64472229,0.604863341,0.553968156,0.495425031,0.443266613,0.408586849,0.359284912,0.306963319,0.279846581,0.23876623,0.19312415,0.165735229,0.140708459,0.125779996,0.107105306,0.081055626,0.066078998,0.051023159,0.043023015,0.033742498,0.031971975,0.024041404,0.013297051,0.007262118,0.007506702,0.005274725,0.002197802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999875,0.9995,0.999891304,0.998605114,0.994056548,0.993331171,0.98721036,0.98187482,0.975301587,0.96082424,0.946047249,0.924603726,0.909925714,0.900890705,0.881016384,0.857625981,0.837601961,0.810883873,0.776007074,0.747889377,0.714204847,0.675590332,0.639998277,0.590060645,0.55607237,0.491661445,0.429752516,0.381069501,0.343905305,0.310610246,0.274054569,0.234789767,0.193599925,0.167928413,0.149640908,0.123286323,0.102473636,0.089940203,0.078263505,0.066616336,0.052575348,0.049073011,0.035508373,0.024515422,0.01891585,0.016903433,0.006140351,0.00428449,0.002597403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999642857,0.998928572,0.994375,0.993844612,0.98966809,0.985019249,0.97276545,0.962841577,0.951900992,0.939166901,0.92483828,0.910089994,0.893778683,0.868834891,0.839130625,0.822079135,0.796251672,0.774493131,0.746515179,0.710886313,0.674771079,0.622791586,0.569649698,0.527520314,0.486521152,0.426828818,0.392630896,0.342816988,0.302816653,0.258181041,0.227517963,0.195656701,0.166407271,0.141311055,0.125935088,0.110068743,0.093681777,0.083992165,0.073679935,0.05599822,0.049055186,0.038052592,0.030601904,0.027473351,0.015045853,0.007044673,0.004314311,0.004603581,0.004764441,0.001388889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.998903209,0.999868421,0.997465147,0.995099076,0.98958905,0.982122295,0.97740139,0.958863475,0.945703806,0.930818132,0.912121407,0.894282745,0.874643009,0.863385266,0.84035271,0.818151515,0.784566817,0.744372752,0.71257818,0.678780245,0.656848258,0.612384348,0.563894839,0.525924627,0.460417339,0.408798006,0.369852373,0.352856665,0.312220558,0.274937974,0.239107241,0.197873675,0.169192176,0.145467448,0.119388535,0.099963533,0.086933608,0.076934602,0.065984821,0.059799241,0.05660289,0.043159611,0.032414665,0.023420923,0.013307494,0.008211312,0.007505845,0.007517182,0.004273504,0.002262837,0.000636132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.997625,0.993990385,0.994122549,0.98846295,0.984210282,0.977448603,0.973101919,0.960736553,0.947569711,0.920319587,0.905642198,0.887216783,0.868585901,0.851659813,0.816289595,0.797207671,0.768069233,0.747216138,0.699968138,0.646898198,0.622979143,0.590534311,0.556974102,0.501337383,0.454832298,0.428115218,0.387826488,0.34833059,0.296373617,0.266511931,0.237508815,0.206990936,0.176672128,0.134726699,0.119410823,0.10646103,0.092266163,0.071774391,0.063399209,0.05443015,0.048009035,0.039184177,0.032518205,0.020052392,0.014454805,0.005641026,0.004697592,0.001298701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999386364,0.9975,0.9975,0.99665,0.993928572,0.992172619,0.989045455,0.98553029,0.983163004,0.974763252,0.957235348,0.944680892,0.928579209,0.90363512,0.892932816,0.872548381,0.856902667,0.845270328,0.827129209,0.79387543,0.764861969,0.742522768,0.707957806,0.672244251,0.630947571,0.580711802,0.530817738,0.485464013,0.446705343,0.40702182,0.375371167,0.332262006,0.311469629,0.271065378,0.234232007,0.203174108,0.177534214,0.147090808,0.129872162,0.109163564,0.088857344,0.073883747,0.061824503,0.055389078,0.042041793,0.030567892,0.020922385,0.018034678,0.014106842,0.010714286,0.010405759,0.001399825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9999,0.999615385,0.99925,1,1,0.999886364,0.999895833,0.999318182,0.999464286,0.998368056,0.999325397,0.9955,0.997019608,0.993743287,0.9893283,0.988954916,0.978751524,0.964611453,0.954660186,0.939653127,0.919993259,0.910165381,0.88951634,0.869561921,0.848602797,0.832963123,0.805572483,0.797617608,0.766773345,0.746657859,0.703452534,0.654579077,0.624282449,0.573389994,0.536397936,0.48856575,0.437425519,0.40885618,0.363252314,0.340353902,0.312197515,0.267242874,0.234969446,0.199642411,0.169796715,0.156872103,0.128776521,0.109738589,0.094449388,0.080814484,0.065753279,0.051343976,0.045405626,0.038436271,0.030274899,0.023168578,0.019855775,0.015025907,0.007705812,0.005657093,0.00249566,0.003113553,0.002590674,0.001937984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9998,1,1,0.9995,0.9975,0.9975,0.9975,1,0.996800239,0.993580921,0.992573841,0.991049219,0.980017711,0.969236742,0.957636045,0.957322647,0.937816439,0.926548769,0.904553675,0.886374105,0.872289121,0.856493904,0.84157898,0.82188098,0.794285137,0.754276712,0.716388557,0.683211868,0.657254455,0.601993418,0.564757342,0.532620213,0.49174561,0.464281376,0.415682624,0.374423129,0.325271607,0.294253505,0.262133667,0.22407705,0.207667314,0.184114967,0.160637717,0.147378336,0.131000731,0.107403362,0.09002985,0.07573264,0.065064766,0.051576994,0.042606923,0.039043871,0.029870801,0.024471901,0.020424107,0.014806988,0.010675092,0.005277045,0.003710575,0.00249418,0.002544529,0.001272265,0.002624672,0.002510556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.998,0.998,0.9975,0.9975,0.9975,0.9975,0.9975,0.996286634,0.994449405,0.991305921,0.984652778,0.975348485,0.975140547,0.967540349,0.953578176,0.939157753,0.93547376,0.911376476,0.900274713,0.875319656,0.849081236,0.828277158,0.815894499,0.77754078,0.753027361,0.722821175,0.690788466,0.672197131,0.630365234,0.562968678,0.526403315,0.475745451,0.447327997,0.403373216,0.353123212,0.313029974,0.284588399,0.250833424,0.225918379,0.20338925,0.177326826,0.159189977,0.137594149,0.123813922,0.111062905,0.103647925,0.081414975,0.067709245,0.052802775,0.047747972,0.037759798,0.026891002,0.021479482,0.018181818,0.014546811,0.011608928,0.008813215,0.005538579,0.003418803,0.002590674,0.002604167,0.001731602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
