Nss,10,12,14,16,18,20,30,40,50,75,100,500,1000
1/Pf,4.750593824,5.303476724,5.449591281,6.269592476,6.666666667,7.8125,9.933774834,13.35785953,16.66666667,23.69194313,28.98550725,157.8866667,300.3953488
Error bar of 1/Pf,0.145927393,0.116163684,0.182455799,0.324562476,0.358103251,0.32422496,0.547212773,0.750413595,0.942127936,1.618908342,3.583815554,13.11307208,33.5196541
