"#Time along first column, position along first row. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time (day)/Position,0,30,60,90,120,150,180,210,240,270,300,330,360,390,420,450,480,510,540,570,600,630,660,690,720,750,780,810,840,870,900,930,960
5.925,0.98372347,0.980101825,0.972304145,0.960972085,0.94972583,0.940341455,0.931476465,0.924572465,0.91897789,0.915817075,0.911768815,0.90616759,0.899874205,0.894592845,0.886531355,0.878964055,0.87070874,0.86440093,0.85356815,0.8440491,0.83325146,0.81873491,0.79752082,0.743733475,0.56752945,0.237693515,0.05156131,0.007145935,0.00023269,0,0,0,0
5.9375,0.98375963,0.980092125,0.972342905,0.960981175,0.949749025,0.940435575,0.93158956,0.92460478,0.91904821,0.915950325,0.911838095,0.906272915,0.8999912,0.89471186,0.886660625,0.879101875,0.870869895,0.864461575,0.853822345,0.844183015,0.833460375,0.818966325,0.79790334,0.745206555,0.571441685,0.242247065,0.053384895,0.007533605,0.000266175,0,0,0,0
5.95,0.983759935,0.98009947,0.972370305,0.96105749,0.949763755,0.9405314,0.93163754,0.92465611,0.91917359,0.91602945,0.91184388,0.906401425,0.90013514,0.89477563,0.88677768,0.87920587,0.87101995,0.864606205,0.854058905,0.84423644,0.83372544,0.81915949,0.798362395,0.74664097,0.57540975,0.247431995,0.054822,0.0078831,0.000299065,0,0,0,0
5.9625,0.98374826,0.98008927,0.972422455,0.961047465,0.949825755,0.940625225,0.931705125,0.92479334,0.91927719,0.916034925,0.91196037,0.906502065,0.900199705,0.89486557,0.886934965,0.87932264,0.87114452,0.864757295,0.85418516,0.844472085,0.833926455,0.81934802,0.79874218,0.74793456,0.579646035,0.251890435,0.056331845,0.008322675,0.00029909,0,0,0,0
5.975,0.983757945,0.980082245,0.972468245,0.96105048,0.94989975,0.940665905,0.9317648,0.924881505,0.919319755,0.91609512,0.91207221,0.90665239,0.900293625,0.89497583,0.887060475,0.87948668,0.87125263,0.864827465,0.854374515,0.84459636,0.83420525,0.81954381,0.799120765,0.749446725,0.583729705,0.256908145,0.057853185,0.00867288,0.000315895,0,0,0,0
5.9875,0.98374297,0.98009083,0.97250777,0.96109387,0.94996419,0.940684805,0.931779735,0.92503304,0.9193272,0.91618925,0.91212636,0.906799785,0.900374365,0.895094615,0.887148945,0.87957745,0.871448595,0.864954335,0.854475385,0.844772315,0.834362955,0.81968683,0.79958235,0.75076163,0.587707875,0.26183567,0.059575475,0.009030515,0.00033239,0,0,0,0
6,0.983757,0.98009879,0.97256502,0.96109914,0.95004703,0.940719375,0.931818725,0.925121075,0.91940095,0.91625246,0.912209575,0.90687049,0.90045166,0.895189095,0.88727126,0.879729125,0.871570705,0.86506879,0.854672255,0.844895795,0.834532865,0.81991127,0.80004795,0.752115415,0.591940305,0.26664962,0.06138941,0.009437635,0.00034868,0,0,0,0
6.0125,0.983781575,0.98009941,0.972583635,0.961126795,0.950068805,0.940774725,0.93189985,0.9251826,0.91955317,0.91629064,0.91223922,0.907029425,0.90054332,0.89529803,0.88734879,0.879804085,0.87176857,0.86520494,0.854811905,0.844995455,0.83473415,0.820152295,0.800483425,0.753514685,0.595786235,0.271508105,0.0630073,0.00977394,0.000365,0,0,0,0
6.025,0.98377694,0.98011722,0.972619775,0.961113455,0.95019017,0.940766515,0.93200653,0.92524841,0.919594295,0.91636795,0.91230178,0.90713743,0.90066041,0.895396745,0.88743119,0.879876,0.871944755,0.865347845,0.854962175,0.84514341,0.834919385,0.82023507,0.800959445,0.75482875,0.599600875,0.27656248,0.06467435,0.00998272,0.00038158,0,0,0,0
6.0375,0.98377762,0.980137565,0.97262731,0.961126095,0.9502444,0.94081792,0.93209755,0.92531098,0.919631545,0.916430845,0.912382,0.90728788,0.900711345,0.89553261,0.88750489,0.87992064,0.87220481,0.86543824,0.8551663,0.84532342,0.83500663,0.82044938,0.8013841,0.756004975,0.60339489,0.281790355,0.06668725,0.01045582,0.00043116,0,0,0,0
6.05,0.983793255,0.980152875,0.972679375,0.96113657,0.95029066,0.940913485,0.932150935,0.92541667,0.91969098,0.916497605,0.91247201,0.90731826,0.90086165,0.89562147,0.88763191,0.880110005,0.872252955,0.865533765,0.8553266,0.845539485,0.835212905,0.82066879,0.801812085,0.75719559,0.60717588,0.286988065,0.068613035,0.010875845,0.00046359,0,0,0,0
6.0625,0.98380953,0.980165665,0.972767235,0.96111857,0.950316625,0.940955245,0.93223678,0.92544991,0.91978583,0.916565665,0.91249875,0.90744313,0.90097067,0.895671615,0.88781927,0.88017042,0.87241537,0.86565754,0.855478435,0.845690495,0.835368735,0.820921455,0.802208955,0.75836077,0.610845585,0.292150775,0.07057343,0.011211725,0.000496165,0,0,0,0
6.075,0.983813435,0.980149915,0.972825735,0.961166925,0.95032871,0.941060275,0.93223606,0.925541115,0.91986613,0.91661264,0.912599145,0.9075316,0.90096664,0.895845585,0.887975705,0.880270975,0.872429815,0.865851065,0.855598465,0.845827025,0.83558921,0.821161145,0.80273324,0.75945009,0.61440634,0.297123675,0.072877115,0.011572085,0.00051223,0,0,0,0
6.0875,0.983817295,0.980129085,0.97285517,0.96122291,0.95036294,0.94113536,0.932264245,0.92558453,0.9199626,0.916724135,0.91270492,0.907646465,0.90104003,0.89592148,0.88807988,0.88041054,0.87250118,0.86594154,0.85581189,0.845981385,0.83582457,0.821427975,0.803093455,0.760637625,0.61818134,0.30203618,0.07528796,0.01184204,0.000545625,0,0,0,0
6.1,0.983836155,0.980145585,0.972893185,0.96119926,0.95044289,0.94116486,0.932348715,0.92561335,0.920087325,0.916801625,0.91275179,0.907744335,0.901191835,0.89598113,0.888190525,0.8805211,0.87261171,0.866033125,0.85587671,0.846125785,0.836027595,0.821679475,0.803469965,0.76162796,0.621784955,0.307335005,0.077135195,0.01225767,0.0005787,0,0,0,0
6.1125,0.983848865,0.980176125,0.97288936,0.9612718,0.950474025,0.9412399,0.93243921,0.92567397,0.92016656,0.9168949,0.912743045,0.90785014,0.901279525,0.896124785,0.88823272,0.880662175,0.87267287,0.86626663,0.85595089,0.846227515,0.83625588,0.821941095,0.803846175,0.76271623,0.62504956,0.312442285,0.07929581,0.012709275,0.000611605,0,0,0,0
6.125,0.983881585,0.980175245,0.9729094,0.96131581,0.95049429,0.9413394,0.93247933,0.92575725,0.920251815,0.916949685,0.91288889,0.907887215,0.90147837,0.896124085,0.888367555,0.880773425,0.87282676,0.86643519,0.85605538,0.846322475,0.836457,0.822214075,0.804250415,0.763718165,0.628547725,0.31802395,0.08110166,0.01334505,0.00066086,0,0,0,0
6.1375,0.98391233,0.980164975,0.972925285,0.961404585,0.950514575,0.94144897,0.932551875,0.92581515,0.92028817,0.91702367,0.912949755,0.9080372,0.90146797,0.896286775,0.88838385,0.880932095,0.872985215,0.866526085,0.85629983,0.846481525,0.836600165,0.822423845,0.804681925,0.764699895,0.631874165,0.32337485,0.08335052,0.01388319,0.000677785,0,0,0,0
6.15,0.9839071,0.98018956,0.97292982,0.96142506,0.95057346,0.94153182,0.932571165,0.92595126,0.92036592,0.91706906,0.913012755,0.9081335,0.9015702,0.89639292,0.88851889,0.88108352,0.873196485,0.86657086,0.856592355,0.84648673,0.83673519,0.822726295,0.804969905,0.765729375,0.635075465,0.32850013,0.085455515,0.014434675,0.00071115,0,0,0,0
6.1625,0.98394232,0.980164905,0.97293726,0.961505045,0.950644675,0.941556145,0.93263383,0.925990995,0.920492755,0.917159215,0.91306941,0.90817793,0.901672445,0.89652492,0.88860852,0.8811575,0.873310605,0.866717205,0.85673544,0.846723635,0.83695228,0.822885325,0.805324405,0.76677393,0.638384425,0.333813795,0.08767977,0.014966845,0.000728305,0,0,0,0
6.175,0.983956175,0.98019664,0.97293009,0.96156763,0.95069791,0.941650385,0.93266546,0.92606719,0.92052656,0.91734118,0.913074285,0.90821183,0.901831475,0.89666252,0.88863206,0.881321405,0.87348065,0.866766505,0.85701607,0.846858725,0.83718076,0.823065935,0.805640675,0.76784246,0.641390125,0.33940473,0.09033625,0.015486855,0.000793755,0,0,0,0
6.1875,0.983981105,0.98022434,0.972941605,0.961618075,0.95076568,0.94168043,0.932720915,0.9261726,0.92058554,0.917420755,0.91309269,0.908332445,0.901939115,0.896734005,0.888749895,0.88154191,0.873563265,0.866966555,0.857109015,0.8470893,0.8374429,0.82326003,0.80592773,0.768862445,0.64468074,0.344186975,0.09285626,0.01607121,0.00081008,0,0,0,0
6.2,0.983986895,0.980262115,0.972968505,0.961634825,0.95084444,0.941693165,0.9327843,0.92621557,0.920663705,0.91753324,0.913162075,0.908426205,0.90207374,0.896809035,0.888888355,0.881582635,0.87378039,0.86708155,0.857197935,0.84729497,0.837551945,0.823490035,0.80631354,0.76985459,0.64797496,0.349109615,0.09522413,0.016671605,0.000892455,0,0,0,0
6.2125,0.9840016,0.98024217,0.97299281,0.96166846,0.950853525,0.94175331,0.932822805,0.926325535,0.92067191,0.917595445,0.91329801,0.90845925,0.902224785,0.89688189,0.889027475,0.88165089,0.873877075,0.867285185,0.85734491,0.847477175,0.837706695,0.82362686,0.806747345,0.77081993,0.65114621,0.354339355,0.097815765,0.017030555,0.000925035,1.66E-05,0,0,0
6.225,0.98399217,0.980259185,0.973014415,0.961677535,0.95091282,0.941830295,0.93284549,0.92636501,0.92080235,0.917654245,0.91341647,0.908517075,0.902394495,0.89692682,0.88908376,0.881811225,0.873922985,0.867445925,0.85751759,0.847686015,0.837858675,0.823818335,0.807060075,0.771722755,0.654303265,0.35932352,0.10053998,0.017597365,0.00094235,1.66E-05,0,0,0
6.2375,0.983995505,0.98029885,0.97302679,0.961712345,0.95098886,0.94190261,0.93290703,0.926363195,0.92089116,0.91778052,0.913451835,0.90860566,0.902467895,0.89702491,0.889214325,0.881937315,0.874040585,0.86754446,0.85765923,0.84787777,0.8379589,0.824096,0.80729965,0.772690995,0.65728132,0.364473835,0.1030262,0.018125385,0.001007055,1.66E-05,0,0,0
6.25,0.98400762,0.980334195,0.973023725,0.961758965,0.950979945,0.941976885,0.932964515,0.92651197,0.92094405,0.91787082,0.91358285,0.908653095,0.902589775,0.897181945,0.889230895,0.8820641,0.8740587,0.867621855,0.85790437,0.848009695,0.83809507,0.824345485,0.807675125,0.77348137,0.660177425,0.36985996,0.10596616,0.018654295,0.00099024,3.32E-05,0,0,0
6.2625,0.984025345,0.9803298,0.97301315,0.96178774,0.951026395,0.94202706,0.933082465,0.926520875,0.921063845,0.91789743,0.91368067,0.908764265,0.90265394,0.897287095,0.8892846,0.88219864,0.874192855,0.867793915,0.858013455,0.848190185,0.83822742,0.824570255,0.807979205,0.77435486,0.663249215,0.37462091,0.108952605,0.01923833,0.00102254,3.32E-05,0,0,0
6.275,0.98404504,0.98031195,0.973028845,0.96180377,0.951036825,0.942124725,0.93313074,0.926656025,0.92109521,0.91793128,0.913784805,0.90874047,0.902782785,0.89738774,0.88936583,0.882363185,0.87425928,0.86799906,0.8581107,0.84835929,0.838437495,0.824691955,0.808368405,0.775235315,0.66582508,0.379852335,0.11178297,0.01977966,0.00108753,4.97E-05,0,0,0
6.2875,0.9840679,0.98030494,0.973055955,0.961824345,0.95109645,0.9421745,0.93319434,0.92672334,0.92115974,0.91799589,0.91389455,0.90880842,0.90286233,0.89742167,0.88943466,0.882537545,0.87438116,0.868084535,0.858252645,0.84852923,0.838628685,0.824856005,0.80868663,0.776107125,0.66875847,0.38512622,0.114818775,0.02043738,0.001120535,4.97E-05,0,0,0
6.3,0.98411828,0.98028462,0.97308276,0.96184047,0.95115356,0.942245175,0.933268345,0.92679717,0.92125653,0.91800289,0.9139214,0.908896195,0.902935835,0.897590645,0.889489915,0.88267329,0.874515905,0.8682118,0.85843374,0.84864442,0.838833395,0.82504294,0.809039715,0.776720905,0.671849015,0.390478595,0.11800874,0.021298345,0.001218805,4.98E-05,0,0,0
6.3125,0.98413643,0.980284805,0.973123065,0.961897925,0.95118304,0.94230492,0.93337248,0.92681823,0.921389945,0.91804253,0.914033625,0.9089619,0.903026245,0.89769406,0.889591765,0.882768825,0.874692185,0.868321535,0.858581185,0.848900675,0.838944405,0.82522342,0.80934265,0.777558005,0.67446544,0.39571663,0.121158325,0.02184927,0.001284815,6.68E-05,0,0,0
6.325,0.98417557,0.980290185,0.973130145,0.961939295,0.951216815,0.94233854,0.933429245,0.92695885,0.921402155,0.918147755,0.914115095,0.909027735,0.90314003,0.89781181,0.88974515,0.88281489,0.87488909,0.86841165,0.8587364,0.849005605,0.839170105,0.82546773,0.809583665,0.77836335,0.677153085,0.40073083,0.124072805,0.022561625,0.001414575,0.000116685,0,0,0
6.3375,0.98421322,0.98025616,0.97316479,0.96198677,0.951241845,0.94247253,0.933498445,0.926966925,0.92149292,0.91823574,0.914143735,0.909150385,0.90329997,0.89787329,0.889841165,0.8829168,0.87495916,0.868596505,0.858814905,0.849089415,0.839461355,0.82563496,0.809876475,0.779049905,0.67981205,0.4059552,0.127087885,0.023231975,0.00152813,0.000116655,0,0,0
6.35,0.98420693,0.98027403,0.973175725,0.962004235,0.951332555,0.942459785,0.933581535,0.92705619,0.92150086,0.91837618,0.91423188,0.909200245,0.903380305,0.89792849,0.89001465,0.88300908,0.8750258,0.868747885,0.858884325,0.849197315,0.83965988,0.825844275,0.810260995,0.779718585,0.68247249,0.411461495,0.12997496,0.023753195,0.001578725,0.00011673,0,0,0
6.3625,0.98417481,0.980301675,0.973206305,0.962021075,0.95138167,0.942547805,0.933659505,0.927119185,0.92159922,0.91842515,0.914287075,0.909259655,0.903473555,0.89807197,0.8900896,0.88312533,0.875096665,0.86890764,0.859010765,0.84935629,0.839886325,0.826066425,0.81045845,0.78055008,0.684913905,0.416582965,0.13298688,0.024704305,0.00164419,0.00011674,0,0,0
6.375,0.98414603,0.980313865,0.9732025,0.962069175,0.95141283,0.94263806,0.93369019,0.927194665,0.921650785,0.918503535,0.914336295,0.90933022,0.903631255,0.898137025,0.890138165,0.883250405,0.87523261,0.869178235,0.859079735,0.849496885,0.84008205,0.82624951,0.810763885,0.781388565,0.687442225,0.42203807,0.135769215,0.02570076,0.00167651,0.00011689,0,0,0
6.3875,0.984175855,0.980291225,0.973227545,0.96211667,0.951466205,0.94263908,0.933835645,0.92722703,0.92177927,0.91859652,0.91439222,0.90941546,0.903787245,0.898170535,0.89033193,0.883327725,0.87538159,0.86934989,0.85916874,0.84965861,0.840368035,0.82639527,0.81103952,0.782226385,0.689929215,0.426864685,0.138968955,0.02644211,0.001789485,0.000117025,0,0,0
6.4,0.984178665,0.98028943,0.973255255,0.962152115,0.95149425,0.94264351,0.933898155,0.927274955,0.921894555,0.91859604,0.91444434,0.90951567,0.90386567,0.898320615,0.89039849,0.883487325,0.875471485,0.86949128,0.859328805,0.849872755,0.840504485,0.826585445,0.81131296,0.783047225,0.69230621,0.432252305,0.142063785,0.02716953,0.001821515,0.0001338,0,0,0
6.4125,0.98419284,0.98028393,0.97327168,0.96215978,0.951568925,0.94264233,0.93401316,0.92733212,0.92196065,0.91871211,0.91452946,0.90954966,0.903978635,0.89835447,0.890508675,0.88364064,0.87559534,0.8696008,0.859599885,0.85001039,0.84059905,0.82680949,0.81163086,0.783779325,0.69488825,0.437238365,0.145556355,0.028049795,0.001920735,0.000167555,0,0,0
6.425,0.984198925,0.980301625,0.97327075,0.962188615,0.951592405,0.9427324,0.93408049,0.92747454,0.92196949,0.91875147,0.914613485,0.909651985,0.904080905,0.89843189,0.890632845,0.883793275,0.875616585,0.86980183,0.85974143,0.850183275,0.84080657,0.826937485,0.81184798,0.78451095,0.697278195,0.442244905,0.149009975,0.02884481,0.00205439,0.00018437,0,0,0
6.4375,0.9842046,0.980335745,0.97326548,0.96221974,0.95160061,0.942830745,0.93413061,0.927552135,0.92212226,0.918804,0.91465752,0.909746985,0.904178645,0.898514065,0.890732015,0.883942125,0.87572963,0.869909825,0.859844805,0.850310235,0.84103898,0.82710457,0.812149125,0.78519919,0.699766475,0.447176715,0.15230765,0.03004466,0.002121795,0.00020093,0,0,0
6.45,0.984202645,0.980341295,0.973313385,0.96223282,0.951658915,0.942917465,0.93416859,0.92761322,0.92220976,0.91888105,0.914753585,0.909816,0.904256155,0.89862063,0.89085,0.884040015,0.87587441,0.87002257,0.859895495,0.85050906,0.841265495,0.82722894,0.81255572,0.78584181,0.70204069,0.45218637,0.15561457,0.03096198,0.00223856,0.000217545,0,0,0
6.4625,0.98419862,0.98032802,0.97335038,0.962283785,0.951673395,0.943002,0.934211265,0.9277579,0.922264135,0.918927455,0.914811055,0.909924125,0.90429449,0.898720075,0.890934995,0.88415561,0.87604151,0.870139895,0.859975305,0.85066224,0.84145966,0.827301135,0.81286647,0.786509385,0.70420583,0.457543005,0.15917249,0.032302215,0.00235591,0.00023397,0,0,0
6.475,0.984194225,0.980354465,0.973366005,0.962320685,0.95169417,0.943015665,0.934293355,0.92786908,0.922336515,0.919014845,0.914847995,0.910120305,0.90430682,0.89879594,0.89103612,0.884294975,0.87607236,0.87034028,0.860098555,0.850845885,0.841622,0.82752024,0.813163915,0.787077145,0.70638349,0.46246262,0.1628875,0.033151605,0.00248717,0.000233955,0,0,0
6.4875,0.984219225,0.980373075,0.97335855,0.96232952,0.951772685,0.94309407,0.934333305,0.9279528,0.922441355,0.91905141,0.914952915,0.91020191,0.904359235,0.89885676,0.891235405,0.88434824,0.876192965,0.870397935,0.860305465,0.85103084,0.841872075,0.827716965,0.813474275,0.787705835,0.70847491,0.467274875,0.166585305,0.03424316,0.002583675,0.00023415,0,0,0
6.5,0.984237545,0.98036931,0.9734027,0.96235665,0.95179138,0.94319808,0.934352805,0.92808023,0.92247534,0.91913387,0.91503,0.910310765,0.90446197,0.8989851,0.891324795,0.884425505,0.87630788,0.870522325,0.86040881,0.85123714,0.841994485,0.82798098,0.813580795,0.78840375,0.710606955,0.4724484,0.170158685,0.0350995,0.002701485,0.000284485,0,0,0
6.5125,0.984241785,0.98039596,0.973425765,0.962354805,0.95188052,0.943220495,0.934453385,0.92818121,0.92253098,0.91920207,0.91507611,0.91036226,0.904592225,0.89909722,0.891450035,0.8844563,0.87647378,0.87063734,0.860563245,0.85153355,0.84209376,0.828169895,0.813908685,0.78894665,0.712862015,0.477162415,0.17416472,0.03631314,0.002852935,0.000317195,0,0,0
6.525,0.98421442,0.9804318,0.973437235,0.962394465,0.95195385,0.943238345,0.93453503,0.9282496,0.92261374,0.919255885,0.915148405,0.91036849,0.90478618,0.899173385,0.891554325,0.88452003,0.876625705,0.87079723,0.860683075,0.851598385,0.842225255,0.828374695,0.814243415,0.789581025,0.714682895,0.48223894,0.177797075,0.037508565,0.00298446,0.000317745,0,0,0
6.5375,0.98424804,0.980414885,0.973463925,0.96238375,0.952057845,0.94325987,0.93463554,0.928259285,0.92274341,0.919309415,0.915261585,0.910478495,0.904805515,0.899340365,0.891632065,0.88465342,0.87676057,0.870894545,0.86078233,0.85184097,0.84240961,0.828548785,0.814723295,0.790082325,0.716720595,0.48734325,0.181821725,0.03865337,0.00316349,0.000317965,0,0,0
6.55,0.98424109,0.980391605,0.973522155,0.96243748,0.95206847,0.943364155,0.93462705,0.928397105,0.922785975,0.91942096,0.91530556,0.91055749,0.904879925,0.899485755,0.89173872,0.884817535,0.876863635,0.87102361,0.860839625,0.85203902,0.84254897,0.82874465,0.8150412,0.79080564,0.718502895,0.492321925,0.18565055,0.03978271,0.003295335,0.00035111,0,0,0
6.5625,0.984252905,0.980394525,0.97352834,0.96250786,0.952106045,0.94345856,0.93467721,0.928432325,0.92285653,0.919536865,0.915387905,0.91058181,0.905013025,0.89954929,0.891878345,0.884959105,0.87703152,0.87112275,0.860969195,0.8521386,0.84272974,0.82903451,0.81529801,0.79135012,0.72051788,0.49736058,0.18978909,0.041015885,0.003505445,0.00035089,0,0,0
6.575,0.984276245,0.980413815,0.973524125,0.96258616,0.952112425,0.943530645,0.9347454,0.928506825,0.922960355,0.919599475,0.915442925,0.910663765,0.905152085,0.89970194,0.89189237,0.885103475,0.877251305,0.87115315,0.861083115,0.852309155,0.84294511,0.82918237,0.81560815,0.79184345,0.7222635,0.502277165,0.193388215,0.04219986,0.003678445,0.00038463,0,0,0
6.5875,0.984299675,0.98044612,0.973541225,0.962597315,0.95216889,0.943572425,0.934831435,0.928514045,0.923106325,0.919621385,0.91557885,0.910795935,0.90520114,0.899729065,0.89198518,0.885197755,0.87741599,0.871255925,0.861261115,0.85241001,0.84308842,0.829442465,0.815858565,0.79247639,0.723888155,0.50706517,0.197701915,0.04380421,0.00387089,0.00040097,0,0,0
6.6,0.98426563,0.980498625,0.973542195,0.962645105,0.95218038,0.943614775,0.93488982,0.92856844,0.92320091,0.919711135,0.915648275,0.91085469,0.90529937,0.899826845,0.89210428,0.885268845,0.877518145,0.8714275,0.86138133,0.852582955,0.843247235,0.82958229,0.816116835,0.79306262,0.72573089,0.51146451,0.202206915,0.044921115,0.004033055,0.000433505,0,0,0
6.6125,0.984253385,0.980513135,0.973583805,0.96268369,0.952217665,0.94368901,0.9349269,0.92865669,0.923242645,0.91982764,0.915723975,0.910887885,0.905466125,0.899873775,0.892209925,0.88541711,0.877590655,0.871498595,0.861568615,0.852741715,0.84339042,0.829725315,0.8164789,0.793492625,0.727631075,0.51569188,0.20667246,0.04609726,0.00419985,0.000482715,0,0,0
6.625,0.984277725,0.980515795,0.97364305,0.96270292,0.952249775,0.943762085,0.935014805,0.92871802,0.92334303,0.919931915,0.915777935,0.91100092,0.90552268,0.90001201,0.892305825,0.885494595,0.87771351,0.871627015,0.86169131,0.852949725,0.84361759,0.829764875,0.81688628,0.793933105,0.72926599,0.520326225,0.21082102,0.047255225,0.004441995,0.00049932,0,0,0
6.6375,0.98427245,0.98054075,0.97363817,0.962741495,0.95225315,0.94386572,0.93506509,0.92876888,0.92336846,0.91996555,0.915898195,0.911093085,0.905636645,0.900110635,0.8923882,0.885592835,0.877919645,0.87173777,0.8617597,0.85317711,0.843747325,0.82993469,0.81718992,0.79445942,0.731163915,0.524708895,0.21551106,0.04864906,0.00469911,0.00049929,0,0,0
6.65,0.984265705,0.98055145,0.973666265,0.962790605,0.95231687,0.94392533,0.93514432,0.92883046,0.92347734,0.92003805,0.915971195,0.911163635,0.905767675,0.900191605,0.892476355,0.88570876,0.878069855,0.8718792,0.86188491,0.853375885,0.843890145,0.830146895,0.81741021,0.79496122,0.732919765,0.52922273,0.22000906,0.050154345,0.004870285,0.00053201,0,0,0
6.6625,0.984287305,0.98055434,0.97369331,0.96284197,0.9524005,0.943916565,0.935228315,0.928910695,0.92348065,0.920157835,0.916009095,0.911224185,0.905912995,0.90026585,0.892550615,0.88589788,0.878176985,0.87203595,0.861958095,0.853598375,0.844033785,0.830333805,0.81764052,0.79550854,0.734565125,0.533679435,0.224359795,0.05162017,0.005001775,0.000548105,0,0,0
6.675,0.98429088,0.98056745,0.97371241,0.9628833,0.95243968,0.943975485,0.93530503,0.92899351,0.923583845,0.92022542,0.916089845,0.911301615,0.906042445,0.90042289,0.8925809,0.885971885,0.87830153,0.872180825,0.86206717,0.853813665,0.844194905,0.83042471,0.817947025,0.79602482,0.735993285,0.53808186,0.229065605,0.05338915,0.00523903,0.000615165,0,0,0
6.6875,0.984275455,0.980621255,0.973721555,0.9628985,0.95246875,0.944063185,0.93531745,0.92909852,0.92363145,0.920290895,0.91617588,0.911363025,0.906167555,0.90052045,0.892591015,0.886083705,0.878474375,0.87229966,0.862218615,0.85400894,0.844298145,0.830667045,0.81813735,0.796394185,0.73765483,0.54281476,0.23350914,0.05478241,0.00537474,0.00066592,0,0,0
6.7,0.984265315,0.980656125,0.97374124,0.96293102,0.9525208,0.94419269,0.93529426,0.92915512,0.9236736,0.920381175,0.916227205,0.911460585,0.90623459,0.9005847,0.892722125,0.886113805,0.878667375,0.87244083,0.86235659,0.8541634,0.84448945,0.8309162,0.818412645,0.79686105,0.739328425,0.54689296,0.238152355,0.0565968,0.005510515,0.00070007,0,0,0
6.7125,0.984246005,0.98069353,0.97377269,0.96297731,0.952582985,0.944174845,0.93537104,0.929242865,0.923672685,0.92051695,0.916309305,0.911503715,0.906302195,0.900696095,0.89282637,0.88617437,0.878806575,0.872592105,0.86244695,0.854292665,0.844704395,0.83108568,0.81864917,0.79730266,0.74092832,0.55109955,0.24271633,0.05810348,0.005871625,0.000714705,0,0,0
6.725,0.984233125,0.9807324,0.97379023,0.96300829,0.95264249,0.944168375,0.93545319,0.92934082,0.92370034,0.92055267,0.91638262,0.91164583,0.90636137,0.900809265,0.892898935,0.886302375,0.87894141,0.87272996,0.862520695,0.854487415,0.844761985,0.831353185,0.818917215,0.79772648,0.74242526,0.55527826,0.247084235,0.059606475,0.006106835,0.00073119,0,0,0
6.7375,0.984263125,0.980729805,0.973817155,0.963022935,0.95273516,0.944189665,0.935544655,0.929432505,0.9237075,0.920663805,0.916452635,0.91165761,0.90650502,0.900883595,0.893010535,0.886439235,0.87904152,0.87286401,0.862683815,0.854684855,0.84500267,0.83141604,0.81922128,0.798118835,0.743949415,0.559675225,0.251652975,0.060984225,0.006318555,0.000782755,0,0,0
6.75,0.984302175,0.980718645,0.973859415,0.9630452,0.95278368,0.94423198,0.93557055,0.929493675,0.923737505,0.920736,0.916526085,0.911800085,0.906577765,0.90094185,0.89309186,0.886622245,0.879148435,0.87299883,0.862818235,0.85482634,0.845076385,0.831638035,0.81950519,0.798560235,0.74529891,0.563680275,0.25596838,0.062738305,0.006530225,0.000850725,0,0,0
6.7625,0.98431503,0.980739595,0.97387929,0.9630665,0.952847765,0.94431015,0.93558176,0.929531095,0.92385559,0.920784295,0.916567155,0.91187653,0.906694345,0.901004865,0.893173585,0.886765965,0.87929401,0.87312027,0.86294974,0.854995265,0.84522027,0.831788765,0.819705655,0.799020165,0.74672773,0.56770292,0.260663765,0.064231535,0.00675319,0.000915415,0,0,0
6.775,0.98430332,0.980737105,0.973925285,0.963124005,0.952859315,0.944380755,0.93562664,0.92959258,0.92386553,0.92090597,0.916628115,0.911920945,0.9067965,0.901035215,0.893361455,0.88685887,0.87950026,0.873133185,0.86316913,0.855124285,0.845300725,0.831956695,0.820020045,0.799415265,0.747973875,0.572149105,0.265269325,0.06601838,0.007136475,0.000964335,0,0,0
6.7875,0.98429954,0.9807514,0.97394498,0.96314678,0.952932215,0.94441719,0.935643025,0.92970688,0.92390231,0.92099956,0.916699175,0.911969995,0.90688863,0.901132665,0.893464255,0.88694598,0.879693145,0.87311504,0.86334586,0.85522568,0.84545256,0.83216694,0.820295605,0.799827075,0.74931595,0.575914105,0.27012094,0.067920895,0.007391055,0.000962965,1.65E-05,0,0
6.8,0.98428756,0.980759475,0.973978725,0.96314238,0.952999685,0.944477785,0.935763705,0.92969593,0.924050095,0.92108998,0.91679001,0.912068785,0.90693532,0.90127876,0.893617475,0.88695455,0.879829085,0.87323297,0.86351051,0.855339715,0.845654845,0.8323199,0.820516025,0.800286805,0.75063174,0.579914845,0.274704485,0.069666515,0.00771632,0.00099704,1.64E-05,0,0
6.8125,0.984293615,0.980787965,0.97396348,0.963233025,0.95301834,0.94456028,0.93580146,0.92975342,0.924156205,0.921124995,0.916884825,0.91219448,0.90704138,0.901369305,0.893739015,0.887084035,0.879943225,0.873337655,0.863559795,0.85556908,0.84583564,0.83248503,0.820671465,0.80075026,0.751911225,0.58408853,0.2794185,0.0718287,0.00811251,0.00102903,1.64E-05,0,0
6.825,0.984330675,0.98077247,0.97403276,0.963254585,0.9530537,0.944659955,0.93585259,0.929798795,0.924200415,0.921145755,0.91703581,0.912269815,0.90714634,0.90143872,0.893917795,0.887126715,0.88007758,0.873379445,0.863853885,0.855577615,0.846100535,0.83262508,0.820853515,0.801148065,0.7532939,0.58805184,0.28410115,0.07365495,0.008398075,0.00109466,3.28E-05,0,0
