"#Time along first column, position along first row. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time (day)/Position,0,30,60,90,120,150,180,210,240,270,300,330,360,390,420,450,480,510,540,570,600,630,660,690,720,750,780,810,840,870,900,930,960
2.1375,0.981883995,0.976729945,0.96464453,0.949685115,0.932412565,0.918790835,0.908221145,0.898435375,0.892633235,0.88806873,0.881411605,0.87549779,0.86758385,0.85760218,0.847266605,0.83621097,0.824500915,0.80688925,0.77115192,0.653064375,0.340498555,0.068389175,0.006987615,0.000166605,0,0,0,0,0,0,0,0,0
2.15,0.981895115,0.976751815,0.964650355,0.949763135,0.93248307,0.918912955,0.908249705,0.898577935,0.89272796,0.888120275,0.881489915,0.87574324,0.867584975,0.857805285,0.847479135,0.83638467,0.824699885,0.807295155,0.771950935,0.656211415,0.34583,0.0704899,0.00744186,0.000166145,0,0,0,0,0,0,0,0,0
2.1625,0.98189109,0.97677546,0.96465202,0.949819695,0.93257677,0.918970605,0.908413555,0.89863158,0.89287622,0.888251535,0.88166809,0.875840235,0.86769018,0.85795156,0.847554815,0.83650181,0.82496714,0.80765452,0.77276503,0.65931641,0.350976325,0.07288286,0.007681435,0.0001827,0,0,0,0,0,0,0,0,0
2.175,0.981883255,0.97677604,0.96470094,0.949854475,0.93265292,0.9190373,0.908454955,0.898688615,0.89307695,0.8882549,0.881810535,0.875996255,0.8677633,0.85813095,0.84775206,0.83660881,0.825224955,0.80802846,0.773631025,0.66229574,0.356306395,0.075586745,0.00811901,0.00018274,0,0,0,0,0,0,0,0,0
2.1875,0.98188827,0.976767815,0.964757785,0.94988743,0.932759585,0.919101165,0.90848788,0.89879767,0.89314529,0.88840535,0.881918995,0.87611684,0.867976895,0.858231835,0.8478813,0.836748305,0.82549787,0.808467615,0.774441825,0.665193895,0.36148085,0.077825765,0.008519355,0.0002163,0,0,0,0,0,0,0,0,0
2.2,0.98187382,0.97678061,0.96474241,0.949937045,0.9328903,0.919156335,0.9085728,0.89892764,0.89326261,0.88843259,0.882063245,0.87626663,0.86823713,0.85829094,0.848042625,0.83687611,0.82576109,0.808758135,0.775243425,0.668036595,0.36756745,0.0802522,0.00887492,0.000216175,0,0,0,0,0,0,0,0,0
2.2125,0.981856785,0.976802835,0.96477501,0.949993585,0.932942495,0.919242305,0.90862448,0.899024815,0.893381995,0.88857366,0.88214483,0.87631934,0.86830864,0.858345185,0.84826645,0.837053275,0.826012265,0.80898106,0.77610866,0.670921875,0.37303647,0.082883,0.009190455,0.00019956,1.69E-05,0,0,0,0,0,0,0,0
2.225,0.98187508,0.97680944,0.964796165,0.950027555,0.93299135,0.919333975,0.90872898,0.89914026,0.89346515,0.8886727,0.88227404,0.876453665,0.868415045,0.85855102,0.84837189,0.837169165,0.82630108,0.80934345,0.776992085,0.67369614,0.378644005,0.085460765,0.00962202,0.00021663,1.69E-05,0,0,0,0,0,0,0,0
2.2375,0.98185473,0.97682435,0.96484088,0.95007074,0.93307254,0.91938539,0.90886311,0.89920674,0.89364293,0.888676145,0.8824766,0.876593485,0.86857546,0.858742445,0.84847293,0.837213455,0.826464155,0.809723665,0.777808995,0.676379105,0.38455215,0.08808427,0.010012965,0.000216765,1.69E-05,0,0,0,0,0,0,0,0
2.25,0.981865055,0.976822375,0.964881015,0.95010659,0.93314321,0.91950434,0.908991175,0.8992993,0.893795915,0.888608845,0.88270162,0.876691325,0.868675765,0.858869355,0.848681865,0.837429265,0.826570465,0.81018894,0.778449355,0.678975365,0.390178925,0.090573335,0.010535,0.000216595,1.70E-05,0,0,0,0,0,0,0,0
2.2625,0.981854195,0.976835495,0.964936575,0.950099435,0.933231165,0.9195767,0.909057695,0.899409115,0.893859685,0.8887997,0.88279938,0.87680859,0.868784515,0.8590349,0.848802465,0.83752484,0.826830415,0.810568935,0.779189475,0.681466385,0.395573755,0.09353562,0.011011745,0.00023324,1.69E-05,0,0,0,0,0,0,0,0
2.275,0.981838475,0.97685662,0.96496867,0.950124615,0.933325095,0.91962905,0.909121395,0.89955449,0.893906955,0.88891364,0.88293365,0.876829875,0.86894727,0.859160775,0.849016165,0.837614565,0.82700207,0.81084453,0.779927005,0.68397298,0.401417885,0.096460255,0.01152925,0.000282565,1.70E-05,0,0,0,0,0,0,0,0
2.2875,0.981827105,0.976865645,0.96502663,0.95021088,0.933362925,0.91970726,0.909202895,0.89967925,0.893984615,0.88903699,0.883026755,0.87694977,0.869092095,0.859271865,0.849131595,0.837799105,0.827301845,0.81103907,0.780781415,0.686628155,0.406970425,0.09917024,0.011922575,0.000332445,1.70E-05,0,0,0,0,0,0,0,0
2.3,0.981845705,0.97687276,0.96501448,0.950293445,0.93344898,0.91974488,0.90931704,0.899758405,0.894072835,0.8891579,0.883162095,0.87707365,0.869129645,0.85947317,0.849262115,0.83796109,0.827553505,0.81135089,0.781479825,0.68915531,0.41223619,0.102117955,0.01225165,0.00041641,1.69E-05,0,0,0,0,0,0,0,0
2.3125,0.981862845,0.97688716,0.965034095,0.950359255,0.93352627,0.919838835,0.909386915,0.89983479,0.894119925,0.88930817,0.883294185,0.877191475,0.86922641,0.859669255,0.84934608,0.83811842,0.82771794,0.811648155,0.78216905,0.691632835,0.417778395,0.104875915,0.012850015,0.00044936,1.69E-05,0,0,0,0,0,0,0,0
2.325,0.981872845,0.97687587,0.965075705,0.95041113,0.9335629,0.919912435,0.909508735,0.899918385,0.894231055,0.889372595,0.88345643,0.87730105,0.8693445,0.859821815,0.84950832,0.838296375,0.827900605,0.811868285,0.783048395,0.69389002,0.42324935,0.10791916,0.013568525,0.000448615,1.70E-05,0,0,0,0,0,0,0,0
2.3375,0.981903605,0.976844795,0.96517879,0.95039657,0.933674765,0.919998245,0.90952754,0.900091695,0.89430535,0.889454855,0.88354236,0.87741447,0.869468815,0.86004841,0.849582375,0.838463465,0.82804825,0.81209174,0.7838136,0.696046,0.428976235,0.111022735,0.01402344,0.000498235,1.69E-05,0,0,0,0,0,0,0,0
2.35,0.981919995,0.97681392,0.96519432,0.950457105,0.933752165,0.920072125,0.909694975,0.900141905,0.8943839,0.889481495,0.88378173,0.8775246,0.8696205,0.86011472,0.84974273,0.838635515,0.828207335,0.812349015,0.78433961,0.69854737,0.434346345,0.114602365,0.014700035,0.000497875,1.69E-05,0,0,0,0,0,0,0,0
2.3625,0.98194493,0.976806055,0.965199755,0.95051756,0.93376969,0.92019942,0.90976439,0.900260725,0.89444909,0.889568835,0.88390955,0.877654195,0.86979414,0.86027265,0.84984171,0.83878337,0.82836943,0.812735525,0.78484141,0.70103655,0.43959754,0.11802003,0.0152879,0.000531805,1.69E-05,0,0,0,0,0,0,0,0
2.375,0.98194903,0.976826945,0.965213675,0.950577525,0.933764945,0.920285955,0.909896225,0.90032404,0.894612165,0.88961957,0.884018515,0.87775623,0.869924335,0.86044783,0.8500174,0.83887965,0.828639165,0.812853585,0.78567155,0.703190505,0.44459905,0.12170103,0.015909795,0.0005824,1.69E-05,0,0,0,0,0,0,0,0
2.3875,0.98199796,0.976846595,0.96516996,0.950642685,0.93381087,0.920293005,0.910084765,0.900409835,0.89467343,0.88976841,0.884131335,0.87795271,0.87002067,0.86061794,0.85013239,0.83908353,0.82882372,0.81314002,0.786285495,0.70548334,0.450013855,0.125620215,0.01637737,0.000632595,1.69E-05,0,0,0,0,0,0,0,0
2.4,0.982039865,0.976874935,0.96515863,0.95072759,0.9338643,0.92034188,0.910184995,0.90050018,0.89481979,0.889794185,0.88423557,0.878161905,0.870190005,0.860689605,0.85029372,0.839276355,0.829046855,0.81343841,0.7868463,0.707442115,0.455606715,0.129194055,0.017019745,0.00068291,1.69E-05,0,0,0,0,0,0,0,0
2.4125,0.982047655,0.97689516,0.965184805,0.95078649,0.933914415,0.92036098,0.91033283,0.90067532,0.894850035,0.88993703,0.884333135,0.87826143,0.87025454,0.86080853,0.850605605,0.83934318,0.82937425,0.813767495,0.787342495,0.70960207,0.460993405,0.132967275,0.017697315,0.00071625,1.69E-05,0,0,0,0,0,0,0,0
2.425,0.982062855,0.976889905,0.96519577,0.9508888,0.93392586,0.92043636,0.91035108,0.900840385,0.89494842,0.889976855,0.88444059,0.87834043,0.870341135,0.86092977,0.85089654,0.839442745,0.82961559,0.814061995,0.7879299,0.711728845,0.46623392,0.13647421,0.018556165,0.00071595,1.69E-05,0,0,0,0,0,0,0,0
2.4375,0.982097545,0.976915715,0.965200905,0.95093823,0.93394373,0.92044471,0.910456665,0.900896765,0.89510675,0.890153325,0.88452003,0.87842707,0.87049466,0.861053995,0.851054265,0.839549545,0.829774125,0.81435388,0.788547,0.71399273,0.471655275,0.14038187,0.019365255,0.000749285,1.69E-05,0,0,0,0,0,0,0,0
2.45,0.982108515,0.976917625,0.96523676,0.95094809,0.93404835,0.920473265,0.910616925,0.900970245,0.8952529,0.89021885,0.88463898,0.878525685,0.870659175,0.86121496,0.85121447,0.839732055,0.830009115,0.814572035,0.78906882,0.71598251,0.476802515,0.14463023,0.02029619,0.00079905,1.69E-05,0,0,0,0,0,0,0,0
2.4625,0.98215813,0.97692016,0.96527868,0.950982805,0.93412735,0.920520635,0.910660975,0.901055105,0.895329045,0.890354015,0.884868315,0.878595455,0.87072211,0.86134526,0.851300865,0.83990908,0.8302749,0.814801425,0.789717,0.717897335,0.481991415,0.148594605,0.020875225,0.000847645,1.68E-05,0,0,0,0,0,0,0,0
2.475,0.982169595,0.97693514,0.96530949,0.951029105,0.9342093,0.92061767,0.910652585,0.901175505,0.89547875,0.89049834,0.88493331,0.87867737,0.870919745,0.861380695,0.851495945,0.84004004,0.830505855,0.81501058,0.79029998,0.719752545,0.487120215,0.152425005,0.02168136,0.000929365,1.69E-05,0,0,0,0,0,0,0,0
2.4875,0.98217604,0.97695374,0.965345945,0.951078945,0.934309725,0.92073258,0.910710685,0.901231255,0.89565483,0.890552435,0.885023215,0.878911575,0.871032545,0.861477515,0.851611075,0.84028088,0.830649945,0.815342645,0.790992565,0.721487595,0.491980065,0.156440825,0.022488775,0.000994645,1.69E-05,0,0,0,0,0,0,0,0
2.5,0.98219072,0.976991835,0.96535281,0.951083745,0.93445708,0.92075286,0.9108611,0.90133605,0.895763695,0.89064227,0.88515412,0.87906447,0.871127755,0.861585365,0.85178547,0.84048065,0.830774005,0.81556588,0.791658415,0.7234463,0.49712419,0.160866905,0.023255095,0.000993915,1.69E-05,0,0,0,0,0,0,0,0
2.5125,0.98221636,0.97701019,0.96536622,0.951099755,0.93455121,0.92084123,0.910882145,0.90147162,0.895887085,0.8907766,0.88528047,0.87910067,0.87135814,0.861682915,0.85199207,0.840639815,0.830910165,0.815752915,0.792221325,0.72524132,0.502121515,0.16506014,0.02402248,0.001043435,1.69E-05,0,0,0,0,0,0,0,0
2.525,0.982209105,0.977062575,0.965362075,0.951141355,0.934643415,0.92091054,0.9109455,0.901570865,0.89606413,0.89084955,0.88543736,0.87909386,0.8715678,0.86186877,0.852057215,0.84091538,0.831160645,0.815988505,0.79271168,0.72710026,0.5069207,0.16959514,0.02455984,0.001076525,1.69E-05,0,0,0,0,0,0,0,0
2.5375,0.982179745,0.97706849,0.96537897,0.951201545,0.934717885,0.92103593,0.911058485,0.90167788,0.8961896,0.89095421,0.885470045,0.87922686,0.871745515,0.861964115,0.85214579,0.841142385,0.83135519,0.816229185,0.793254365,0.72878051,0.51186949,0.1738447,0.025482505,0.00112519,1.69E-05,0,0,0,0,0,0,0,0
2.55,0.982187175,0.977081235,0.96544026,0.95123195,0.93479416,0.9210811,0.91113424,0.90173749,0.89630816,0.89104632,0.88555211,0.87935246,0.87187869,0.862005435,0.852316675,0.84130776,0.83157947,0.81648579,0.79372455,0.73048907,0.51701761,0.177850855,0.02648656,0.001141215,1.69E-05,0,0,0,0,0,0,0,0
2.5625,0.98218081,0.97707113,0.96551044,0.951290305,0.93483411,0.92123008,0.9112501,0.90177515,0.896367925,0.891105155,0.88572418,0.879446595,0.872061205,0.86206732,0.85248547,0.841489455,0.831757675,0.81672429,0.794237975,0.73231482,0.52157949,0.18218095,0.02754504,0.001158505,5.02E-05,0,0,0,0,0,0,0,0
2.575,0.982230175,0.977070455,0.965511305,0.951358675,0.93487758,0.92128772,0.91133208,0.90191018,0.896483455,0.891213625,0.88579297,0.87953761,0.872229265,0.86215676,0.85271717,0.841675405,0.83192669,0.81700056,0.79480929,0.733816795,0.526328165,0.18649138,0.028577035,0.001257155,5.02E-05,0,0,0,0,0,0,0,0
2.5875,0.98223166,0.97710514,0.96552333,0.951370865,0.93494985,0.92137984,0.911386185,0.902011595,0.896603355,0.891335315,0.885806055,0.879706415,0.87237695,0.862325555,0.852791275,0.841854985,0.83207398,0.817248355,0.79537846,0.73549736,0.53075419,0.19095962,0.029789715,0.00132388,6.70E-05,0,0,0,0,0,0,0,0
2.6,0.98223223,0.97709189,0.96557454,0.95145692,0.935011265,0.921420055,0.911512495,0.90203172,0.8966149,0.89154274,0.885910155,0.87979631,0.87249888,0.862434835,0.852995525,0.841992865,0.832318895,0.817451875,0.795912405,0.737227255,0.53527291,0.195636405,0.030909985,0.001373965,6.70E-05,0,0,0,0,0,0,0,0
2.6125,0.982199905,0.97710785,0.965569875,0.951495645,0.935071205,0.92152614,0.911585155,0.902090805,0.89667128,0.891667,0.886043205,0.879839845,0.872623885,0.86264803,0.85310741,0.842128675,0.832553615,0.817748305,0.796241215,0.738879535,0.540132075,0.20027708,0.03217154,0.001457515,6.71E-05,0,0,0,0,0,0,0,0
2.625,0.98217371,0.97713906,0.96561671,0.95150765,0.93517904,0.92160459,0.91169648,0.902157,0.89677837,0.89176987,0.886142415,0.87999994,0.872680645,0.862834885,0.85321048,0.84225492,0.83286496,0.817886345,0.796796605,0.740378565,0.54488503,0.20506564,0.033292725,0.001489675,6.72E-05,0,0,0,0,0,0,0,0
2.6375,0.982163695,0.97715553,0.96563613,0.951574265,0.935159575,0.92172913,0.911852445,0.90225471,0.896842375,0.891959205,0.886289695,0.88008191,0.87280213,0.86294618,0.853356185,0.842446625,0.83307691,0.818097815,0.79724206,0.741932165,0.54946194,0.2098026,0.03428839,0.001638905,6.71E-05,0,0,0,0,0,0,0,0
2.65,0.982152455,0.977167015,0.965707535,0.95155334,0.935263425,0.921754725,0.911922395,0.902429835,0.896939395,0.892067935,0.886413,0.88019257,0.872924125,0.863100225,0.853509885,0.842563545,0.83325905,0.81848187,0.797590375,0.743338985,0.553967345,0.214064935,0.035374395,0.00172098,6.72E-05,0,0,0,0,0,0,0,0
2.6625,0.98214887,0.9771714,0.965757515,0.951545585,0.93535988,0.92182102,0.912038385,0.902578635,0.89701445,0.89223013,0.886409625,0.880305375,0.873001435,0.86328941,0.8536337,0.84270868,0.8333251,0.818760335,0.79801093,0.744894435,0.558226605,0.219021305,0.03653039,0.00185497,6.70E-05,0,0,0,0,0,0,0,0
2.675,0.982135735,0.97717978,0.965768015,0.95161578,0.93542727,0.921903655,0.912173595,0.902677635,0.897045465,0.892384645,0.886491085,0.880490065,0.873120685,0.86338978,0.85377402,0.842862045,0.833481915,0.81900757,0.79840795,0.74636811,0.562779295,0.223638855,0.03794143,0.001938315,6.70E-05,0,0,0,0,0,0,0,0
2.6875,0.982115705,0.9772295,0.965840125,0.951701445,0.935436695,0.922074245,0.91225047,0.90283229,0.897113395,0.89246912,0.886664355,0.880555925,0.873255815,0.86349815,0.85388627,0.84316684,0.833663785,0.819173865,0.79882668,0.74781949,0.567001345,0.228496285,0.039309425,0.002005535,8.38E-05,0,0,0,0,0,0,0,0
2.7,0.982114775,0.977236085,0.965880075,0.95173012,0.935468075,0.922184745,0.912325235,0.902900905,0.89725808,0.89252209,0.8868231,0.880644275,0.873357105,0.86364108,0.854115515,0.84324458,0.83381375,0.819392565,0.799394995,0.749139025,0.57140024,0.23342306,0.04068554,0.002121245,8.40E-05,0,0,0,0,0,0,0,0
2.7125,0.982159605,0.977224015,0.96593174,0.95175261,0.935522185,0.922258175,0.91240083,0.902956045,0.897434995,0.892654055,0.88693095,0.880734665,0.87357071,0.86378125,0.854147905,0.843531165,0.83389224,0.819639965,0.7998839,0.750366355,0.575544035,0.238068615,0.042189195,0.00232182,8.40E-05,0,0,0,0,0,0,0,0
2.725,0.982158695,0.977227725,0.965955025,0.95178687,0.93553668,0.92238221,0.912456255,0.903033365,0.89754624,0.892830265,0.887072105,0.88078284,0.87373492,0.863900785,0.8542813,0.84379663,0.83409805,0.819847285,0.800238195,0.751591605,0.579813745,0.24317907,0.04348819,0.00245202,8.39E-05,0,0,0,0,0,0,0,0
2.7375,0.98218681,0.977214665,0.965953085,0.951801325,0.935694645,0.92242153,0.912604835,0.9031447,0.89754265,0.892960735,0.887135935,0.88090792,0.87392141,0.863977385,0.85436784,0.84402853,0.834344095,0.820093755,0.800620095,0.75270442,0.5840086,0.24777423,0.044938775,0.002716885,0.00010076,0,0,0,0,0,0,0,0
2.75,0.98219473,0.97725332,0.965945425,0.95189028,0.935693045,0.92253711,0.91268967,0.90316988,0.89768186,0.893050395,0.88731867,0.88096999,0.8739535,0.864222985,0.85453737,0.84413336,0.834532105,0.820284885,0.800977185,0.75405599,0.587919025,0.25282724,0.04704614,0.002799065,0.000100805,0,0,0,0,0,0,0,0
2.7625,0.98221124,0.977267585,0.96597386,0.951913795,0.935727745,0.92265617,0.912736425,0.903296165,0.897807885,0.893130855,0.88742854,0.881126175,0.874005655,0.864435055,0.854734595,0.8442249,0.834650025,0.820648265,0.801400035,0.755285545,0.592083605,0.258312725,0.048510805,0.002881665,0.00010059,0,0,0,0,0,0,0,0
2.775,0.98224068,0.977246305,0.966034575,0.951907215,0.93578916,0.922745065,0.91282532,0.90336365,0.897927035,0.8932276,0.887553145,0.881151,0.874210805,0.86450909,0.8548913,0.84441406,0.83479903,0.820956745,0.801780715,0.756542225,0.596122825,0.263542915,0.050110685,0.003028355,0.00010036,0,0,0,0,0,0,0,0
2.7875,0.98223301,0.977241855,0.9660809,0.951939795,0.93590649,0.922794715,0.91295143,0.90337831,0.89802804,0.893333165,0.887759605,0.881162135,0.87433847,0.86469897,0.85501464,0.844596535,0.83499423,0.82112191,0.80220843,0.757747535,0.599817125,0.26894468,0.051899645,0.00317729,0.0001005,0,0,0,0,0,0,0,0
2.8,0.982234275,0.977261035,0.966131925,0.951994285,0.935935635,0.92293401,0.912946215,0.90354565,0.89813295,0.89343965,0.887845195,0.88126121,0.87445304,0.8648863,0.855105065,0.84479434,0.8351574,0.821302225,0.80267305,0.758981405,0.603652915,0.274329095,0.05378043,0.00334253,0.00011742,0,0,0,0,0,0,0,0
2.8125,0.98224015,0.977258875,0.966169655,0.95205629,0.93596197,0.922996665,0.91311827,0.90359567,0.898155125,0.89354702,0.888052645,0.881374435,0.8745566,0.864975765,0.85534201,0.84490772,0.83539255,0.821383005,0.8032314,0.760061345,0.60759161,0.279689515,0.055570305,0.003573835,0.000117395,0,0,0,0,0,0,0,0
2.825,0.98225039,0.977277105,0.96621042,0.9520484,0.936009545,0.92318294,0.913091485,0.903654495,0.89829552,0.893594665,0.88821388,0.88150201,0.874679195,0.865153245,0.85543467,0.84507945,0.83557732,0.82155643,0.80370675,0.761215125,0.611116975,0.284937475,0.05732807,0.00364169,0.00011728,1.65E-05,0,0,0,0,0,0,0
2.8375,0.98223548,0.977304915,0.96623848,0.9521281,0.936148865,0.923269725,0.91314508,0.903704145,0.89844884,0.893729795,0.888353535,0.881564735,0.874855435,0.86522789,0.855561265,0.845313865,0.835681405,0.821826245,0.804032725,0.762369815,0.614883415,0.290286965,0.05922356,0.003887595,0.000117365,1.66E-05,0,0,0,0,0,0,0
2.85,0.98224848,0.977307145,0.96624735,0.952232455,0.93621263,0.92330471,0.91322147,0.903758855,0.89856428,0.89380483,0.888577395,0.881676435,0.87495252,0.86535664,0.855739215,0.84544208,0.835865155,0.821964625,0.80441149,0.763437795,0.6187722,0.295710485,0.0610506,0.00416792,0.000133775,1.66E-05,0,0,0,0,0,0,0
2.8625,0.982297455,0.977298505,0.966257275,0.952285675,0.936288265,0.92340244,0.913293515,0.90392368,0.89861382,0.893914775,0.88872412,0.881724995,0.875130855,0.86550146,0.855824275,0.84556749,0.836026455,0.822301655,0.80486181,0.76460154,0.6222595,0.300866695,0.06312447,0.00444762,0.000133685,1.66E-05,0,0,0,0,0,0,0
2.875,0.9822868,0.97731431,0.96626439,0.952354745,0.93634427,0.923430875,0.913369805,0.903955575,0.89876159,0.894056695,0.88877313,0.881816995,0.87522434,0.865656455,0.855932665,0.8458029,0.83624223,0.82243866,0.80519716,0.765609495,0.625807805,0.30630473,0.065024315,0.004688425,0.0001503,1.66E-05,0,0,0,0,0,0,0
2.8875,0.98224512,0.97739978,0.96625721,0.95237938,0.936441495,0.92344174,0.91350547,0.9040326,0.89883421,0.89421971,0.888809645,0.88195679,0.87530067,0.86586096,0.856039215,0.84588195,0.836430845,0.82267471,0.805546465,0.766600175,0.629384905,0.31169896,0.067134835,0.00485188,0.00018315,1.66E-05,0,0,0,0,0,0,0
2.9,0.982258455,0.977408775,0.966281135,0.952391535,0.93651571,0.92347692,0.9136371,0.90412459,0.89899253,0.8942297,0.88892103,0.881994185,0.87555008,0.86595413,0.856154555,0.846076215,0.83664119,0.822885465,0.805906,0.76777294,0.632715515,0.317529015,0.0691594,0.0049825,0.00018329,1.66E-05,0,0,0,0,0,0,0
2.9125,0.982256905,0.9774193,0.966318575,0.952459055,0.93657625,0.9235157,0.913715435,0.90429681,0.89896455,0.894419255,0.889046115,0.882092405,0.8756345,0.866064,0.856265765,0.846279395,0.836712665,0.8231516,0.80623239,0.768737505,0.63611986,0.32295431,0.07151384,0.005176545,0.000183305,3.32E-05,0,0,0,0,0,0,0
2.925,0.98228085,0.97741592,0.96636449,0.952455835,0.936651145,0.9236257,0.9138327,0.904375485,0.899127805,0.894491805,0.889158855,0.8821383,0.875814015,0.866130475,0.85650381,0.846283215,0.83695172,0.82333346,0.806635385,0.7696171,0.639588505,0.32848954,0.07347963,0.005470775,0.000200355,3.31E-05,0,0,0,0,0,0,0
2.9375,0.98226682,0.97745246,0.966401195,0.95254739,0.936641515,0.923686095,0.91399555,0.9044294,0.899203225,0.894552265,0.88927492,0.882266205,0.87595387,0.8662137,0.856720255,0.846458535,0.83705771,0.823546665,0.806997965,0.77045855,0.643018345,0.33400196,0.07571508,0.00559673,0.000216545,3.32E-05,0,0,0,0,0,0,0
2.95,0.982286655,0.977458765,0.96641404,0.95258768,0.93672974,0.923782415,0.914052955,0.904571745,0.89927627,0.89470759,0.889330185,0.882366945,0.87604598,0.866315315,0.856798035,0.846616245,0.837232105,0.8237442,0.807476025,0.77119418,0.64640498,0.339757645,0.07814051,0.00577765,0.00023351,3.32E-05,0,0,0,0,0,0,0
2.9625,0.9822775,0.97749344,0.9664533,0.952581855,0.93680989,0.92387782,0.914138545,0.904641645,0.899392305,0.89481255,0.889447145,0.882414135,0.876226415,0.866384515,0.85693729,0.846842655,0.837300485,0.82405548,0.80776921,0.772035645,0.649738205,0.345144435,0.080383415,0.006067345,0.00026692,3.32E-05,0,0,0,0,0,0,0
2.975,0.98225716,0.977502295,0.966477725,0.95262233,0.93692855,0.92395605,0.914214105,0.9047485,0.899460205,0.894919185,0.88949461,0.882565545,0.876409015,0.866446265,0.85709703,0.84694749,0.837470175,0.824245215,0.808192925,0.772992755,0.652741455,0.3505403,0.08289578,0.0062762,0.00031702,4.98E-05,0,0,0,0,0,0,0
2.9875,0.9822603,0.977515075,0.96649471,0.952688365,0.936963745,0.92404445,0.914334695,0.90483156,0.89964688,0.89495155,0.889597175,0.88265507,0.876476515,0.866615995,0.85724518,0.84705444,0.83759669,0.82444916,0.80856869,0.773865285,0.65564879,0.355739825,0.08524721,0.006457055,0.00033376,4.97E-05,0,0,0,0,0,0,0
3,0.98229964,0.97750498,0.96654838,0.9527136,0.937038345,0.924128895,0.91449123,0.9048445,0.8997856,0.89505316,0.889706745,0.88278939,0.876561315,0.86668792,0.857392075,0.84721622,0.837785195,0.82464472,0.80884652,0.77484284,0.65836922,0.36131478,0.088191345,0.006774205,0.00033396,4.98E-05,0,0,0,0,0,0,0
3.0125,0.982296255,0.977524655,0.96656585,0.952754095,0.937073265,0.924231525,0.914584885,0.90489383,0.899813305,0.895168445,0.889802545,0.88286477,0.876702375,0.86680382,0.857575455,0.8474012,0.83794874,0.824798565,0.809210655,0.775669965,0.66139309,0.366536835,0.090694845,0.007059365,0.0003513,4.99E-05,0,0,0,0,0,0,0
3.025,0.98227763,0.97755006,0.96663469,0.952833605,0.937138765,0.92430594,0.914669255,0.905005415,0.899912355,0.89518654,0.889982035,0.88292745,0.87683817,0.866959455,0.85770822,0.84759627,0.838084275,0.825027915,0.80956873,0.776480045,0.664271275,0.37222786,0.09349749,0.007454095,0.000367625,4.99E-05,0,0,0,0,0,0,0
3.0375,0.982261325,0.97758175,0.966632565,0.952897985,0.937177955,0.924385975,0.91474289,0.905071425,0.90012052,0.89533526,0.890022555,0.883076035,0.87697125,0.86707046,0.857811845,0.84781976,0.83817716,0.82527714,0.809884245,0.777169025,0.66719391,0.377586345,0.09644336,0.0079323,0.000400705,4.99E-05,0,0,0,0,0,0,0
3.05,0.98223531,0.97760375,0.966640015,0.952930665,0.937320245,0.924412345,0.91484358,0.905122475,0.900224405,0.89547219,0.89008123,0.883202695,0.877000435,0.86726932,0.857942235,0.848064705,0.83827191,0.82551917,0.810174655,0.77805789,0.67016367,0.382815175,0.099355825,0.008340315,0.000416865,4.98E-05,0,0,0,0,0,0,0
3.0625,0.982248825,0.97762511,0.966656775,0.952953805,0.937401685,0.924450125,0.91496159,0.905193525,0.90027882,0.89555475,0.89022184,0.88329847,0.877162735,0.867425975,0.857993175,0.8482883,0.83839377,0.82571809,0.810527855,0.77889321,0.67292587,0.3879513,0.10227616,0.00889249,0.000417185,4.98E-05,0,0,0,0,0,0,0
3.075,0.982224465,0.977703365,0.9666813,0.952974255,0.937479775,0.9245331,0.91505159,0.905307855,0.900289765,0.895706675,0.89031907,0.88344702,0.8772515,0.867578355,0.858153945,0.848434925,0.83848422,0.82593607,0.810843875,0.779692515,0.675760985,0.3930902,0.105048885,0.00933846,0.00045056,4.99E-05,0,0,0,0,0,0,0
3.0875,0.982260125,0.977691265,0.96674286,0.952907635,0.937608995,0.92458811,0.91515674,0.90537919,0.90037294,0.89583792,0.89034778,0.88356625,0.87739299,0.86770117,0.85831248,0.848492075,0.83868566,0.82614651,0.8112265,0.780451395,0.67861062,0.398430065,0.108228745,0.00978499,0.00044996,4.98E-05,0,0,0,0,0,0,0
3.1,0.982280655,0.977741545,0.966740505,0.95297717,0.93763006,0.92469644,0.91525957,0.90542783,0.90045403,0.89595728,0.89044664,0.88368469,0.87744721,0.867877405,0.85843227,0.84867865,0.838830645,0.82632145,0.81148895,0.781377765,0.68119474,0.403802845,0.11132132,0.010283935,0.00048452,4.97E-05,0,0,0,0,0,0,0
3.1125,0.98228824,0.977748045,0.966771885,0.95299803,0.93770112,0.9248215,0.915358565,0.90552591,0.900529315,0.8960354,0.89059137,0.88379841,0.87756328,0.868013565,0.858472075,0.848865555,0.8390642,0.826516205,0.81171781,0.78214862,0.683914555,0.40928042,0.11426046,0.01072474,0.00053479,4.97E-05,0,0,0,0,0,0,0
3.125,0.98231555,0.977731515,0.9667827,0.95306559,0.937698825,0.92490534,0.915448545,0.905617355,0.900597365,0.89615228,0.890732155,0.883885025,0.87761309,0.86825011,0.85854997,0.849039065,0.839199685,0.82675526,0.812016535,0.78286063,0.68642617,0.41438891,0.11748773,0.0113816,0.00058486,4.97E-05,0,0,0,0,0,0,0
